# redshift                Ha6563rest              OII3726rest             OII3729rest             OIII4959rest            OIII5007rest            
  9.835165526953924e-01   7.683787389388799e+40   3.424488198583925e+39   5.083350502053243e+39   2.498591819888080e+40   7.527182768445617e+40   
  9.779250632469640e-01   2.068549469762808e+40   9.385960383579970e+38   1.392616784299013e+39   8.700858587315515e+39   2.620117309530740e+40   
  9.809188537586011e-01   1.001298942522763e+41   3.878594889177817e+39   5.758580317811749e+39   2.352541870596096e+40   7.087759040214563e+40   
  9.811401502781485e-01   2.193338726257894e+40   1.043238321523035e+39   1.548114121889046e+39   8.520114507991197e+39   2.566224995033293e+40   
  9.892928929808833e-01   1.621836993174681e+40   7.804045057116233e+38   1.158095176405449e+39   6.382856794918659e+39   1.922436794218704e+40   
  9.844669203823200e-01   5.175524975026871e+41   1.222670759885088e+40   1.814149781995047e+40   4.720525764777573e+40   1.420932982862927e+41   
  9.835006985687573e-01   2.088815040446668e+40   9.738246579038675e+38   1.445343387280157e+39   7.524280433590944e+39   2.266544455924864e+40   
  9.893304051398080e-01   7.371721808187363e+40   3.054350018568378e+39   4.534476772734775e+39   2.016233027911416e+40   6.074796758092400e+40   
  9.840653052066279e-01   2.782581678953673e+40   1.296982790393067e+39   1.924907717810586e+39   1.013593767666864e+40   3.053083928073195e+40   
  9.762498239717639e-01   2.699576466282481e+40   1.304306891887748e+39   1.935494500926291e+39   1.076343874594542e+40   3.241801711033957e+40   
  9.745200801289087e-01   8.588803320416349e+40   4.050879697161113e+39   6.011778064877471e+39   3.219586217066771e+40   9.697759754398890e+40   
  9.570674955102150e-01   3.466629373645352e+40   1.100779860157350e+39   1.632952015852007e+39   1.058630195684520e+40   3.187832056863678e+40   
  9.587669010419200e-01   2.249954765987986e+39   9.686338105611606e+37   1.437089291549617e+38   8.885901326832366e+38   2.675866815286030e+39   
  9.562567805026079e-01   1.566506203310304e+41   6.685219070021936e+39   9.924523401272914e+39   4.677087960429882e+40   1.409168445174726e+41   
  9.645954511319184e-01   1.766184327115841e+40   8.173218107463076e+38   1.212549476306882e+39   7.244977537280924e+39   2.181854738252064e+40   
  9.591302705517537e-01   2.068891357832618e+41   7.699358004058580e+39   1.142891702509526e+40   4.364821777480023e+40   1.314896862272196e+41   
  9.591318017255059e-01   6.454173329775293e+40   2.967388927807480e+39   4.402217555250665e+39   2.641094199189364e+40   7.953808752235347e+40   
  9.578352812467406e-01   1.542540571879802e+37   2.709089768230972e+35   4.016867555138372e+35   5.254347833356954e+36   1.582820451098966e+37   
  9.536640648700279e-01   9.661433291694570e+39   4.714824228191887e+38   6.995416108532841e+38   4.062209718163396e+39   1.223430782763326e+40   
  9.578114363041959e-01   1.252610611030279e+41   5.630787533524000e+39   8.359065139720491e+39   4.032881773595893e+40   1.214934572020743e+41   
  9.541978223207772e-01   2.667530544477190e+40   1.278631994083270e+39   1.897473756081869e+39   1.040005439488711e+40   3.132407012653935e+40   
  9.588163590773011e-01   2.417682089274200e+40   1.073768193707386e+39   1.593975905650828e+39   7.736287961840517e+39   2.330597469634588e+40   
  9.697621398941143e-01   2.412512151555675e+40   1.141628409254023e+39   1.693724156206561e+39   1.002313730952266e+40   3.018651971745111e+40   
  9.660983568244863e-01   6.707089156948605e+41   6.028275696504530e+39   7.742831370258974e+39   1.560327098481606e+41   4.696880944536259e+41   
  9.664548227635217e-01   5.993064696894904e+39   2.805901879210205e+38   4.164391962985701e+38   2.285818455576367e+39   6.884258724119018e+39   
  9.696714446910089e-01   2.565365928601619e+42   1.522209969091841e+40   2.053824574505047e+40   4.102082438432266e+41   1.235348132045216e+42   
  9.660777087500685e-01   1.695427072258734e+40   7.237098239953275e+38   1.073576919214061e+39   6.525145641548689e+39   1.965071592010576e+40   
  9.690993916623307e-01   1.400270704966376e+41   5.549226265901762e+39   8.238275502737364e+39   3.446940633449492e+40   1.038498950916618e+41   
  9.730811374492747e-01   9.954855418411078e+39   4.871783264306715e+38   7.228315715033780e+38   4.191945380277161e+39   1.262529601564762e+40   
  9.725410444456879e-01   4.074943919911478e+41   9.319801760196776e+39   1.382674492083007e+40   3.554456470484336e+40   1.069830495299080e+41   
  9.701751575129165e-01   8.924483800763858e+40   4.267617096131070e+39   6.333237058277618e+39   3.464615533063652e+40   1.043491047045253e+41   
  9.659149772712561e-01   1.460118360439792e+40   6.641738595833128e+38   9.861533024264525e+38   6.113989343942882e+39   1.841142841187068e+40   
  9.711797316964468e-01   4.740265244564001e+40   2.282654943393648e+39   3.387311243687585e+39   1.879575452582852e+40   5.660963013264484e+40   
  8.720988774773093e-01   3.102289786916520e+40   1.418253861647553e+39   2.105214776405536e+39   1.071834766733658e+40   3.228421081347977e+40   
  8.774072715904724e-01   8.090995627238221e+37   2.437883942614254e+36   3.616326344480859e+36   4.247776517373007e+37   1.279857623624118e+38   
  8.714090279448059e-01   1.881398389488242e+38   6.907575194097159e+36   1.024445691241200e+37   6.409181020562182e+37   1.930458539882924e+38   
  8.733198341142068e-01   2.881302198120981e+41   8.036683628026109e+39   1.192352496020070e+40   3.263103854319441e+40   9.824562546364987e+40   
  8.717718406737525e-01   7.807867575718680e+39   3.457393482923855e+38   5.128796822554964e+38   3.124404783980849e+39   9.409293123464337e+39   
  8.741128267164897e-01   1.719206886867269e+40   8.057198990214211e+38   1.195338620975862e+39   7.136380805666720e+39   2.149172502927829e+40   
  8.773552898395276e-01   1.905091424104143e+38   7.454894917189603e+36   1.106033771922399e+37   7.069119052879773e+37   2.128739260023493e+38   
  8.680983413215739e-01   4.322312170997427e+39   2.109052693952164e+38   3.129439567530592e+38   1.785751385228989e+39   5.378187075475571e+39   
  8.769508967303365e-01   5.634326656784587e+39   2.649910882206981e+38   3.930491837022831e+38   2.377043285188170e+39   7.160661252431846e+39   
  8.855932215644833e-01   6.135582452428484e+38   2.398116841863363e+37   3.557361746299554e+37   2.234459175705682e+38   6.729065137627569e+38   
  8.801247302305100e-01   2.326102776162033e+38   3.151144164388903e+36   4.674953922479157e+36   3.684827229566918e+37   1.109553304254719e+38   
  8.753249531037774e-01   1.608538455949737e+41   5.492311156699410e+39   8.150204533360771e+39   2.853660597531975e+40   8.595127784132187e+40   
  8.762072897295188e-01   7.917485568807185e+38   2.168789595268235e+37   3.217936248542857e+37   2.208837578029639e+38   6.651059388088243e+38   
  8.835839751845660e-01   3.937026047496178e+40   1.819988114894324e+39   2.699868038143967e+39   1.673500296196641e+40   5.039934711749619e+40   
  8.777595320762406e-01   1.878786389564734e+39   7.324930605255657e+37   1.087710626805030e+38   4.578436388172065e+38   1.379458530137071e+39   
  8.832405856616869e-01   1.666280866647010e+40   7.488168692132684e+38   1.111564579595184e+39   5.463531546337405e+39   1.645825112966158e+40   
  8.813447658687483e-01   4.041318239714215e+38   8.330731659451469e+35   1.192074542820217e+36   1.867059833339425e+37   5.625437201777643e+37   
  8.814048027096033e-01   1.374379528298688e+41   6.432577186016985e+39   9.543304239031156e+39   5.665612378455762e+40   1.706276561252415e+41   
  8.805504362822310e-01   8.192058559604202e+39   3.561909884648110e+38   5.284000533756916e+38   3.296641919185965e+39   9.927949443129809e+39   
  8.838232721825288e-01   6.022372085700243e+40   2.392416727765050e+39   3.548928388746478e+39   2.230957921842062e+40   6.718561446004844e+40   
  8.756126364188617e-01   1.248836264988868e+40   4.977334957699980e+38   7.389172724491330e+38   3.113920930095426e+39   9.381695113218164e+39   
  8.826329091638072e-01   1.858850428557043e+40   7.909816759903735e+38   1.174270171966154e+39   5.498997787100826e+39   1.656806845495005e+40   
  8.718257870579431e-01   2.799377875781153e+37   5.882900893551395e+35   8.722214002303079e+35   1.213561056196495e+37   3.656087946320221e+37   
  8.672787911048045e-01   4.519734147634908e+39   2.032648091271136e+38   3.016833438369781e+38   2.003139761222038e+39   6.032136534847232e+39   
  8.766136288917803e-01   6.502017593560556e+37   2.139552827927319e+36   3.171933190083636e+36   3.056736801160856e+37   9.209966396249058e+37   
  8.778456535881189e-01   7.945444340344173e+41   8.834838707305747e+39   1.309744415885509e+40   2.004687138706124e+40   6.039795129937082e+40   
  8.702130076647769e-01   2.643086254142024e+40   6.454845259991505e+38   9.575925439942328e+38   6.482251559204545e+39   1.951813647816651e+40   
  8.780136726005241e-01   2.477152705528578e+41   1.131568570668543e+40   1.679620167048031e+40   8.463846100152906e+40   2.549610692480958e+41   
  8.710216990615689e-01   7.490101060707648e+40   3.455771714594705e+39   5.129319853732086e+39   2.621900322981117e+40   7.897773841617846e+40   
  8.755815657493495e-01   7.170808834533238e+38   6.774279662493430e+36   1.005062727883341e+37   9.093168569333064e+37   2.738751638686248e+38   
  8.758923309544371e-01   2.631320964234763e+40   1.278320884551359e+39   1.896529289054950e+39   1.119898317103738e+40   3.372855736589507e+40   
  8.675047149594555e-01   1.638931296917217e+40   8.010923102333371e+38   1.188632363690239e+39   6.820856289889901e+39   2.054339335201251e+40   
  8.709232921376677e-01   2.993310686362240e+39   1.332041286249525e+38   1.976071081119906e+38   1.194503708872566e+39   3.597261428053992e+39   
  8.768919605907723e-01   1.435152764137822e+38   2.459158818568266e+36   3.646398847172573e+36   5.135452409007646e+37   1.546965873510524e+38   
  8.738237372003741e-01   8.816836893341915e+39   4.195761061088554e+38   6.226364672843299e+38   3.428163253129213e+39   1.032555910087829e+40   
  8.740209820152725e-01   1.146759625089296e+42   4.382974593257268e+40   6.506428983050789e+40   2.579323728558546e+41   7.770540380966766e+41   
  8.694719467378496e-01   5.721867196695435e+40   2.348822495790415e+39   3.487108383417747e+39   1.549558218169520e+40   4.668742595395108e+40   
  8.760158106761642e-01   1.561665371560530e+40   7.546518666775623e+38   1.119844516518583e+39   6.232593689506921e+39   1.877168720385828e+40   
  8.698271655815604e-01   4.403275363527565e+39   1.588576219158003e+38   2.356571019970493e+38   1.480454893513335e+39   4.458072937946799e+39   
  8.783529659264595e-01   4.443648608304370e+40   1.340689647155367e+39   1.989024817374978e+39   6.286347221969574e+39   1.893111372037737e+40   
  8.763141324401407e-01   1.048278568127015e+40   5.124048846531198e+38   7.602694170563379e+38   4.389329978502824e+39   1.321998767437329e+40   
  8.822108469692629e-01   2.363063187215566e+37   6.220480523085599e+35   9.222618319230799e+35   1.247903305851324e+37   3.759940178131807e+37   
  8.807190442964625e-01   5.053835598876084e+39   2.362483997613256e+38   3.505555223022364e+38   2.186038658817716e+39   6.583402584854140e+39   
  8.806479372714386e-01   1.435488550244046e+39   5.478889054614784e+37   8.127839788614370e+37   5.046623044369958e+38   1.519672936639660e+39   
  8.783754118628790e-01   2.631347460606646e+40   1.192540659303978e+39   1.770240048181308e+39   8.750095857473334e+39   2.635876095961036e+40   
  8.799332344282214e-01   2.901738612369817e+41   1.069050603020852e+40   1.586873022503544e+40   6.002463959092393e+40   1.808205993471371e+41   
  8.802864786744622e-01   4.094310497848450e+41   1.180447274875598e+40   1.751270308038517e+40   4.868879077161760e+40   1.466014396598530e+41   
  8.786259676187251e-01   3.254497495582634e+40   1.501705292031169e+39   2.228941858215710e+39   1.140237870679417e+40   3.434601602872455e+40   
  8.813014414569202e-01   3.475318675782361e+40   1.687161477288966e+39   2.503398174416526e+39   1.427008384677742e+40   4.297910758966325e+40   
  8.850597645301088e-01   1.067362098646475e+40   4.548408300572885e+38   6.747859256403588e+38   4.250230114703743e+39   1.279935641163913e+40   
  8.785107278516033e-01   2.676340275007615e+40   1.245856725180116e+39   1.849140802417669e+39   9.566042534669866e+39   2.881457791325862e+40   
  8.883907376276201e-01   6.869270557050706e+37   3.217072399327918e+36   4.778240500446335e+36   3.513348577973418e+37   1.058574043049963e+38   
  8.805488260548289e-01   3.562000876431470e+40   1.610546229266555e+39   2.390623626362548e+39   1.193168397631466e+40   3.594414651526857e+40   
  8.848338151009740e-01   5.598755807492942e+39   2.196715328498072e+38   3.258886453175914e+38   2.024754432821758e+39   6.097078328677230e+39   
  8.811857002215742e-01   3.261151878317408e+39   1.500754893333327e+38   2.229099452010315e+38   1.141881906593525e+39   3.438532065684265e+39   
  8.791912655959282e-01   7.421432557048002e+39   3.790111817272652e+38   5.637090145767601e+38   2.878812587661875e+39   8.669389030506317e+39   
  8.806787705164552e-01   3.621378702326629e+41   1.153980552002155e+40   1.712309589323578e+40   5.795073839882275e+40   1.745241437634278e+41   
  8.817275358952292e-01   6.987444077760308e+41   1.314603068859204e+40   1.945464472548727e+40   4.253702734306496e+40   1.280631093903499e+41   
  8.797712115807246e-01   1.410499845320161e+42   3.103889052097162e+40   4.233153553122912e+40   5.963735694936006e+41   1.793071893283308e+42   
  8.812347794575399e-01   1.717787237674612e+40   8.407117002430281e+38   1.247289000279366e+39   7.379759456017736e+39   2.222554922199357e+40   
  8.794072299566811e-01   6.783843506484445e+41   7.173656239205142e+39   1.063488166782612e+40   1.766747808324160e+40   5.322880374427560e+40   
  8.812850849574041e-01   2.057300633595903e+41   8.619388468931596e+39   1.279501371762277e+40   5.716087542649849e+40   1.722203102159979e+41   
  8.808251301452925e-01   9.343165752354886e+39   4.181722385178015e+38   6.210749259720081e+38   3.940230828569549e+39   1.186575732548429e+40   
  8.275016138834490e-01   5.875618318722142e+38   2.962355327512740e+37   4.403939271938343e+37   2.785243564352696e+38   8.391784041681120e+38   
  9.570701110516087e-01   5.456634403795091e+40   2.514722397687816e+39   3.730723093001987e+39   2.231159366177235e+40   6.719276556094620e+40   
  9.658340845299225e-01   1.039219548312015e+41   4.266146088347194e+39   6.333256639682516e+39   2.768785273207389e+40   8.342057813857095e+40   
  9.686920167570536e-01   7.896944474770114e+37   1.811426618206096e+36   2.685610795382598e+36   3.535643232564799e+37   1.065217456333540e+38   
  9.690962635959046e-01   2.174748000351270e+41   1.001451211299752e+40   1.486421710245615e+40   7.599599569344602e+40   2.289233002190604e+41   
  8.029324984711219e-01   1.351407012847654e+38   7.222395065546133e+36   1.074549627601328e+37   5.498724042685525e+37   1.656368789475728e+38   
  8.024071332629259e-01   2.233388940852423e+41   8.678511426159285e+39   1.288413304857742e+40   5.239931867346072e+40   1.578661896468648e+41   
  8.092371670462046e-01   1.558330038086732e+40   6.198151462576902e+38   9.194541935972760e+38   5.660166297314440e+39   1.704475549124462e+40   
  8.032851582575085e-01   2.565702391524548e+37   6.812062334536862e+35   1.009903844597689e+36   1.333258347039605e+37   4.017097836998033e+37   
  8.037857129252943e-01   5.691971798904625e+37   1.723072654392464e+36   2.555057817470449e+36   2.769996014734677e+37   8.345217586553728e+37   
  8.063734684788837e-01   1.633969157009086e+39   6.450141674801795e+37   9.565417298956153e+37   5.951587686644294e+38   1.792878147552170e+39   
  8.085940579317408e-01   2.404995528408089e+39   1.063216723785414e+37   1.563090651691609e+37   1.715744309220069e+38   5.167517891212892e+38   
  8.044607531173691e-01   6.672184945037491e+41   2.745663164510785e+40   4.076185985986630e+40   1.807843723137809e+41   5.446919567321099e+41   
  8.052055455110627e-01   7.002333389459028e+39   3.367814714206905e+38   4.997747177276648e+38   2.759605104541913e+39   8.311467717495585e+39   
  8.061418165080112e-01   3.197365741830122e+40   1.209446557227390e+39   1.794123449703049e+39   1.113446976739769e+40   3.352941096016549e+40   
  8.062855599757470e-01   1.203781062720080e+41   4.956060759394687e+39   7.357907326949603e+39   3.277762890641507e+40   9.875760832477998e+40   
  8.109880132967413e-01   1.413700348539604e+40   6.656800337970267e+38   9.875329299929638e+38   6.153941629403124e+39   1.853335185213474e+40   
  8.134116107093960e-01   1.054773687034020e+40   4.681733480627607e+38   6.945439378365374e+38   4.203849757235446e+39   1.265983439747364e+40   
  8.150806026603306e-01   3.672621187269109e+40   1.585906801914972e+39   2.352764538648288e+39   1.411136260957911e+40   4.249544778856687e+40   
  8.126525735263335e-01   3.492025325218221e+40   1.575953482643834e+39   2.339339008171164e+39   1.158576034289895e+40   3.490115380751570e+40   
  8.148056520149636e-01   1.383074352136159e+40   6.501902514900947e+38   9.649735809253648e+38   5.094579289384071e+39   1.534563937111411e+40   
  8.005153107549803e-01   3.173019853543583e+39   1.119027227565024e+38   1.660031177372289e+38   1.056023304599831e+39   3.180029216273330e+39   
  8.058337140497669e-01   1.915392613653998e+38   1.144717389374792e+37   1.703339057705991e+37   8.800975267707239e+37   2.651653569294833e+38   
  8.080435773461485e-01   2.689649510229312e+37   1.078898848880288e+36   1.601999698910957e+36   1.381165780193415e+37   4.161460816122477e+37   
  8.095539504419269e-01   3.791647053011433e+39   1.857967574390495e+38   2.756677364590875e+38   1.599565944544092e+39   4.817609684140078e+39   
  8.098317826535231e-01   8.090585426007805e+37   2.527792145126598e+36   3.752792410097786e+36   3.871145460496120e+37   1.165732883627963e+38   
  8.100610017035625e-01   1.138273122234602e+37   4.193460795987394e+35   6.217388610081419e+35   4.455346063922855e+36   1.342388409834582e+37   
  8.113369646292554e-01   8.838698456549220e+37   2.063767197955962e+36   3.059710259736552e+36   3.664271104646716e+37   1.103973116363278e+38   
  8.080078918206322e-01   8.800216234753030e+38   3.337897421546866e+37   4.957111839889033e+37   4.159630582280740e+38   1.252895548415864e+39   
  8.107117148016574e-01   3.030113428955765e+39   1.289734505830581e+38   1.914918840197673e+38   1.357595056657815e+39   4.088418845261532e+39   
  8.092668418219287e-01   5.774585713422371e+40   2.829604838694864e+39   4.198118342269513e+39   2.470964804636096e+40   7.441778188190236e+40   
  8.081814307775288e-01   2.942170099492967e+40   1.454675658363850e+39   2.159299067609625e+39   1.125927899524202e+40   3.390589754579524e+40   
  8.098507222795222e-01   5.033564048454882e+40   2.448774975818322e+39   3.632862618201337e+39   2.161640920152372e+40   6.510449685176730e+40   
  8.049273185765951e-01   9.582627325810937e+39   4.462978499935884e+38   6.620869068824062e+38   4.046270502960336e+39   1.218533456775569e+40   
  8.049740568362493e-01   3.144404234615531e+40   1.306065095236836e+39   1.938877449420632e+39   9.052698802956027e+39   2.727576091675252e+40   
  8.148420166940715e-01   2.834257893894844e+40   1.178224753857652e+39   1.749282735955111e+39   7.962650961723312e+39   2.399136613831389e+40   
  8.144151870333107e-01   1.864674200353707e+40   8.395918157637128e+38   1.246287302004395e+39   6.164688466693232e+39   1.857101661385211e+40   
  8.121417661517210e-01   1.689593613606224e+38   9.272356523388267e+36   1.379169043878343e+37   7.896428089459841e+37   2.379163632688926e+38   
  8.128537835779617e-01   3.435558759915774e+37   1.069434809798701e+35   1.563729963109734e+35   2.082322824823715e+36   6.273892336696602e+36   
  8.122647470302167e-01   3.745319752341171e+40   1.548699915222356e+39   2.299216675218157e+39   1.034155461906323e+40   3.115875606284588e+40   
  8.107837952075350e-01   1.939690805870085e+41   6.265740338785539e+39   9.297526047889656e+39   3.134018603278343e+40   9.438794217971114e+40   
  8.118181672740794e-01   6.432167468201470e+40   2.998046317315898e+39   4.449819073575001e+39   2.307983333874219e+40   6.951887188045021e+40   
  8.116008111167805e-01   1.213983729340374e+40   5.744536501246545e+38   8.525399111647655e+38   4.769721537354040e+39   1.436462187742581e+40   
  8.001651336760611e-01   1.183676311001581e+37   2.725783131041618e+35   4.041041119546884e+35   4.055721926755339e+36   1.221991459773755e+37   
  8.177377441283868e-01   1.043425530566321e+39   4.472556398254914e+37   6.636212815857703e+37   4.331535761401500e+38   1.304409767360892e+39   
  8.157867458791046e-01   1.351334966374786e+40   6.504651221983094e+38   9.650206242494263e+38   5.728837603215023e+39   1.725346072417388e+40   
  8.137226733076972e-01   8.327994493765587e+36   7.978591616590738e+34   1.183348997792719e+35   1.581132157795470e+36   4.761236933973589e+36   
  8.154654570164990e-01   5.722379488611672e+39   2.437134363153082e+38   3.615320343750043e+38   2.254698421338407e+39   6.790136746710897e+39   
  8.178239906609281e-01   1.669510807775466e+41   5.341846967025835e+39   7.926180865429250e+39   2.613735357823517e+40   7.871849679479063e+40   
  8.160268312605405e-01   3.151953443642089e+41   1.447668651385325e+40   2.149019276279386e+40   1.058401636219770e+41   3.188252756528017e+41   
  9.080071516893777e-01   2.367172570462689e+38   8.354290557900146e+36   1.239921022700534e+37   1.231747937714408e+38   3.711263956612333e+38   
  9.252178361281360e-01   3.177478627807293e+36   8.879336598444448e+34   1.316898755388323e+35   9.307211564595076e+35   2.803862365087493e+36   
  9.222863828164540e-01   3.176857054743670e+40   1.315559637086198e+39   1.953178542716758e+39   8.857303150041573e+39   2.668706697342168e+40   
  8.373929047807203e-01   2.089508389659663e+40   8.871213130016675e+38   1.317011578230616e+39   6.142189197545474e+39   1.850572091119060e+40   
  8.433109144940827e-01   2.718639783936906e+40   1.088716894493160e+39   1.616129478812269e+39   6.730050597929421e+39   2.027600966479068e+40   
  8.392431364383401e-01   2.898102881491522e+39   9.617366607988758e+37   1.431371695318898e+38   4.748440817588712e+38   1.429912973362869e+39   
  8.349575012571131e-01   2.254176124013223e+39   1.080966918499456e+38   1.603695147164505e+38   9.311779899798509e+38   2.804981544550193e+39   
  8.384120233949262e-01   1.878688284176318e+41   7.522017956220267e+39   1.114009357108310e+40   4.864871100511808e+40   1.465551447137586e+41   
  8.256357317108811e-01   8.340703761844231e+36   2.899424233972277e+35   4.303015146718775e+35   4.347552690995695e+36   1.309920244843659e+37   
  8.159282818375153e-01   9.610922964261200e+36   1.527971535216672e+35   2.265666246528812e+35   2.958943788300671e+36   8.913060762844726e+36   
  8.318190632048432e-01   3.993295905308317e+37   6.047242140515036e+35   8.967371144585756e+35   1.273800415548568e+37   3.836776014133562e+37   
  8.291448219639417e-01   3.448465305836721e+41   2.438835454326676e+39   2.991922203050389e+39   7.200945022935759e+40   2.168063233944095e+41   
  8.214021913156344e-01   3.475956881808036e+39   1.524113328582879e+37   2.210145822218221e+37   2.989076805279007e+38   9.004051898834026e+38   
  8.259654208113627e-01   1.895825412352428e+36   9.214426804938600e+34   1.368711111985337e+35   9.669143485476533e+35   2.913318757046073e+36   
  8.174360697250340e-01   1.139197269045356e+37   5.457718984914155e+35   8.106636652120163e+35   5.816588983034195e+36   1.752541764609663e+37   
  8.185197125548858e-01   3.092747206360261e+40   2.329518212426226e+37   3.451992738922443e+37   4.293086044599182e+37   1.290690950970597e+38   
  8.236132075736513e-01   5.541382079668195e+40   2.489533150090786e+39   3.695544848119748e+39   1.814398411501027e+40   5.465790218633319e+40   
  8.244259526834603e-01   2.556583320462903e+37   7.913921749815737e+35   1.173255242620248e+36   1.198386087814782e+37   3.610733621104658e+37   
  8.263986022360805e-01   1.092560520193979e+39   5.218709935073818e+37   7.743904687575020e+37   4.499604789070539e+38   1.355131456465348e+39   
  8.243218769988006e-01   5.808592813496925e+40   2.453954172876576e+39   3.643235760736915e+39   1.679847051404499e+40   5.061108722601478e+40   
  8.331735484662748e-01   3.692175759775668e+40   1.260047473733470e+39   1.859787212235539e+39   7.144830371667906e+39   2.151671120781360e+40   
  8.373446673123277e-01   6.802346434256845e+39   3.311217893209336e+38   4.913104020340997e+38   2.813905541310626e+39   8.474907066369174e+39   
  8.303101187325530e-01   2.807404922771244e+39   1.138006756421007e+38   1.688506876814517e+38   1.121458808383786e+39   3.377295881798215e+39   
  8.305434994548795e-01   2.086797949516313e+41   9.971648614416246e+39   1.479931659843920e+40   7.834429797835892e+40   2.359737004492655e+41   
  8.658931837780330e-01   2.537311781792978e+37   6.292627142069947e+35   9.350438954024433e+35   4.114816875999273e+36   1.239796803580851e+37   
  8.615844462684372e-01   7.254907735063972e+39   3.515893263319088e+38   5.217168238455800e+38   2.928091996550354e+39   8.818936789151015e+39   
  8.597277391807641e-01   2.686478570660487e+39   1.163306454295786e+38   1.725798417258433e+38   1.059048928199059e+39   3.189255062415758e+39   
  8.675233458160212e-01   2.177628670287655e+39   1.047187550340754e+38   1.553905203984264e+38   8.680849732966621e+38   2.614582621258054e+39   
  8.653695056564488e-01   5.867823120452014e+41   1.648564988636149e+40   2.445907936883105e+40   6.652437809260660e+40   2.002910427761662e+41   
  8.735572317591425e-01   3.660920657445740e+36   1.685330089919891e+35   2.503080948130113e+35   1.874775952732339e+36   5.648711239581806e+36   
  8.736095324478688e-01   1.347994868659938e+40   6.377135567193792e+38   9.464382520104734e+38   5.041025643082053e+39   1.518378094780794e+40   
  8.730880644975159e-01   5.953297068499198e+36   1.028652205948394e+35   1.526195493405409e+35   1.705818492276679e+36   5.136701064964042e+36   
  8.743537746310188e-01   2.573970541108696e+39   1.128079371126137e+38   1.673660190167058e+38   1.035061980986413e+39   3.116947228687915e+39   
  8.734770717754883e-01   3.494820161051121e+40   1.581231663898814e+39   2.347071478657388e+39   1.178794624738029e+40   3.551069489605428e+40   
  8.694926564488146e-01   1.480185525535468e+40   6.834844339419943e+38   1.014443280434583e+39   5.234333552609764e+39   1.576727642713561e+40   
  8.824334689904225e-01   5.890953781654557e+37   3.402295256361709e+36   5.055539691558740e+36   2.960814313580912e+37   8.920951363315768e+37   
  8.792851216756707e-01   3.073348779770073e+40   1.389436837755742e+39   2.062472468059600e+39   1.022526943952806e+40   3.080253001176311e+40   
  8.728567759054531e-01   4.024411767578886e+37   1.256991381575667e+36   1.864508017118013e+36   2.079943024294069e+37   6.266880862161920e+37   
  8.746783459212293e-01   3.913300509653540e+38   5.415613815990327e+36   8.030090808295022e+36   9.677804316330770e+37   2.915207418390840e+38   
  8.871860053617697e-01   1.613693603838684e+39   5.056655640487631e+36   7.095882696160676e+36   1.386643271144663e+38   4.177811499256949e+38   
  8.833366419156956e-01   6.135366678371706e+36   1.421806591605330e+35   2.112713090904987e+35   8.929775144736047e+35   2.690546630571714e+36   
  8.831590776428357e-01   6.826301105900358e+39   2.726719693676497e+38   4.044359073968475e+38   2.501564166581915e+39   7.534313452355126e+39   
  8.772963315173745e-01   5.158376204677668e+36   2.199890849002329e+35   3.270929441588619e+35   2.317124058626273e+36   6.981213778586423e+36   
  8.920077906264434e-01   3.130340276391809e+37   6.714199472970773e+35   9.954642310718464e+35   1.383521219489909e+37   4.168171907040143e+37   
  8.909501694609061e-01   6.370300019137326e+40   2.628188376390287e+39   3.900482738491098e+39   1.775530273831706e+40   5.349329009547326e+40   
  8.841234430724110e-01   8.405875338947498e+35   3.837370596237817e+34   5.702085741613894e+34   3.154909464275527e+35   9.505761221623956e+35   
  8.789428742696286e-01   3.241280923264849e+37   1.689558996544112e+36   2.510046046690021e+36   1.643870382011427e+37   4.952991363981564e+37   
  8.903455458834191e-01   2.938827869676880e+38   6.740939953092001e+36   9.998444069027804e+36   9.932020912292481e+37   2.992515157990109e+38   
  8.921028692591111e-01   8.629428135973634e+36   4.235422516559932e+35   6.291432557083796e+35   4.397865827887428e+36   1.325079623298708e+37   
  8.813144080526141e-01   1.130652560401947e+40   5.421313151391382e+38   8.045364199550182e+38   4.384166071947573e+39   1.320459131662266e+40   
  8.833032341236022e-01   6.093973400548485e+38   2.657367256437131e+37   3.941673622159664e+37   2.409485555834390e+38   7.257273412658833e+38   
  8.828773668070655e-01   3.647033674493108e+40   1.786617075387042e+39   2.650750139133405e+39   1.549342460325402e+40   4.666257861395950e+40   
  8.799768987689403e-01   1.647871926147872e+38   6.508072336398942e+36   9.662163324472855e+36   8.526239551897653e+37   2.568961113352157e+38   
  8.941816480127776e-01   8.878452750523106e+36   2.881742644827753e+35   4.272237957030529e+35   4.338960389338305e+36   1.307330109695247e+37   
  8.890437895521839e-01   3.498272381811117e+39   1.530969264849038e+38   2.271163262253747e+38   1.367256476422265e+39   4.117679172599869e+39   
  8.832555447820387e-01   2.215131353531691e+38   8.600044227819434e+36   1.275526651126188e+37   7.871024131557959e+37   2.370816905645296e+38   
  9.017887736566523e-01   2.297089507620472e+41   4.665739894746943e+39   6.921671995814731e+39   1.597707136301717e+40   4.810134882837009e+40   
  9.044381961889747e-01   3.701937300815686e+38   2.329194414090792e+36   3.461012116349644e+36   5.784176509035996e+36   1.741262992652157e+37   
  9.061190522933629e-01   1.871416840186959e+37   7.843809077295246e+35   1.164778312360200e+36   9.613027253143114e+36   2.896410902438551e+37   
