# z    ,     O[III] EW / H beta EW
     0.791943,    -0.171208
     0.674020,     0.614524
     0.792848,      1.74857
     0.764073,      1.84666
     0.843314,     -562.678
     0.814662,     0.531327
     0.818070,     -736.547
     0.817012,     0.329513
     0.753454,      1.65449
     0.763194,     0.163589
     0.755645,     0.970146
     0.846779,     -1014.49
     0.849005,     -841.611
     0.793312,      1.98111
     0.848140,     -518.951
     0.685658,      3.04286
     0.806564,      3.26467
     0.811437,     0.828055
     0.813570,      1.73263
     0.809891,     -1359.12
     0.714576,      1.24207
     0.765384,     0.635610
     0.741749,     0.548820
     0.715457,     0.635813
     0.765099,     0.975682
     0.715639,      2.07605
     0.761989,     0.864794
     0.767028,     0.306380
     0.764117,     0.186974
     0.715326,      1.44084
     0.784206,      1.15647
     0.767723,     0.229935
     0.741176,      1.59482
     0.711659,     0.871506
     0.824937,     -511.518
     0.759638,      3.80333
     0.771902,      1.55762
     0.675874,      3.59070
     0.758158,      1.44997
     0.758377,      1.19654
     0.783309,     0.546751
     0.789915,      1.17901
     0.689745,      1.31420
     0.763503,      1.91985
     0.761512,      2.17361
     0.670216,      3.79095
     0.671354,     0.810402
     0.845859,     -385.215
     0.669625,      1.16165
     0.762188,     0.873300
     0.846975,     -585.320
     0.865166,     -733.071
     0.863502,     -735.818
     0.864569,     -529.020
     0.687400,     0.728087
     0.715057,     0.409430
     0.722264,     0.422754
     0.862056,     -629.188
     0.853024,     -951.644
     0.867113,     -2090.23
     0.849171,     -854.832
     0.682359,      4.25185
     0.718968,      2.79730
     0.862959,     -516.354
     0.797164,      4.56317
     0.661707,     0.254380
     0.762190,     0.809494
     0.774152,     0.775788
     0.774526,      1.65312
     0.762357,     0.606456
     0.810073,      4.78803
     0.851272,     -1161.92
     0.771497,      2.28571
     0.771573,      2.28571
     0.851791,     -833.601
     0.845595,     -640.061
     0.811244,      1.36445
     0.811233,      1.36445
     0.775355,     0.976979
     0.809765,     -739.157
     0.823693,      4.87291
     0.667764,     0.747557
     0.767901,     -673.402
     0.711484,      1.31109
     0.712666,      1.75965
     0.764428,      1.82335
     0.672053,      1.07888
     0.672094,      1.07888
     0.689574,     0.607384
     0.790763,     -1669.96
     0.709788,      3.57509
     0.709776,      3.57509
     0.687772,      2.62887
     0.687787,      2.62887
     0.788095,     -730.240
     0.788105,     -730.240
     0.708263,      1.76717
     0.708161,      1.76717
     0.757173,     0.334829
     0.769047,     -4890.55
     0.769770,     -4890.55
     0.770178,    0.0252221
     0.742739,      3.60624
     0.742759,      3.60624
     0.769335,     -327.573
     0.769320,     -721.788
     0.770755,     -744.315
     0.769978,     -2771.38
     0.770397,     -2771.38
     0.767532,     -565.922
     0.768221,     -565.922
     0.769860,      2.09422
     0.744700,      3.55546
     0.742393,     -197.340
     0.742260,     -197.340
     0.704783,     0.802607
     0.754433,      1.50392
     0.743144,      2.32328
     0.768750,     0.949926
     0.807731,     -3206.51
     0.750134,      1.00258
     0.750124,      1.00258
     0.789409,      2.88911
     0.670147,      5.86913
     0.825345,     -1108.69
     0.749980,      2.83544
     0.808285,     -513.141
     0.719728,      3.98072
     0.719718,      3.98072
     0.825290,     -873.660
     0.761815,     -2041.33
     0.761966,     -2041.33
     0.750721,     -504.987
     0.723531,      1.29810
     0.776802,     0.548906
     0.841112,     -106.870
     0.852238,     -1950.32
     0.852646,     -1950.32
     0.777419,     0.854230
     0.717139,     0.437552
     0.773311,      4.28790
     0.827747,      3.02004
     0.851891,     -1556.15
     0.741640,      2.83933
     0.789097,     -652.027
     0.820367,     -820.800
     0.819861,     0.695053
     0.852374,     -2493.93
     0.852138,     -865.932
     0.730212,     0.473184
     0.827369,      2.28224
     0.788537,     -1165.35
     0.811688,     -583.633
     0.787973,      1.41483
     0.823902,     -1250.06
     0.788883,      2.31244
     0.846177,     -1165.40
     0.711710,      1.83700
     0.781073,      1.84364
     0.788247,      2.30153
     0.772777,   -0.0776672
     0.788407,     0.247536
     0.766031,     0.866443
     0.771982,      3.05222
     0.810822,     -3227.64
     0.717144,     0.324689
     0.865988,     -380.872
     0.755586,      4.98111
     0.708432,      2.17292
     0.742213,      5.07667
     0.851865,     -1492.01
     0.760862,    -0.100671
     0.761017,     0.226877
     0.742279,      4.21154
     0.743349,     0.469240
     0.771007,    -0.232303
     0.867144,     -356.386
     0.742559,      1.24556
     0.791532,      2.23554
     0.692052,      5.12469
     0.771261,     0.433050
     0.682181,      1.44010
     0.806924,     -643.959
     0.743115,      2.87494
     0.706188,     0.532136
     0.791907,     0.523287
     0.791666,     0.423017
     0.849890,     -453.115
     0.806784,     0.646903
     0.706300,      2.88705
     0.762355,      1.16318
     0.762031,      2.69871
     0.773505,      4.48170
     0.865855,     -1678.24
     0.818436,     -929.073
     0.821972,      1.30926
     0.690314,      1.06377
     0.684969,      3.52552
     0.850650,     -1379.52
     0.818714,     0.537533
     0.712631,     0.547579
     0.853289,     -805.447
     0.717226,     0.928658
     0.832042,     -612.789
     0.818525,     -301.973
     0.877007,     -1283.95
     0.848143,     -1687.07
     0.866623,     -473.711
     0.711576,      1.70212
     0.733463,   -0.0673842
     0.811003,     -959.468
     0.710375,     0.918722
     0.788544,     0.792511
     0.812146,      2.62294
     0.811174,     0.678110
     0.767406,     0.284798
     0.733910,      2.64066
     0.767620,      4.53743
     0.766040,      1.69242
     0.688761,      2.05938
     0.765778,    0.0244242
     0.766486,      1.87201
     0.873762,     -641.326
     0.764677,      2.16699
     0.743966,      1.34780
     0.791048,     0.679733
     0.759563,      1.37756
     0.791888,     0.712014
     0.801697,     0.662758
     0.760214,     0.760942
     0.755186,      2.96068
     0.864695,     -654.608
     0.681723,      1.30301
     0.754267,     0.715759
     0.791892,      1.79917
     0.759935,      3.65131
     0.744601,      1.81264
     0.734455,      1.58888
     0.706170,      1.12280
     0.744708,     0.953334
     0.807458,      1.31474
     0.753947,      2.13875
     0.734775,     0.691139
     0.744124,     0.233554
     0.863050,     -187.987
     0.828813,     -751.523
     0.732006,     0.400076
     0.777205,      2.45512
     0.870067,     -834.234
     0.760925,     0.813004
     0.761224,      2.14407
     0.850061,     -2564.18
     0.853716,     -620.678
     0.853626,     -620.678
     0.776363,     0.974277
     0.777296,     0.722401
     0.846290,     -1021.30
     0.847393,     -606.964
     0.847911,     -1596.51
     0.768556,      1.87002
     0.654187,      5.60998
     0.763183,     0.639965
     0.733687,     0.298080
     0.773151,     0.189577
     0.734103,     0.612097
     0.766346,      2.56411
     0.850747,     -477.686
     0.888324,     -549.011
     0.746364,     0.634854
     0.840341,     -1160.55
     0.711327,      1.44052
     0.791220,     0.465425
     0.809205,      3.81902
     0.711421,     0.764421
     0.713030,     0.864024
     0.790321,     0.527065
     0.792251,      2.53707
     0.754246,      1.16193
     0.764982,     0.235456
     0.765925,      2.20700
     0.793562,     -1568.13
     0.794518,      2.06349
     0.808953,     0.655869
     0.861735,     -1641.97
     0.761226,     0.961613
     0.869967,     -1124.78
     0.808900,     -889.484
     0.794356,     0.796406
     0.800476,     0.607199
     0.800268,      1.56115
     0.758538,      2.23430
     0.779565,      2.58613
     0.744289,     0.856405
     0.717219,     0.664926
     0.757500,     0.799253
     0.859670,     -2475.42
     0.868717,     -2175.36
     0.767911,     0.495426
     0.761627,      2.85231
     0.761772,      1.88058
     0.811793,     -650.501
     0.677590,      1.44646
     0.785679,      2.51114
     0.807594,     0.214344
     0.745915,      5.76488
     0.852757,     -1513.34
     0.861025,     -379.596
     0.862961,     -236.068
     0.863696,     -1092.29
     0.727979,      9.13733
     0.745220,      1.63813
     0.744675,      3.14991
     0.854843,     -986.947
     0.768657,      4.70190
     0.757487,     -373.763
     0.674187,     0.560952
     0.788120,     -384.947
     0.747180,     0.764726
     0.767187,      3.09197
     0.710508,     0.592792
     0.766252,      1.20831
     0.763234,     -897.507
     0.799263,     -1011.98
     0.764364,     -672.996
     0.759545,     0.848081
     0.746075,      4.23796
     0.751973,     -2425.20
     0.731735,      1.21588
     0.746071,    0.0823522
     0.751854,     -2575.46
     0.758602,     -1385.51
     0.779185,     0.970614
     0.759421,      6.09300
     0.761237,     -763.176
     0.745285,      1.04188
     0.769925,      3.21812
     0.779229,     0.876596
     0.765816,      1.28027
     0.713244,      1.57511
     0.789224,     -397.357
     0.765331,      1.98355
     0.766093,      5.04155
     0.752843,     0.106619
     0.671030,      2.62186
     0.670782,      2.47667
     0.669012,      1.68814
     0.721388,     -1608.24
     0.730788,     -1317.91
     0.714033,      4.81999
     0.825363,      1.04540
     0.824883,     0.870111
     0.792967,      1.79469
     0.793602,     0.284343
     0.729573,      1.09756
     0.797060,     -1064.36
     0.794924,     -2666.88
     0.826340,     -657.362
     0.826919,     -952.431
     0.825363,     -476.529
     0.803985,     -1062.23
     0.835570,     -568.843
     0.873513,     -1417.95
     0.875040,     -1597.40
     0.874948,     -1597.40
     0.815475,     -839.429
     0.816563,     -866.238
     0.830097,     -1143.88
     0.835057,     -971.734
     0.791603,      3.28357
     0.792249,     -556.319
     0.799083,     -637.884
     0.815460,     -662.245
     0.792731,      3.11273
     0.817980,     -804.983
     0.798706,     0.307223
     0.842009,     -490.468
     0.855224,     -1665.89
     0.728678,      1.41761
     0.733344,     0.234170
     0.843729,     -810.042
     0.832776,     -466.408
     0.814786,     -935.424
     0.728565,     0.735798
     0.728470,     0.735798
     0.670586,      4.68588
     0.816898,     -472.164
     0.732805,      2.89874
     0.732962,      1.33633
     0.733356,  -0.00780359
     0.800198,      2.44821
     0.653601,      3.19740
     0.807545,     -634.451
     0.798590,     0.747669
     0.832665,     -303.730
     0.734394,      1.80776
     0.737033,      2.30136
     0.734717,      1.51598
     0.792898,     -2369.85
     0.799481,     -222.733
     0.799172,     -946.540
     0.797922,     -677.417
     0.846249,     -383.535
     0.844634,     -1583.09
     0.845088,     -1233.00
     0.739821,    0.0772489
     0.796870,      1.11788
     0.796880,      1.11788
     0.770138,      2.85472
     0.691805,      2.50983
     0.826299,     -422.712
     0.691114,      1.70597
     0.772035,      1.51999
     0.770310,      1.98934
     0.822669,     -528.968
     0.819881,     -172.481
     0.690907,      1.69264
     0.770952,      1.25351
     0.718107,      2.73435
     0.763498,     -651.938
     0.763407,     -651.938
     0.790921,      4.26300
     0.761846,      4.13524
     0.824343,     0.453745
     0.794317,     0.586260
     0.793480,    0.0338597
     0.858543,     -726.618
     0.714580,     0.706151
     0.818768,     -596.533
     0.731265,     0.431766
     0.730524,     0.651380
     0.792659,      2.31316
     0.792642,     0.616324
     0.794266,     0.511422
     0.874163,     -725.321
     0.803523,      3.66517
     0.793099,    0.0862924
     0.699998,      1.09227
     0.783710,      1.30351
     0.783810,     0.375391
     0.860187,     -689.087
     0.752263,     -468.393
     0.817066,     -357.159
     0.729104,      1.13224
     0.835125,     -809.167
     0.773207,    0.0339032
     0.801606,     0.743310
     0.712064,      2.58144
     0.753352,      1.17950
     0.673300,      2.89326
     0.716659,      1.54453
     0.732604,     0.430856
     0.840943,     -746.915
     0.816601,     0.592668
     0.875962,     -340.477
     0.705073,      3.12487
     0.846154,     0.334069
     0.722763,     0.340310
     0.733674,    -0.250807
     0.722878,     0.991616
     0.820387,      1.23867
     0.732370,     0.288656
     0.686163,      4.74850
     0.797812,      1.14038
     0.830949,     -586.382
     0.830523,     -130.473
     0.740188,      2.02375
     0.795375,     0.192290
     0.838955,     -815.781
     0.734269,      2.74362
     0.709700,      3.63128
     0.728254,      5.54382
     0.728117,      5.54382
     0.735572,      2.30603
     0.840868,     -853.894
     0.858716,     -824.459
     0.737214,      2.42215
     0.861919,     -238.029
     0.862459,     -620.287
     0.863305,     -854.339
     0.864268,     -705.428
     0.821725,      2.33420
     0.773528,      3.07907
     0.823825,     -797.093
     0.771512,     0.572588
     0.771475,     0.572588
     0.863737,     -2851.91
     0.845884,     -973.865
     0.771116,      4.38613
     0.771119,     0.712673
     0.863389,     -1321.91
     0.737838,     0.823559
     0.821900,     -772.726
     0.690820,   0.00841618
     0.771914,     0.543751
     0.863539,     -379.857
     0.862356,     -616.159
     0.846586,     -1206.41
     0.742379,      3.60283
     0.848677,     -541.916
     0.723648,      1.20215
     0.706224,      1.52539
     0.723275,      1.41079
     0.844115,     -3601.23
     0.861457,     -1276.03
     0.803974,     0.676257
     0.733483,      1.84979
     0.868397,     -560.795
     0.716945,     0.726850
     0.818165,     -615.806
     0.872395,     -789.529
     0.756428,      3.09291
     0.731811,      1.86687
     0.865844,     -552.164
     0.732443,     0.454439
     0.868089,     -708.178
     0.718040,     0.954317
     0.794196,      2.67875
     0.764337,     0.691786
     0.763773,     -526.298
     0.835022,     -685.485
     0.791294,     0.373120
     0.846817,     -501.178
     0.781478,     0.611571
     0.838816,     -160.072
     0.864464,     -550.332
     0.717458,     0.239767
     0.806484,      3.50811
     0.806197,     0.988798
     0.798550,      1.38697
     0.825246,     -663.776
     0.682419,      2.04127
     0.820617,     -616.996
     0.771805,      1.79240
     0.864983,     -506.253
     0.800420,     -1944.99
     0.797130,     0.476034
     0.798425,     0.768257
     0.794924,    -0.184008
     0.767610,      3.08894
     0.796823,      4.97764
     0.793095,      1.59259
     0.826344,     -1412.52
     0.732584,      2.01993
     0.794520,      3.23103
     0.875274,     -875.066
     0.830320,     -996.507
     0.770210,      2.20045
     0.784144,     0.909768
     0.732768,      1.81598
     0.821951,     -213.118
     0.827235,     -1143.34
     0.822070,     -133.560
     0.731873,      1.41245
     0.822799,     -782.794
     0.772896,      1.19582
     0.734531,      2.94203
     0.846034,     -461.579
     0.797980,      1.16092
     0.797268,     0.224556
     0.822690,     -1223.77
     0.822710,     -1223.77
     0.824201,     0.492377
     0.708552,     0.994571
     0.772113,     0.987828
     0.821488,     -266.073
     0.798043,   -0.0596130
     0.735882,      2.38201
     0.785383,      1.02396
     0.785366,      1.02396
     0.771481,     0.718810
     0.860705,     -288.868
     0.845908,     -1896.23
     0.846080,     -745.281
     0.861618,     -555.817
     0.842227,     -75.8145
     0.771158,      1.33022
     0.846142,     -1090.78
     0.845244,     -5263.25
     0.738355,     0.477456
     0.861196,     -342.060
     0.845637,     -1226.30
     0.772127,      1.08179
     0.860956,     -490.860
     0.846253,     -1676.99
     0.824757,     -1817.52
     0.844851,     -558.134
     0.737605,      1.02312
     0.825240,     -880.874
     0.779498,      2.35803
     0.712894,      4.41160
     0.743105,      3.33299
     0.778832,      1.88677
     0.827310,     -771.337
     0.780055,      1.26507
     0.785816,     0.661354
     0.770071,      1.44182
     0.770315,      1.73317
     0.844377,     -574.490
     0.825967,     -1024.62
     0.862864,     -2518.34
     0.850558,     -4021.54
     0.829223,     -643.093
     0.829240,     -643.093
     0.827080,     -507.071
     0.800766,     -2154.27
     0.800263,     -1694.50
     0.801087,     -1694.50
     0.833755,     0.793257
     0.862395,     -333.792
     0.867318,     -491.361
     0.731768,      1.78534
     0.731985,      5.92828
     0.873754,     -261.867
     0.719582,     0.449798
     0.719645,     0.449798
     0.667729,      3.65338
     0.794440,     -1839.89
     0.794143,     -1839.89
     0.696694,     0.466090
     0.860156,     -618.585
     0.797263,     -440.091
     0.797337,     -440.091
     0.790023,     0.373362
     0.731564,     0.487178
     0.806692,     0.398475
     0.805809,      2.45684
     0.732315,     0.605263
     0.806683,     0.666840
     0.799239,      1.92936
     0.806372,     -522.246
     0.768402,      4.34417
     0.731453,      2.72237
     0.731423,      2.72237
     0.770892,      3.63806
     0.732833,      2.03647
     0.768447,      2.39761
     0.796395,      2.97420
     0.796342,      2.97420
     0.753820,      3.54336
     0.846253,     -391.918
     0.667969,      1.21751
     0.667820,      1.21751
     0.673414,      2.41038
     0.694416,      1.43957
     0.860645,     -914.235
     0.753336,     0.922872
     0.785166,     0.215516
     0.769478,      6.45211
     0.667169,      3.62081
     0.767713,   -0.0208735
     0.862794,     -580.520
     0.794500,     0.544123
     0.862815,     -696.359
     0.685152,      3.78309
     0.826193,     -1413.94
     0.809671,     -338.387
     0.809738,     -338.387
     0.826040,      3.92704
     0.826009,      3.92704
     0.846429,     -744.124
     0.857471,     -418.950
     0.730739,      2.25981
     0.786482,      2.20573
     0.786406,      2.20573
     0.844649,     -1492.12
     0.826291,     -4674.47
     0.748395,      1.82224
     0.800613,      3.54656
     0.766486,     0.330332
     0.728665,      1.08008
     0.710212,      1.80728
     0.748771,      7.59310
     0.867221,     -630.506
     0.738389,      5.54411
     0.851884,     -511.730
     0.821369,     -718.796
     0.855265,     -1187.89
     0.795813,      2.09776
     0.821175,     -1072.89
     0.796253,      2.04566
     0.796382,      2.04566
     0.865354,     -634.313
     0.796012,      3.70547
     0.795658,     -497.446
     0.795516,     -497.446
     0.855816,     -1702.20
     0.746238,      1.07909
     0.859753,     -729.405
     0.860058,     -729.405
     0.851211,     -872.807
     0.796079,     -363.187
     0.791395,      3.14463
     0.792039,      1.29035
     0.801473,     -773.240
     0.708016,      1.29817
     0.772432,     0.750129
     0.740668,     0.578476
     0.793150,      2.79592
     0.794699,     0.103288
     0.824770,     -1000.77
     0.793353,     0.449535
     0.800855,     -969.180
     0.730742,      4.78363
     0.705484,     -1855.71
     0.769510,      1.08131
     0.730885,      3.90227
     0.843462,     -573.438
     0.809711,      2.41856
     0.844515,     -661.180
     0.859568,     -2600.82
     0.705420,     0.988867
     0.667811,      1.30795
     0.751184,      1.42399
     0.813214,      7.30001
     0.732714,      2.17847
     0.732179,     0.793292
     0.824648,     0.816612
     0.679307,      1.92675
     0.814572,      2.69646
     0.796096,     -984.514
     0.679786,     0.588304
     0.810179,      1.54510
     0.824447,      5.78024
     0.664137,      4.66641
     0.667648,      1.38908
     0.855374,     -741.747
     0.809703,     -2270.10
     0.769470,     0.707546
     0.799775,      1.47787
     0.769489,      3.26662
     0.714479,      2.43916
     0.769581,      1.43592
     0.769633,      1.43592
     0.673941,      1.56562
     0.795686,      1.15994
     0.798121,     -761.833
     0.761802,      2.22040
     0.768078,      2.65185
     0.786548,     0.252907
     0.816799,     -1026.29
     0.777461,      2.53383
     0.777927,     0.764530
     0.727137,      1.03962
     0.726947,      1.03962
     0.791898,      2.83059
     0.791911,      2.83059
     0.842499,     -1500.55
     0.845566,     -617.347
     0.853558,     -441.072
     0.820474,     -757.047
     0.711372,      6.76596
     0.841897,     -939.764
     0.842064,     -939.764
     0.775902,      2.59146
     0.853488,     -863.010
     0.752695,      1.22353
     0.835946,     -427.776
     0.816882,     -746.910
     0.752130,     -718.811
     0.866390,     -1146.16
     0.743535,     0.352971
     0.801053,     0.672662
     0.756993,      1.36266
     0.816844,      2.15981
     0.817254,     -986.762
     0.810009,     0.288708
     0.841602,     -1001.02
     0.742503,     0.424287
     0.822186,     -1076.15
     0.673877,      2.74570
     0.817339,     -3242.60
     0.731611,     0.652256
     0.811130,     -1578.35
     0.817508,     -1007.46
     0.852214,     -1647.70
     0.756945,      2.14936
     0.874532,     -652.575
     0.706292,     0.677737
     0.793460,      4.45529
     0.717513,      7.35391
     0.863459,     -928.320
     0.863438,     -928.320
     0.737998,      1.08256
     0.805267,      2.16783
     0.717190,     0.219832
     0.793931,    -0.112465
     0.731061,      1.30007
     0.792643,     0.570937
     0.732948,      2.28058
     0.716979,      1.09876
     0.773855,      3.42043
     0.824308,     -1974.20
     0.845209,      2.92550
     0.793559,      5.87953
     0.873707,     -1052.91
     0.780799,     0.873186
     0.824922,     -1043.39
     0.793765,      2.17959
     0.752603,     0.868836
     0.793594,      5.57482
     0.754517,     0.515445
     0.755125,     0.813595
     0.740072,      2.77247
     0.870097,     -1332.28
     0.870498,     -1332.28
     0.805978,     -311.429
     0.845540,     -401.628
     0.845357,     -401.628
     0.845324,     -516.955
     0.733406,     0.984830
     0.739140,      3.28328
     0.853059,     -584.421
     0.739585,    0.0669037
     0.844044,     -978.334
     0.740032,      1.65311
     0.716543,     0.387544
     0.687574,     0.274129
     0.686738,      4.10563
     0.739743,      1.97057
     0.739733,      1.97057
     0.715903,      1.68669
     0.668928,      1.74901
     0.768909,     0.577741
     0.796133,     0.725177
     0.858040,     -830.231
     0.739942,     0.224968
     0.861782,     -961.863
     0.769622,      3.92569
     0.738254,     0.569028
     0.770140,      2.22414
     0.684828,     0.608547
     0.742130,      4.94434
     0.792395,     0.249604
     0.857954,     -696.193
     0.761781,      2.70831
     0.669981,      1.25851
     0.773220,      1.19699
     0.795120,      1.49506
     0.741967,     0.800514
     0.741992,     0.800514
     0.775577,     0.888337
     0.841256,     -1950.50
     0.867142,     -444.467
     0.826555,     -521.636
     0.736038,     0.300235
     0.736122,     0.300235
     0.842333,     -1104.33
     0.751933,     -1220.63
     0.855348,     -1691.44
     0.791756,     0.785900
     0.820825,     -630.866
     0.855644,     -1065.74
     0.855919,     -1065.74
     0.781476,      1.77501
     0.733951,      5.12922
     0.755994,      2.74651
     0.840320,      3.99246
     0.840272,      3.99246
     0.839659,     -80.3815
     0.857237,     -989.721
     0.779316,      1.08629
     0.821919,     -764.183
     0.718259,     0.334431
     0.732773,      2.39504
     0.750944,     -2692.13
     0.732568,     0.343788
     0.732328,      2.77334
     0.734118,     0.326372
     0.859890,     -681.392
     0.730229,      1.44771
     0.793452,      8.46066
     0.726033,      1.17116
     0.782730,     0.601794
     0.732885,     0.776737
     0.853581,     -779.127
     0.735420,      1.92514
     0.824374,     0.677122
     0.734525,     0.996812
     0.697729,      1.94064
     0.761837,     0.645152
     0.717236,     0.229958
     0.737136,      2.63816
     0.737252,     0.515069
     0.761748,     0.463762
     0.717152,     0.634835
     0.716944,     0.358499
     0.793545,      1.78122
     0.825406,     -2401.52
     0.793399,      2.09328
     0.730420,      1.26596
     0.730488,      1.65509
     0.793231,      1.24496
     0.715193,     0.546854
     0.666177,    -0.877831
     0.778252,     0.605115
     0.791674,      2.16638
     0.768714,      2.46153
     0.867089,     -309.152
     0.780048,     0.831948
     0.680645,      2.29901
     0.824235,     -1293.40
     0.760288,      2.20125
     0.754926,      1.76136
     0.796953,    -0.196654
     0.794420,      3.76761
     0.865028,     -1087.64
     0.795734,     0.496394
     0.754712,      6.22059
     0.779224,      1.57433
     0.705614,     0.309027
     0.718052,      2.81882
     0.718028,      2.81882
     0.826680,     -701.872
     0.709187,      2.75242
     0.845957,     -1047.03
     0.778916,      1.03765
     0.870733,     -1192.75
     0.846419,     -508.255
     0.770531,      1.25587
     0.769341,      2.97778
     0.829046,     -599.573
     0.845066,     -1610.77
     0.768185,     0.185667
     0.855054,     -668.471
     0.706211,      4.06090
     0.829234,      1.01020
     0.776458,   0.00208471
     0.776503,   0.00208471
     0.785737,      2.81193
     0.767130,     0.430657
     0.734933,     0.618739
     0.830987,     -837.446
     0.740308,    0.0508963
     0.736789,     0.959942
     0.738111,     0.655931
     0.784210,     -454.998
     0.749558,     0.297368
     0.717780,     0.193205
     0.736072,     0.701119
     0.754052,     0.269262
     0.684084,      2.49729
     0.789061,      2.15640
     0.789031,      2.15640
     0.718429,      3.35407
     0.862381,     -858.258
     0.792110,      2.77498
     0.737059,      3.91421
     0.788572,      1.01118
     0.811765,     -704.548
     0.718303,      3.56622
     0.697394,      4.02368
     0.737415,     0.995969
     0.681381,     0.166177
     0.716414,      1.91462
     0.696972,      1.72243
     0.695551,      1.12424
     0.716060,      2.69314
     0.680606,      1.83767
     0.681437,      2.24637
     0.681298,      2.24637
     0.823619,     -1137.34
     0.844926,     -2426.78
     0.844873,     -1129.91
     0.791542,     -608.781
     0.776760,      1.75197
     0.678080,      2.82208
     0.718122,      1.84959
     0.825380,     -645.298
     0.844465,     -214.118
     0.757333,     0.392905
     0.756280,    0.0609549
     0.745912,     0.656744
     0.861210,     -699.602
     0.861310,     -699.602
     0.792827,     -361.170
     0.657676,     0.592138
     0.769530,      1.10245
     0.766882,      1.90629
     0.754880,      1.47748
     0.860694,     -658.139
     0.752325,     -437.495
     0.779567,     -1401.54
     0.775964,      1.70210
     0.745030,      2.31438
     0.852751,     -769.977
     0.709271,     0.489520
     0.661947,      11.8978
     0.791100,    0.0542884
     0.842127,     -291.088
     0.796189,      3.24764
     0.780038,      3.09136
     0.755665,     0.589441
     0.755673,     0.589441
     0.794142,      1.47998
     0.841574,     -840.573
     0.733231,     0.957243
     0.715641,      1.35727
     0.845246,     -523.819
     0.683687,      3.22946
     0.683119,     0.181279
     0.769071,     -3487.38
     0.815923,     -1210.30
     0.742950,     0.443443
     0.746147,      1.43645
     0.743331,      3.89487
     0.746654,      6.34841
     0.744534,     0.664608
     0.767726,    -0.119872
     0.762608,     -410.722
     0.815101,      4.11547
     0.845018,     -884.875
     0.824538,     -697.899
     0.865340,     -2935.45
     0.748481,      3.07584
     0.748526,   0.00984239
     0.748679,     0.649262
     0.749798,      1.41047
     0.738476,    0.0952474
     0.863616,     -1937.08
     0.770876,      4.42895
     0.859503,     -622.283
     0.770228,      1.45468
     0.847793,     -644.934
     0.723591,      3.54622
     0.725766,    -0.119342
     0.802726,     0.495708
     0.819306,      3.31455
     0.810501,     -674.535
     0.853625,     -195.052
     0.808366,     0.808717
     0.854100,     -1315.91
     0.778577,      1.51113
     0.784444,      1.22701
     0.862443,     -1090.35
     0.771601,      1.68890
     0.743879,     0.380507
     0.868269,     -410.516
     0.852977,     -1495.93
     0.854192,     -2122.37
     0.744566,     0.595425
     0.844084,     -1687.89
     0.730334,     0.821436
     0.778381,     0.887261
     0.730552,    -0.127166
     0.729918,      2.62767
     0.855477,     -653.540
     0.813646,     0.402113
     0.885281,     -2131.43
     0.737050,     0.831085
     0.826078,      2.24424
     0.856389,     -499.756
     0.801613,     0.152412
     0.862035,     -391.212
     0.864244,     -846.109
     0.771583,      3.98610
     0.772958,     0.330475
     0.779380,      1.59257
     0.848761,     -959.605
     0.860549,     -1968.19
     0.792632,      2.90916
     0.863663,     -771.136
     0.819369,      3.38041
     0.846400,     -303.063
     0.846999,     -2903.17
     0.809758,     -738.202
     0.807876,     -452.529
     0.852984,     -784.012
     0.835058,     -876.302
     0.848766,     -918.397
     0.854644,     -1447.39
     0.854896,     -384.028
     0.831905,     -1252.97
     0.750888,     -707.893
     0.750913,     -707.893
     0.730057,     -2669.02
     0.751745,     0.656227
     0.750606,     -851.142
     0.750510,     -851.142
     0.805770,     -1913.00
     0.805665,     -1913.00
     0.803475,     -816.301
     0.762892,     -1036.20
     0.701592,      1.01152
     0.751843,     -194.909
     0.763173,      3.88822
     0.763130,      3.88822
     0.761674,     -1512.82
     0.848652,     -625.975
     0.768556,      1.11525
     0.823211,     -1149.75
     0.677432,      1.60244
     0.772847,      1.71133
     0.822147,      3.95979
     0.816580,      1.36023
     0.749302,      1.77185
     0.842219,     -618.092
     0.813984,      3.63118
     0.730891,      1.73513
     0.816252,      2.05514
     0.742013,     0.482949
     0.742802,      5.34130
     0.795945,      2.25507
     0.725800,      2.17232
     0.861345,     -2355.36
     0.837847,     -1344.74
     0.755297,      2.21663
     0.755970,      2.95581
     0.684463,     0.805327
     0.740591,      2.97840
     0.740148,     0.113310
     0.811464,     -655.588
     0.853056,     -729.804
     0.738005,     0.238958
     0.807345,      1.08474
     0.807706,     -2070.25
     0.832878,     -1886.12
     0.725135,      2.45559
     0.744019,      3.14587
     0.699508,    -0.116242
     0.739764,     0.649597
     0.834804,     -889.063
     0.748987,     0.265920
     0.853354,     -721.868
     0.855179,     -1709.63
     0.752052,     -688.768
     0.834675,      4.01495
     0.762546,      1.37920
     0.872009,     -562.978
     0.812900,     0.534068
     0.752053,     -160.595
     0.799513,     0.673843
     0.728764,      2.84499
     0.732427,      15.5341
     0.733637,     0.582947
     0.737204,     -882.047
     0.731871,      4.64101
     0.736767,     -286.928
     0.774783,      1.07227
     0.684093,     0.296512
     0.697820,     0.741467
     0.852416,     -387.326
     0.760094,     0.239922
     0.768602,     0.108140
     0.760130,      2.36288
     0.748303,      3.62290
     0.858469,     -284.022
     0.749006,     -777.504
     0.749415,     -777.504
     0.692586,      5.31670
