# z    ,     O[III] EW / H beta EW
     0.681133,      2.49244
     0.794215,      4.13385
     0.791708,     -2155.41
     0.680667,     0.308536
     0.793022,     0.750102
     0.819563,     -348.446
     0.744386,      1.41413
     0.805583,     -1070.12
     0.711083,     0.646478
     0.804644,     0.820538
     0.800309,      2.06050
     0.806531,     0.846731
     0.764058,      1.82095
     0.717321,     0.412738
     0.829411,     -330.835
     0.802668,     0.581272
     0.729650,     0.348046
     0.804265,     0.565949
     0.652587,     0.707658
     0.737954,      1.96675
     0.720145,   -0.0269479
     0.763834,     -1929.90
     0.761849,     0.890514
     0.728030,      2.62281
     0.833125,      1.23567
     0.669619,      3.96386
     0.834527,     -824.340
     0.845123,     -510.947
     0.806085,     0.487242
     0.763375,     0.746587
     0.746715,      1.06181
     0.834110,      1.13609
     0.844775,     -585.081
     0.773114,      4.30447
     0.758380,      3.27516
     0.700814,   -0.0189231
     0.836334,     -1276.59
     0.744456,      6.32378
     0.848506,     -318.258
     0.746600,     0.244378
     0.745641,      1.90051
     0.745882,      5.75659
     0.836673,     -1600.20
     0.778201,      3.11779
     0.768787,     0.412266
     0.678182,     0.297194
     0.720125,      2.28946
     0.793292,     0.463504
     0.679910,      8.77159
     0.849370,     -850.433
     0.765782,      6.15563
     0.651873,      7.63792
     0.727439,      2.82386
     0.761626,     -1042.55
     0.720259,      1.44502
     0.829824,     -913.408
     0.762657,     -217.905
     0.793183,     -2434.47
     0.764803,     0.778856
     0.774295,     -268.401
     0.791886,     -644.341
     0.745587,     0.126067
     0.768242,      5.02433
     0.851018,     -755.650
     0.777147,      1.46599
     0.748312,     0.733897
     0.759353,     -3896.84
     0.752311,      2.36417
     0.752359,      2.36417
     0.748003,      1.88893
     0.747971,      1.88893
     0.760725,      3.29420
     0.761513,   -0.0362267
     0.806207,     -925.340
     0.813261,     -580.716
     0.764615,      1.29278
     0.669084,      2.80991
     0.764147,     -586.609
     0.740101,     0.404611
     0.809121,     -817.554
     0.778282,     -496.214
     0.715397,   -0.0767255
     0.742187,     -819.158
     0.742190,     -819.158
     0.741124,      8.51622
     0.657829,      5.39329
     0.827284,     -533.329
     0.827763,     -1077.16
     0.826191,     -1221.73
     0.746694,     0.619243
     0.746679,     0.619243
     0.749242,  -0.00282394
     0.749163,  -0.00282394
     0.691504,      1.98942
     0.749078,     0.999389
     0.749119,     0.999389
     0.749870,      1.15824
     0.749702,      1.15824
     0.842676,     -855.424
     0.745515,      3.18448
     0.745422,      3.18448
     0.700508,      2.73164
     0.700392,      2.73164
     0.739378,      1.08012
     0.725549,      3.51788
     0.725421,      3.51788
     0.739341,      2.17422
     0.840614,     -162.900
     0.814007,      2.83698
     0.756761,      1.14273
     0.805875,      3.68327
     0.745109,     0.842748
     0.731081,      1.48554
     0.846209,     -842.462
     0.806105,      1.07176
     0.689415,      5.69740
     0.731451,      2.29837
     0.808795,      5.42674
     0.731725,     0.922190
     0.844149,     -749.061
     0.842174,     -640.538
     0.841780,     -4461.65
     0.841470,     -860.829
     0.652700,      2.45416
     0.762861,     0.518279
     0.843192,     -935.325
     0.760262,     0.643466
     0.721277,      6.47740
     0.729853,      2.16257
     0.762195,      7.59103
     0.867534,     -478.279
     0.754833,     0.910756
     0.729388,      5.98075
     0.857868,     -2408.28
     0.729592,      11.6191
     0.713378,      1.06772
     0.724817,      4.46832
     0.752465,      1.22522
     0.797464,      3.59177
     0.714851,     0.845242
     0.711892,    0.0380119
     0.761738,     0.657645
     0.841886,     -913.919
     0.811499,     -861.965
     0.855750,     -557.105
     0.768792,      1.16227
     0.842519,     -624.347
     0.841972,     -1026.26
     0.841890,     -1026.26
     0.804747,      1.70011
     0.698760,      2.19052
     0.749455,     0.872815
     0.749413,     0.872815
     0.842327,     -945.219
     0.758046,      3.01710
     0.699422,     0.299567
     0.699519,     0.299567
     0.824207,     -647.443
     0.824762,     -1013.78
     0.807662,     -894.269
     0.807802,     -894.269
     0.779059,     0.868433
     0.778840,     0.868433
     0.751038,    -0.407647
     0.749788,      2.68842
     0.894908,     -1035.21
     0.842494,     -595.090
     0.842664,     -424.161
     0.753603,      1.43390
     0.841671,     -1961.16
     0.814320,     0.594998
     0.836117,      4.27457
     0.750384,     0.915556
     0.837554,     -401.778
     0.841456,     -1021.31
     0.840253,     -1157.44
     0.843463,     0.171240
     0.692482,     0.381670
     0.750298,     0.891898
     0.677122,      2.59341
     0.843460,     -1337.53
     0.722440,      1.08676
     0.752043,      1.70676
     0.842812,     -882.650
     0.860432,     -348.965
     0.819947,     0.507050
     0.819058,     -1025.06
     0.795962,   -0.0614166
     0.867282,     -541.160
     0.720928,      2.26466
     0.846666,     -832.517
     0.857479,     -1235.38
     0.762529,      2.43140
     0.807722,     0.778475
     0.720258,      5.72237
     0.787000,      1.57486
     0.875625,     -153.811
     0.766312,     0.537630
     0.859024,     -1139.96
     0.850911,     -378.929
     0.657109,      1.00956
     0.666207,      1.43635
     0.850816,     -1060.24
     0.840614,     -447.095
     0.857299,     -758.549
     0.851788,     -380.439
     0.857085,     -758.702
     0.853880,     -1179.79
     0.741099,      1.51231
     0.866333,     -1358.36
     0.840085,     -602.056
     0.856866,     -586.574
     0.852595,     -2702.84
     0.842250,      5.60209
     0.841529,     -1667.22
     0.837364,     -1313.99
     0.758276,      1.97288
     0.686702,      4.95017
     0.779968,      2.71594
     0.779356,      1.11421
     0.713875,      4.83677
     0.713929,      4.83677
     0.792242,      2.03181
     0.761059,     0.485359
     0.658418,      2.93211
     0.658255,      2.93211
     0.788507,      1.54095
     0.779188,     0.675120
     0.836308,     -397.236
     0.741859,      1.30456
     0.827504,     -445.872
     0.830133,     -889.848
     0.830099,     -889.848
     0.867682,     -469.651
     0.825560,     -649.464
     0.825536,     -649.464
     0.829684,     -1657.77
     0.842269,     -2785.69
     0.775524,     0.502141
     0.775086,     0.502141
     0.860146,     -423.575
     0.860065,     -423.575
     0.806592,     0.565228
     0.748554,     0.312716
     0.748422,     0.312716
     0.843301,     -495.039
     0.723485,      1.61881
     0.842866,     -776.687
     0.722006,      4.06916
     0.822558,     -1633.17
     0.842325,     -792.529
     0.843363,     -3914.44
     0.706967,      3.09000
     0.706942,      3.09000
     0.813031,     -760.959
     0.779119,     0.313722
     0.751707,      3.06337
     0.751577,      1.56283
     0.751400,      1.17210
     0.840838,     -762.959
     0.721106,     0.808104
     0.751195,     0.304849
     0.752024,     0.136938
     0.867283,     -4342.59
     0.806983,      4.70329
     0.841251,     -2552.76
     0.747575,     0.585509
     0.806333,      1.94260
     0.750393,     -176.333
     0.756496,      2.62328
     0.736665,     0.674298
     0.812011,     0.123003
     0.817262,     -1113.67
     0.800962,     -347.472
     0.751518,     0.572681
     0.720884,    -0.115232
     0.803866,     -417.286
     0.756384,      2.93253
     0.804150,     -318.945
     0.802987,     -1114.89
     0.723167,      4.52612
     0.756659,      1.11165
     0.691514,    0.0200905
     0.812500,     -526.133
     0.792579,      1.20012
     0.751586,      2.25638
     0.690301,      2.58918
     0.754145,      2.31841
     0.827697,     -735.230
     0.707454,     0.297044
     0.805363,      3.04718
     0.806689,     -656.303
     0.713368,      2.96210
     0.770685,     0.455154
     0.687345,      4.07453
     0.849983,     -1517.52
     0.731433,      5.74639
     0.731520,      5.74639
     0.760366,      1.76558
     0.791675,     0.598208
     0.791627,     0.598208
     0.836103,     -1435.64
     0.836027,     -1435.64
     0.804504,      3.67088
     0.718615,     0.400723
     0.718751,     0.400723
     0.851207,     -871.595
     0.789559,      1.15312
     0.727365,     0.564024
     0.692135,      2.31876
     0.690289,     -7.36092
     0.806517,     -952.747
     0.800469,     -623.982
     0.843084,     -666.925
     0.843261,     -666.925
     0.805735,     -798.124
     0.806634,     -798.124
     0.689207,      3.68764
     0.689113,      3.68764
     0.778041,     -748.997
     0.717768,     0.548221
     0.724942,      1.22387
     0.748496,      1.77121
     0.748526,      1.77121
     0.808932,     -564.213
     0.740478,      1.10385
     0.740462,      1.10385
     0.823150,     -1693.39
     0.699247,      2.09673
     0.699054,      2.09673
     0.701433,      3.22700
     0.808807,     0.826214
     0.807651,     -630.424
     0.841809,     -2063.50
     0.744650,      1.70331
     0.745018,      3.10955
     0.769025,     -1064.20
     0.769009,     -1064.20
     0.748150,     0.662047
     0.749532,      1.13681
     0.654612,      1.86462
     0.725443,     -464.494
     0.725416,     -464.494
     0.722139,      2.36826
     0.752645,      1.07893
     0.791800,     0.767691
     0.817745,     -904.231
     0.809060,     -772.406
     0.721807,      6.04392
     0.677521,      3.30486
     0.677509,      3.30486
     0.805272,     -680.027
     0.805880,     -680.027
     0.729018,     -1075.52
     0.788302,      1.75309
     0.788439,     -438.315
     0.804846,     0.472204
     0.784287,     -741.073
     0.807856,     -2871.43
     0.784539,     -810.261
     0.767117,      4.38628
     0.770131,      1.28963
     0.771245,      1.69314
     0.789212,     0.895690
     0.772785,     -613.618
     0.772752,     -613.618
     0.789863,      1.22007
     0.657386,      1.54107
     0.744466,      1.55956
     0.744379,      1.55956
     0.829860,     -1439.51
     0.829876,     -1439.51
     0.659390,      3.67674
     0.659305,      3.67674
     0.808674,     -1722.46
     0.808382,     -1722.46
     0.843342,     -1248.53
     0.843449,     -1248.53
     0.847317,     0.596233
     0.864585,     -609.093
     0.864565,     -609.093
     0.788483,      2.29899
     0.788473,      2.29899
     0.781851,      1.73329
     0.781782,      1.73329
     0.829298,     -395.312
     0.829279,     -395.312
     0.831334,     -390.313
     0.831282,     -390.313
     0.776077,      1.46434
     0.775869,      1.46434
     0.756051,      4.42904
     0.791003,     -417.947
     0.790851,     -417.947
     0.848383,     -1679.49
     0.848310,     -1679.49
     0.825926,     -817.990
     0.840559,     -329.570
     0.840506,     -329.570
     0.811126,      2.19373
     0.829314,      1.96443
     0.829215,      1.96443
     0.776596,      4.07121
     0.793000,      1.68776
     0.839681,     -1006.17
     0.839411,     -1006.17
     0.747891,      1.24408
     0.747764,      1.24408
     0.787107,      1.60934
     0.787016,      1.60934
     0.879448,     -690.508
     0.849389,     -1055.56
     0.844828,     -1383.01
     0.844657,     -1383.01
     0.780688,     0.786802
     0.780314,     0.786802
     0.792187,      1.72743
     0.703002,     0.339136
     0.807986,      2.38510
     0.857474,     -777.751
     0.754598,      1.01726
     0.821539,     -2414.93
     0.791562,      3.35007
     0.866811,     -2180.00
     0.842508,     0.268744
     0.779313,      2.81701
     0.699795,      2.16699
     0.863388,     -731.979
     0.778823,     0.424757
     0.842033,     -523.402
     0.843906,     -508.995
     0.842755,     -532.068
     0.865702,     -250.823
     0.805664,      1.13322
     0.870750,     -321.153
     0.751296,      1.25352
     0.752005,     -658.852
     0.758241,      2.14004
     0.753157,     0.780607
     0.851373,     -1636.15
     0.826684,     -789.886
     0.780061,      2.18434
     0.753603,     0.937095
     0.685367,    -0.187288
     0.748122,      2.05876
     0.789667,      2.65615
     0.721681,     0.943448
     0.654320,      3.22758
     0.754498,      1.65682
     0.804250,     -1186.51
     0.788772,     -753.279
     0.801284,      1.34804
     0.767226,     0.529693
     0.807213,      1.28925
     0.809031,      2.95632
     0.802466,      2.08533
     0.799718,      1.42567
     0.806869,     0.621512
     0.806346,      1.32795
     0.779079,     0.658305
     0.779166,     0.658305
     0.814060,     0.643628
     0.718881,      2.69262
     0.814358,      3.14473
     0.762249,      1.30182
     0.762181,      1.30182
     0.729080,     0.402143
     0.813358,     -553.986
     0.813891,     -1105.83
     0.777918,     0.791062
     0.793444,     0.430079
     0.793973,     -674.284
     0.831710,   -0.0228765
     0.844508,     -621.738
     0.747165,      1.39853
     0.830422,     -837.359
     0.881687,     -708.782
     0.881442,     -708.782
     0.830852,     -853.957
     0.828788,     -621.911
     0.829173,     -621.911
     0.808467,     -889.507
     0.775434,     0.410107
     0.775505,     0.410107
     0.810419,     0.989133
     0.810485,     0.989133
     0.772346,     0.295283
     0.772281,     0.295283
     0.831730,     0.140684
     0.832133,     0.140684
     0.796697,      3.31832
     0.796026,      3.59596
     0.795961,      3.59596
     0.793236,     0.730653
     0.793042,     0.730653
     0.832517,     -617.615
     0.847001,     -522.412
     0.846969,     -522.412
     0.724881,    0.0790155
     0.808886,     0.768632
     0.808930,     0.768632
     0.755719,     0.634223
     0.844590,     -1146.34
     0.698183,      1.19845
     0.793052,      1.20184
     0.755675,     0.258472
     0.792830,      2.61107
     0.846575,     -405.980
     0.773411,      1.80638
     0.694399,      3.84585
     0.792534,      5.62228
     0.780973,      2.14515
     0.739753,      1.99950
     0.850925,     -751.422
     0.785769,     0.854077
     0.755059,      1.77873
     0.792113,      3.18116
     0.792660,      2.44678
     0.751650,      3.89218
     0.852836,     -509.290
     0.864069,     -1647.57
     0.863944,     -2487.21
     0.751575,     0.887304
     0.751262,      2.03883
     0.794560,      1.37565
     0.683044,      4.21318
     0.792218,     0.221619
     0.740354,     0.874408
     0.854142,     -771.055
     0.748909,     -153.373
     0.696637,      2.00887
     0.867024,     -844.259
     0.778973,      2.27103
     0.825924,     -1101.03
     0.810271,      1.82827
     0.845230,     -759.851
     0.672620,      6.35166
     0.810408,     -1246.75
     0.810214,     -1246.75
     0.824800,     -1221.28
     0.672037,      4.34729
     0.856971,     -735.164
     0.774813,     0.353665
     0.754128,     0.467224
     0.806529,     -908.581
     0.721832,      1.77487
     0.700452,      2.77835
     0.803340,     0.312966
     0.766351,      2.69559
     0.772858,   -0.0242302
     0.805829,     -572.431
     0.776491,    0.0215666
     0.803219,     -768.533
     0.826534,     -870.867
     0.681594,      5.93937
     0.817749,     -981.757
     0.742574,     0.656327
     0.742279,     0.656327
     0.831692,     -1085.24
     0.800251,     0.770687
     0.799979,     0.770687
     0.793631,      2.85862
     0.767531,      2.83824
     0.767441,      2.83824
     0.837475,     -741.473
     0.837295,     -741.473
     0.808596,      1.93663
     0.810199,      1.69551
     0.809889,      1.69551
     0.809927,     0.812641
     0.838278,     -676.207
     0.838181,     -676.207
     0.863765,     -468.850
     0.790429,      1.58067
     0.780438,      2.74724
     0.780255,      2.74724
     0.717124,      2.79852
     0.717039,      2.79852
     0.764492,      7.04436
     0.764230,      7.04436
     0.658917,      1.92289
     0.658554,      1.92289
     0.839655,     -1829.28
     0.862844,     -435.840
     0.667900,     0.695847
     0.666223,      1.47866
     0.793013,      2.47223
     0.810418,      3.89798
     0.859577,     -2018.56
     0.810740,     -586.318
     0.725900,     0.368432
     0.749136,     0.643470
     0.846561,     -339.720
     0.789564,     0.912991
     0.752606,      1.17223
     0.869722,     -1469.27
     0.869685,     -1469.27
     0.777842,     0.317612
     0.759242,      2.84005
     0.758931,      2.84005
     0.805549,      7.41530
     0.776802,     0.755051
     0.827396,     -1199.55
     0.826773,     -1199.55
     0.780154,     0.625173
     0.770092,      2.09110
     0.652606,      12.3710
     0.758176,     0.796562
     0.759291,     0.616288
     0.771851,      1.65211
     0.823400,     -623.283
     0.777654,      2.40842
     0.820462,     -838.759
     0.805000,      2.92335
     0.746907,      1.57807
     0.746705,      1.57807
     0.822169,     -558.835
     0.738701,      2.69694
     0.722099,      1.18840
     0.703767,      3.90879
     0.777348,     -1169.68
     0.777565,     -860.414
     0.751566,     -152.199
     0.774386,     -220.448
     0.731142,     -447.766
     0.775243,     -630.847
     0.775115,     0.820535
     0.781727,      1.47673
     0.746456,      1.77807
     0.700936,      3.92045
     0.752174,     -939.291
     0.749384,     -547.226
     0.748188,      2.82807
     0.758913,     -1742.37
     0.776817,     -472.083
     0.745905,     0.367465
     0.776432,     -1158.46
     0.735608,      2.29462
     0.753329,     0.524752
     0.808597,     -650.982
     0.807008,     0.626726
     0.747161,      1.45450
     0.748031,      1.94228
     0.718183,      10.6933
     0.816649,     -426.042
     0.747299,      7.44709
     0.718575,      1.47472
     0.817000,     -571.693
     0.759013,      1.76484
     0.732312,     0.386896
     0.834615,     -942.933
     0.768807,      1.60349
     0.746097,      1.08230
     0.799034,      1.03396
     0.747254,      11.6408
     0.801811,      1.50340
     0.827311,     -209.283
     0.828210,     -892.952
     0.828798,     -2244.48
     0.810493,      2.10778
     0.828457,     -235.788
     0.830257,     -784.793
     0.870359,     -317.618
     0.747986,      5.46111
     0.871695,     -1222.84
     0.841251,     -2610.41
     0.748098,      1.63008
     0.829663,     0.138660
     0.689651,      3.52979
     0.867661,     -517.711
     0.825462,      3.74926
     0.821769,     -908.783
     0.728701,      1.06176
     0.784188,     -959.786
     0.822390,     -841.791
     0.823430,     -4136.15
     0.745563,      3.01529
     0.830156,      2.23865
     0.791613,      2.63987
     0.829172,     -706.067
     0.800294,     -803.758
     0.670062,      6.82807
     0.739124,      2.39261
     0.868714,     -321.278
     0.698003,      2.23187
     0.701283,   -0.0931088
     0.799508,      5.31693
     0.879512,     -353.151
     0.747708,      2.28846
     0.787306,     0.313464
     0.800763,     -404.029
     0.781395,     -305.045
     0.788558,     -976.560
     0.788638,     -976.560
     0.799449,     -1443.82
     0.843201,     -2606.30
     0.790716,     -1561.58
     0.722958,      2.53917
     0.738855,      3.37774
     0.738607,      6.89144
     0.788890,      1.08546
     0.663718,      5.70274
     0.844677,     -675.542
     0.723971,      1.64933
     0.845887,     -1232.97
     0.781238,     -559.543
     0.781273,     -559.543
     0.737896,     0.691625
     0.823408,     -523.947
     0.690132,      1.81773
     0.845998,     -782.947
     0.839512,     -2680.90
     0.689751,      1.50336
     0.837870,     -1174.29
     0.741818,      1.23954
     0.874665,     -826.056
     0.716856,     0.744247
     0.738939,      3.29556
     0.810110,      6.32084
     0.800668,      1.88486
     0.716012,     0.716088
     0.655831,      2.45999
     0.742437,      1.50191
     0.782174,      3.48690
     0.737888,     0.957180
     0.809753,     -662.768
     0.790251,     0.478839
     0.862993,     -735.920
     0.862502,     -693.351
     0.792462,      2.98777
     0.791400,     0.676365
     0.797018,      1.17150
     0.709871,      1.38125
     0.796447,     -1346.28
     0.791016,     -1288.24
     0.789566,     0.113486
     0.844477,     -516.463
     0.822444,     -421.297
     0.838947,     -552.533
     0.672807,     0.772343
     0.719369,      1.43473
     0.719008,     0.517282
     0.874003,     -586.762
     0.718616,      3.23959
     0.737503,      2.91717
     0.741431,      1.14953
     0.808267,     0.355544
     0.736281,     0.934291
     0.756740,      1.84954
     0.826759,     0.892115
     0.868511,     -590.022
     0.829144,      1.31852
     0.747591,      1.05947
     0.756756,      3.26959
     0.793240,     -878.205
     0.837496,     -474.835
     0.844219,     -991.170
     0.793407,     0.485130
     0.794085,     0.849309
     0.794041,      4.66382
     0.818431,     -450.643
     0.841200,     -620.075
     0.841684,     -953.704
     0.701675,      1.90404
     0.829617,     -902.930
     0.773881,      2.12698
     0.745470,      2.99441
     0.822841,     -516.171
     0.746537,     0.628993
     0.747827,      3.90229
     0.839926,     -1111.36
     0.776081,      1.51394
     0.811276,     -2164.59
     0.745968,      2.97721
     0.808376,     -1093.14
     0.807453,     0.763016
     0.866568,     -520.307
     0.754675,     0.953562
     0.691479,      3.55846
     0.812677,     -377.898
     0.812681,     -520.527
     0.697855,      1.08390
     0.775160,      2.91550
     0.810657,     -569.760
