# z   ,    O[III] EW / O[II] EW
      1.26905,     -117.395
      1.05802,     -371.050
     0.849858,     -426.395
     0.997052,     -119.659
     0.873312,     -192.069
      1.09125,     -363.803
     0.769435,     -292.374
      1.01463,     -247.040
     0.844424,     -87.5396
     0.996615,     -267.412
     0.937666,     -188.220
      1.12068,     -172.621
      1.04472,     -280.658
      1.30080,     -326.397
      1.29815,     -346.646
     0.888371,     -341.593
     0.768657,      15.4537
      1.11094,     -203.618
     0.876571,     -277.795
      1.17523,     -189.582
      1.05259,     -158.448
      1.12500,     -243.628
      1.25176,     -209.894
     0.827201,     -113.830
      1.19003,     -155.270
     0.841292,     -149.959
      1.17175,     -278.010
     0.964785,     -299.806
      1.01879,     -174.818
     0.882709,     -201.317
     0.766252,     0.301239
     0.888933,     -2050.33
      1.32181,     -189.783
      1.19372,     -278.518
     0.968384,     -485.567
     0.801700,     -211.608
     0.910603,     -402.733
      1.03682,     -244.845
      1.01852,     -300.615
     0.763234,     -392.557
      1.19860,     -426.633
     0.799263,     -251.914
     0.868332,     -1397.58
      1.02453,     -1028.79
      1.12717,     -174.961
      1.04216,     -367.622
     0.799627,     -575.680
      1.25133,     -304.662
      1.30385,     -787.482
     0.866195,     -914.311
     0.984448,     -142.094
      1.27627,     -227.716
      1.18328,     -421.554
     0.894003,     -117.687
     0.758602,     -474.580
     0.779185,     0.394766
      1.06179,     -231.343
     0.869157,     -453.911
      1.19385,     -186.613
     0.812095,     -145.670
     0.865606,     -319.520
     0.779880,     -310.686
     0.905899,     -255.619
     0.831935,     -252.294
     0.865102,     -249.277
      1.10795,     -281.432
     0.972306,     -153.754
     0.859665,     -398.081
     0.779030,    -0.167284
      1.24983,     -439.775
     0.857443,     -786.204
      1.21303,     -625.360
     0.808991,     -879.424
     0.779785,      1.62060
      1.09042,     -66.1170
     0.968904,     -365.966
     0.968026,     -164.388
      1.15692,     -464.723
     0.864004,     -278.484
     0.905882,     -241.505
     0.981767,     -145.672
      1.37169,     -150.506
     0.980519,     -937.229
      1.37022,     -303.509
     0.981573,     -226.615
     0.909172,     -225.900
     0.906267,     -381.103
      1.26996,     -269.359
     0.947874,     -140.274
     0.945990,     -137.569
      1.07957,     -115.457
      1.04777,     -236.704
     0.977407,     -173.321
     0.894702,     -158.032
     0.892912,     -214.227
      1.27179,     -109.499
     0.849361,     -360.247
      1.27136,     -309.676
      1.26522,     -391.372
     0.789224,     -109.788
      1.13020,     -275.168
      1.13072,     -275.168
     0.874008,     -396.058
     0.891127,     -510.221
     0.879811,     -199.913
      1.01630,     -427.325
      1.12765,     -125.201
     0.893588,     -308.653
     0.997016,     -214.857
     0.766093,      1.56467
      1.33367,     -151.229
      1.07932,     -157.342
     0.820665,     -441.192
     0.941763,     -291.847
     0.852145,     -982.960
     0.970912,     -332.004
      1.37975,     -324.854
     0.869863,     -317.960
     0.870623,     -187.186
      1.17571,     -288.463
     0.849942,     -194.989
      1.22866,     -201.066
     0.867157,     -167.880
     0.788016,     -414.672
     0.868215,     -289.029
      1.12125,     -380.717
      1.07094,     -188.354
     0.935928,     -69.1110
      1.08352,     -275.497
      1.08237,     -95.9176
     0.863186,     -139.839
      1.28202,     -720.165
     0.860719,     -122.752
     0.914487,     -171.930
      1.15662,     -44.8471
     0.799114,     -799.252
     0.825363,     0.399502
     0.835330,     -247.600
      1.17806,     -239.446
     0.824883,     0.456382
     0.866264,     -298.815
     0.792967,     0.423473
      1.37890,     -657.040
     0.793602,     0.100492
     0.729573,     0.375999
      1.12126,     -176.374
      1.39251,     -118.824
     0.843417,     -83.1263
     0.930306,     -327.063
      1.22062,     -289.663
      1.26379,     -263.860
     0.860482,     -237.340
      1.37922,     -150.146
      1.04481,     -137.457
     0.804694,     0.264094
     0.797060,     -464.742
      1.17330,     -84.3650
      1.29493,     -193.504
     0.794924,     -1137.16
     0.826340,     -179.619
     0.826919,     -1111.08
     0.825363,     -191.614
      1.25866,     -100.206
      1.18678,     -274.854
     0.791702,     0.268258
     0.794390,     -262.310
     0.835585,     -306.238
     0.873513,     -349.802
      1.08428,     -73.8355
      1.17609,     -215.301
      1.25382,     -120.174
      1.08666,     -173.010
      1.26522,     -117.769
     0.875040,     -181.764
     0.874948,     -181.764
      1.08297,     -486.838
      1.24080,     -294.008
     0.917290,     -187.555
      1.25927,     -324.480
     0.957360,     -437.579
     0.801321,     0.486445
     0.815475,     -249.841
      1.27078,     -279.259
     0.834567,     -657.420
     0.826612,     -374.398
     0.816563,     -754.246
      1.23408,     -1402.42
     0.958056,     -208.628
     0.815448,     -137.035
     0.909368,     -493.854
     0.825060,     -442.346
     0.827248,     -1457.28
     0.875095,     -209.895
     0.963218,     -305.802
      1.19555,     -396.155
     0.830097,     -287.360
     0.835057,     -1013.09
      1.14848,     -302.715
      1.36900,     -203.690
     0.791603,      1.02370
      1.18969,     -367.704
      1.39197,     -295.860
      1.27008,     -287.421
      1.02837,     -226.242
     0.835416,     -637.674
      1.12449,     -269.024
      1.35802,     -84.6629
     0.913951,     -354.335
      1.19415,     -239.130
     0.912812,     -166.303
     0.781454,     0.278175
     0.782369,     0.675991
     0.915926,     -348.730
      1.25791,     -872.446
      1.02981,     -212.192
      1.08012,     -314.548
      1.26904,     -267.793
     0.792731,      1.06631
      1.27404,     -1797.95
     0.965227,     -348.685
     0.912742,     -270.898
     0.817980,     -229.884
     0.798706,    0.0940635
     0.842009,     -249.975
      1.19416,     -540.741
      1.37371,     -287.598
     0.981757,     -74.6065
     0.913047,     -136.507
      1.29112,     -460.312
     0.733344,     0.149022
     0.843729,     -225.425
     0.832776,     -173.353
      1.23711,     -607.851
     0.876102,     -184.392
     0.997264,     -201.981
     0.814375,     -276.007
     0.816898,     -406.099
     0.983701,     -297.231
     0.936948,     -168.067
      1.30118,     -245.614
      1.27087,     -178.455
      1.12195,     -230.129
     0.876166,     -188.235
     0.843758,     -165.994
     0.800198,     0.445152
     0.961627,     -513.065
     0.965832,     -432.150
      1.08194,     -219.561
      1.12568,     -242.670
      1.21735,     -120.139
     0.966633,     -605.697
      1.12054,     -486.970
      1.12651,     -135.462
      1.25027,     -166.426
     0.807545,     -366.552
      1.19128,     -143.458
     0.798590,     0.309236
     0.845735,     -618.784
     0.832665,     -94.1190
      1.21618,     -187.614
     0.845331,     -203.079
     0.833991,     -201.122
     0.852867,     -144.573
      1.23140,     -276.319
     0.734717,     0.881367
     0.792898,     -1454.70
     0.799481,     -166.831
      1.19204,     -133.616
     0.897649,     -288.499
     0.961240,     -292.331
      1.26800,     -247.751
      1.06518,     -225.121
     0.962725,     -420.450
     0.799172,     -275.874
      1.19242,     -186.502
      1.37967,     -294.815
     0.833182,     -268.923
     0.845133,     -447.249
     0.844958,     -425.128
     0.977623,     -88.7324
     0.977665,     -88.7324
     0.846249,     -143.047
     0.844634,     -513.248
     0.845088,     -1084.51
     0.820178,     -344.959
      1.19654,     -190.193
     0.796870,     0.363659
     0.796880,     0.363659
     0.978437,     -224.436
     0.770138,     0.710883
     0.859913,     -193.134
     0.773557,     0.460182
     0.819706,     -294.618
     0.826299,     -169.342
      1.28451,     -483.001
      1.38203,     -172.515
     0.772035,     0.321656
      1.26759,     -260.828
      1.11737,     -283.680
     0.770310,     0.633304
     0.859542,     -166.928
     0.970462,     -139.767
      1.42470,     -172.188
     0.863017,     -266.701
     0.822669,     -231.021
     0.819881,     -101.019
      1.11786,     -69.8775
      1.06707,     -142.600
     0.859360,     -195.655
     0.830653,     -368.034
     0.830607,     -368.034
      1.13641,     -130.302
      1.11798,     -118.199
      1.11867,     -392.261
      1.02369,     -208.835
     0.857014,     -741.110
     0.790921,      2.41626
     0.897851,     -244.343
      1.14344,     -385.050
     0.867993,     -699.609
     0.859915,     -172.754
      1.34233,     -573.267
     0.824343,     0.177488
      1.16322,     -117.514
     0.794317,     0.348911
      1.12393,     -185.169
      1.08868,     -236.998
     0.793480,    0.0445527
      1.24082,     -80.2960
      1.26971,     -259.724
     0.858543,     -288.489
      1.17578,     -156.242
     0.802344,     -219.053
     0.819178,     -183.792
     0.818768,     -200.631
     0.931709,     -290.171
     0.769908,     0.422009
     0.770132,     0.422009
     0.730524,     0.137175
      1.27081,     -619.118
      1.12562,     -549.597
      1.23929,     -237.418
      1.22421,     -135.893
     0.792659,     0.505158
     0.832140,     -198.702
     0.792642,     0.274052
      1.22605,     -361.806
      1.26063,     -157.312
     0.794266,     0.178023
     0.874163,     -213.614
      1.26845,     -477.693
      1.18441,     -504.142
      1.08479,     -547.730
     0.790914,     0.610465
      1.37674,     -138.985
      1.36331,     -146.289
      1.16690,     -474.076
     0.855039,     -326.440
      1.08425,     -462.393
     0.792309,      1.14603
      1.22832,     -644.212
      1.23656,     -118.559
      1.23647,     -118.559
     0.908253,     -156.489
     0.783710,     0.512290
     0.783810,     0.157916
      1.22799,     -158.929
      1.23328,     -380.289
     0.887319,     -926.810
      1.35383,     -301.464
     0.876270,     -151.987
     0.860187,     -291.882
     0.909176,     -725.611
      1.27215,     -238.435
     0.966003,     -2739.19
     0.752263,     -139.117
      1.04834,     -156.602
      1.26873,     -225.450
      1.28674,     -550.907
      1.31971,     -133.930
      1.31967,     -133.930
     0.835125,     -230.484
     0.976937,     -1067.90
     0.773207,    0.0256510
     0.967254,     -380.546
     0.801606,     0.239734
     0.799775, -3.53876e-05
     0.873217,     -166.508
     0.873263,     -166.508
      1.39149,     -157.686
      1.19362,     -136.710
      1.17029,     -139.039
     0.763587,      1.73774
      1.12270,     -127.713
      1.19443,     -188.236
     0.965992,     -156.374
      1.06109,     -116.056
      1.27800,     -265.271
     0.798449,      1.00934
     0.817660,      1.42599
     0.840943,     -384.340
      1.19590,     -778.427
     0.816601,     0.600395
      1.02504,     -181.616
     0.875962,     -162.257
      1.04314,     -306.275
      1.10759,     -199.900
     0.958872,     -197.439
      1.27760,     -251.713
     0.967325,     -150.283
     0.804064,     0.613543
      1.27017,     -247.805
      1.27308,     -553.560
     0.972118,     -260.317
      1.38393,     -647.902
     0.843838,     -167.389
     0.820387,     0.353890
     0.967740,     -280.505
     0.732370,    0.0921693
     0.814328,     -379.721
     0.817552,     -2107.00
     0.797812,     0.413276
      1.37503,     -136.614
     0.833421,     -258.027
      1.05073,     -185.388
      1.05049,     -185.388
     0.830949,     -184.096
     0.963575,     -237.442
     0.793397,     0.621685
      1.22814,     -273.640
      1.17482,     -312.800
     0.830523,     -117.612
      1.15144,     -155.418
     0.966831,     -386.745
      1.13206,     -664.008
     0.963060,     -497.798
     0.898771,     -324.099
     0.898871,     -324.099
     0.984979,     -196.544
      1.21684,     -198.247
     0.795375,    0.0832290
      1.37335,     -237.152
     0.838955,     -231.352
      1.13294,     -244.940
     0.961272,     -212.531
      1.21807,     -364.406
     0.961625,     -164.985
     0.961211,     -466.835
      1.25184,     -302.669
     0.858006,     -312.668
     0.837936,     -531.976
      1.29997,     -313.686
     0.977309,     -300.473
      1.22940,     -233.035
     0.858716,     -207.987
     0.968662,     -669.181
     0.861919,     -83.5525
      1.26791,     -412.265
     0.862459,     -110.524
     0.863305,     -350.030
     0.864268,     -226.131
     0.821725,      1.12125
     0.823825,     -234.412
     0.863721,     -284.551
      1.15830,     -288.940
     0.771512,     0.182269
     0.771475,     0.182269
      1.21788,     -130.983
     0.965810,     -346.760
      1.27881,     -187.230
     0.863737,     -931.183
     0.772676,     0.572177
      1.11331,     -399.944
      1.12014,     -179.455
     0.861559,     -506.483
      1.11108,     -349.610
      1.19076,     -415.777
      1.19007,     -415.777
     0.772895,    0.0755834
     0.896688,     -168.709
     0.896732,     -168.709
     0.845884,     -600.621
      1.17363,     -136.592
     0.771116,      1.54476
     0.771119,     0.205408
     0.821900,     -234.247
      1.17358,     -234.931
      1.17696,     -198.048
      1.17619,     -198.048
     0.771914,     0.195196
      1.17435,     -399.690
      1.27206,     -242.185
      1.28103,     -118.815
     0.960632,     -214.524
     0.960832,     -214.524
      1.26905,     -295.324
     0.859654,     -212.297
     0.841476,     -246.931
      1.17503,     -271.359
     0.919146,     -119.839
     0.863539,     -142.836
     0.862356,     -168.157
     0.860625,     -413.436
      1.08520,     -255.267
      1.17581,     -1371.70
      1.17504,     -1371.70
     0.985750,     -326.021
      1.20001,     -671.952
     0.964174,     -341.233
     0.964250,     -206.976
     0.960596,     -766.522
     0.860646,     -2620.55
      1.11008,     -170.599
     0.967221,     -308.996
     0.906762,     -199.063
     0.846586,     -249.157
     0.857277,     -417.136
     0.848677,     -140.031
      1.21101,     -613.575
     0.860575,     -472.782
     0.803279,     -391.428
      1.13270,     -309.127
     0.858486,     -211.295
      1.21314,     -347.389
      1.41940,     -549.781
     0.862076,     -344.467
      1.11832,     -255.228
      1.11835,     -255.228
      1.17568,     -294.719
     0.940189,     -210.467
     0.861457,     -457.001
     0.866899,     -371.461
      1.33696,     -266.896
      1.36771,     -186.788
      1.10962,     -218.548
     0.803974,     0.503566
      1.08963,     -245.095
      1.33540,     -91.1555
      1.17953,     -331.873
      1.18967,     -199.189
      1.04251,     -260.772
     0.868397,     -170.427
      1.33673,     -230.680
     0.910792,     -260.261
      1.37544,     -137.402
      1.26996,     -215.874
     0.783653,     0.592312
     0.782982,      1.13928
     0.818165,     -177.012
     0.858223,     -238.034
      1.24154,     -125.808
      1.40377,     -124.973
     0.967337,     -218.419
     0.874165,     -350.652
     0.865844,     -244.190
      1.07872,     -440.525
     0.860571,     -110.390
     0.935457,     -216.872
     0.868089,     -221.630
      1.27484,     -403.596
     0.937513,     -241.352
      1.11621,     -309.857
     0.913804,     -1363.92
     0.786260,     0.345261
     0.793052,     0.192694
     0.794196,     0.648125
      1.08421,     -232.306
      1.39885,     -193.119
      1.39878,     -193.119
      1.40029,     -98.2459
     0.806573,     0.184854
     0.763773,     -216.978
     0.791294,     0.206922
      1.33852,     -741.410
      1.22711,     -188.807
      1.33885,     -451.835
     0.846817,     -264.861
      1.17621,     -78.1082
     0.968247,     -137.656
      1.45308,     -199.992
      1.13032,     -266.091
     0.939753,     -130.907
      1.29065,     -263.233
     0.957918,     -436.615
     0.781478,     0.256685
     0.838816,     -139.947
     0.864464,     -236.723
      1.22379,     -777.768
     0.910106,     -118.519
      1.16631,     -675.447
      1.29038,     -290.756
      1.29083,     -654.244
      1.31378,     -387.481
     0.806484,     0.941663
     0.806197,     0.533446
     0.798550,     0.456644
     0.988679,     -355.748
     0.965883,     -121.307
      1.16837,     -150.557
      1.16831,     -150.557
     0.825246,     -237.271
      1.02539,     -290.335
     0.820617,     -386.599
     0.972285,     -173.056
     0.972095,     -1401.59
     0.971557,     -537.259
     0.971141,     -219.919
      1.15235,     -305.180
     0.771805,     0.774664
     0.802343,     0.194086
     0.864983,     -202.808
     0.800420,     -727.205
     0.797130,     0.214268
     0.848260,     -724.537
     0.798425,     0.301942
      1.06076,     -211.197
     0.777022,     0.352755
     0.794924,   -0.0623084
     0.907075,     -206.988
      1.27162,     -359.644
     0.796823,      2.62467
      1.45671,     -166.934
      1.35885,     -158.382
     0.826344,     -519.445
      1.04806,     -156.704
     0.794520,      2.34655
     0.785447,     0.604014
     0.862629,     -622.794
     0.860887,     -255.773
     0.875274,     -307.321
      1.03002,     -308.849
     0.823101,     -861.969
      1.27117,     -1011.07
     0.732268,     0.995139
      1.27074,     -170.520
      1.02916,     -194.579
      1.15445,     -253.328
     0.876173,     -199.856
     0.830320,     -337.421
     0.770210,     0.849564
     0.771559,     0.591131
      1.27888,     -171.621
      1.02809,     -210.038
     0.784144,     0.289644
      1.25835,     -97.3545
     0.821951,     -131.568
     0.827235,     -461.353
     0.822070,     -170.625
     0.780996,      1.02591
      1.22812,     -205.754
      1.03052,     -2296.81
     0.822799,     -210.788
     0.772896,     0.353581
      1.02832,     -312.854
     0.929914,     -196.409
      1.17018,     -135.008
     0.958520,     -277.431
     0.846034,     -187.377
     0.797980,     0.627069
      1.42112,     -98.5148
      1.22295,     -282.027
     0.797268,     0.151180
      1.31493,     -171.656
     0.901277,     -671.258
     0.958974,     -146.322
     0.822690,     -437.104
     0.822710,     -437.104
     0.824201,     0.254511
     0.962989,     -330.114
      1.31766,     -306.431
     0.772113,     0.723282
     0.821488,     -147.012
     0.798043,   -0.0113011
     0.869878,     -334.303
     0.822696,    0.0451049
     0.961466,     -235.221
     0.785383,     0.280174
     0.785366,     0.280174
      1.27356,     -249.539
     0.860705,     -148.994
      1.26613,     -269.656
     0.845828,     -1231.86
      1.15297,     -336.063
      1.02396,     -250.711
     0.845908,     -538.524
     0.863194,     -176.154
      1.26608,     -115.060
     0.846080,     -443.061
     0.959775,     -361.426
     0.861618,     -261.966
     0.842227,     -131.391
     0.771158,     0.271339
     0.862795,     -73.8896
     0.846142,     -595.901
     0.845244,     -1195.64
      1.11242,     -330.859
      1.11132,     -53.9457
      1.05023,     -391.972
     0.861196,     -149.735
      1.16260,     -202.698
     0.845637,     -207.761
      1.06385,     -553.824
     0.772127,     0.393634
      1.02497,     -100.919
     0.860956,     -195.119
      1.02581,     -192.661
      1.39304,     -213.144
     0.828404,     -155.518
      1.12375,     -403.556
     0.846253,     -529.616
     0.847240,     -296.204
      1.02571,     -169.654
      1.13631,     -183.053
     0.861762,     -390.434
     0.844851,     -366.266
     0.825240,     -249.886
     0.845831,     -107.495
     0.845766,     -107.495
     0.779498,     0.495127
     0.863719,     -429.174
      1.15082,     -162.582
      1.15077,     -162.582
     0.743105,     0.886206
     0.778832,     0.315864
     0.827310,     -895.713
      1.17293,     -179.717
     0.780055,     0.458801
      1.10760,     -313.888
     0.785816,     0.267093
     0.863115,     -180.922
     0.770071,     0.377626
     0.770315,     0.496802
     0.844377,     -207.312
      1.02693,     -612.883
     0.825967,     -329.973
     0.843278,     -247.453
      1.11905,     -351.779
     0.862864,     -930.777
      1.17344,     -42.6191
      1.42721,     -128.597
     0.850558,     -1009.03
     0.863271,     -208.359
      1.11039,     -115.302
     0.829223,     -349.964
     0.829240,     -349.964
     0.827080,     -328.076
     0.890767,     -176.618
     0.890585,     -176.618
     0.800766,     -457.694
      1.33520,     -337.412
     0.769883,     0.300864
     0.862668,     -214.782
     0.862979,     -176.255
     0.833755,     0.441812
      1.04318,     -246.231
     0.862395,     -119.973
      1.23641,     -210.547
     0.861222,     -308.174
     0.867318,     -225.503
      1.27767,     -195.571
      1.26724,     -83.2395
      1.26724,     -83.2395
      1.23565,     -329.491
      1.18019,     -109.933
      1.18002,     -109.933
     0.859436,     -150.190
     0.873754,     -111.723
     0.912425,     -477.417
     0.719582,     0.203963
     0.719645,     0.203963
     0.938745,     -2032.40
      1.26933,     -196.930
      1.39962,     -204.785
     0.975908,     -480.115
     0.865508,     -164.787
     0.791496,     -168.242
     0.977133,     -236.559
     0.860156,     -291.096
      1.37565,     -240.483
     0.976789,     -114.750
     0.976898,     -114.750
     0.913861,     -152.070
      1.28937,     -491.153
     0.968636,     -210.750
     0.731564,     0.137605
     0.968261,     -239.758
     0.794943,     -238.402
      1.17779,     -202.053
     0.978195,     -118.902
     0.806692,     0.253028
     0.805809,     0.806176
      1.22763,     -160.028
     0.959101,     -366.772
      1.22565,     -166.704
     0.956784,     -199.771
     0.808281,     -257.333
      1.02605,     -116.236
      1.02745,     -197.982
     0.969858,     -290.708
      1.02443,     -270.176
      1.02533,     -270.176
      1.25209,     -105.845
     0.847251,     -214.768
     0.799239,     0.574010
     0.806372,     -335.774
     0.849343,     -214.815
     0.768402,      1.09599
      1.09376,     -114.601
      1.09365,     -114.601
      1.02301,     -323.506
      1.25348,     -126.602
      1.25361,     -126.602
     0.770892,     0.632286
     0.884603,     -465.525
     0.884779,     -465.525
     0.848650,     -296.625
     0.907268,     -158.236
     0.732833,     0.599099
     0.794942,     -185.746
     0.821393,     -229.170
      1.02290,     -509.327
     0.874129,     -798.752
     0.873987,     -798.752
     0.885156,     -245.884
     0.908934,     -209.453
      1.22496,     -104.375
     0.770092,    0.0688536
      1.36897,     -474.790
     0.931771,     -164.482
     0.986211,     -543.211
     0.907025,     -292.333
      1.16887,     -154.877
     0.772777,     0.687806
     0.863694,     -435.876
     0.863476,     -435.876
      1.02703,     -297.192
     0.768447,      1.01931
      1.27333,     -137.854
     0.826458,     -185.698
     0.844725,     -741.861
     0.844702,     -741.861
     0.826225,     -190.851
     0.999582,     -121.031
     0.925470,     -1166.63
     0.925529,     -1166.63
     0.796395,      2.04224
     0.796342,      2.04224
     0.815433,     0.215920
      1.02467,     -169.574
      1.00976,     -249.468
      1.11033,     -250.902
     0.988802,     -1339.11
     0.988474,     -1339.11
      1.27455,     -209.872
     0.925032,     -211.588
     0.753820,      1.20206
     0.862972,     -161.022
      1.21420,     -174.855
     0.861889,     -178.727
     0.846253,     -142.215
      1.12649,     -140.869
     0.860645,     -377.710
     0.769006,     0.149711
      1.40245,     -175.695
      1.16795,     -188.579
     0.779986,     0.376950
     0.753336,     0.298414
     0.785166,     0.145172
      1.21243,     -145.832
     0.861928,     -112.338
     0.959396,     -217.011
     0.859907,     -229.758
     0.860398,     -229.758
     0.989847,     -251.838
     0.767713,  -0.00736211
      1.08101,     -263.184
      1.08094,     -263.184
     0.862794,     -246.253
     0.794500,     0.201979
     0.862815,     -221.622
     0.867295,     -350.582
      1.07688,     -722.411
      1.27416,     -175.068
      1.03253,     -240.375
     0.815280,     -107.195
     0.814961,     -107.195
     0.902142,     -300.334
     0.942312,     -1533.07
     0.942412,     -1533.07
      1.07324,     -108.108
      1.04901,     -208.898
     0.951315,     -165.461
      1.06081,     -166.057
     0.803335,     0.144391
      1.10303,     -162.961
      1.38449,     -144.785
      1.06140,     -202.659
      1.06132,     -202.659
     0.826193,     -730.645
     0.902838,     -230.188
      1.30655,     -158.770
     0.899747,     -228.827
      1.22577,     -427.096
      1.22589,     -427.096
     0.983409,     -194.278
      1.29944,     -382.377
     0.962664,     -233.292
      1.10695,     -154.585
     0.903619,     -3551.05
      1.17380,     -131.033
     0.863733,     -376.995
     0.905451,     -275.351
      1.26364,     -255.806
      1.07140,     -154.560
     0.981128,     -451.523
     0.865766,     -202.543
      1.37655,     -391.944
     0.981834,     -173.717
     0.981682,     -173.717
     0.900719,     -286.956
      1.11285,     -110.910
     0.981585,     -289.989
     0.826040,      1.08157
     0.826009,      1.08157
     0.870760,     -308.090
     0.846429,     -247.152
      1.26822,     -727.108
      1.26821,     -727.108
     0.857471,     -169.651
     0.846855,     -116.683
     0.846769,     -116.683
     0.786482,     0.400143
     0.786406,     0.400143
     0.844649,     -411.966
     0.826291,     -1778.18
      1.43498,     -121.954
     0.748395,     0.362512
     0.913194,     -105.559
      1.43626,     -223.896
     0.800613,      1.12642
     0.906351,     -155.602
      1.05791,     -202.519
     0.902764,     -299.137
      1.17321,     -163.388
      1.27063,     -80.2029
     0.911207,     -334.993
     0.766486,    0.0666543
     0.874544,     -370.345
     0.867468,     -346.249
     0.858377,     -544.534
     0.748771,      2.54982
      1.14632,     -269.342
     0.867221,     -219.590
     0.986841,     -910.107
      1.37424,     -99.3993
      1.41690,     -207.809
     0.858896,     -172.936
     0.892830,     -627.236
     0.867304,     -629.326
     0.851884,     -127.523
     0.867961,     -358.683
     0.821369,     -127.518
      1.11228,     -300.877
     0.855265,     -660.053
     0.912162,     -618.988
     0.795813,     0.264583
      1.19191,     -396.374
      1.19323,     -418.915
     0.821175,     -379.025
     0.796253,     0.279636
     0.796382,     0.279636
     0.865354,     -298.108
     0.862232,     -104.236
     0.796536,     0.366821
     0.796012,     0.623067
     0.856592,     -163.162
     0.856601,     -163.162
     0.795658,     -187.011
     0.795516,     -187.011
      1.41715,     -150.590
     0.855816,     -489.905
     0.912624,     -791.511
      1.27070,     -74.2524
     0.862561,     -226.490
     0.817025,     0.924327
      1.41776,     -106.344
     0.859753,     -289.354
     0.860058,     -289.354
      1.32824,     -145.074
      1.11297,     -139.978
     0.865215,     -168.560
      1.32828,     -179.144
     0.956693,     -133.711
     0.956620,     -133.711
     0.858564,     -928.900
     0.851211,     -235.673
      1.04795,     -322.369
     0.967389,     -283.172
     0.967745,     -213.951
     0.989426,     -202.533
     0.796079,     -336.438
      1.01668,     -126.171
      1.23336,     -149.928
     0.987154,     -217.280
      1.29118,     -110.619
     0.988570,     -294.021
     0.791395,      1.32175
      1.44618,     -76.9432
     0.822013,     -589.117
     0.821599,     -589.117
     0.792039,     0.463171
     0.847024,     -363.713
     0.801473,     -202.000
      1.11276,     -115.681
      1.17079,     -384.934
     0.926530,     -207.427
      1.08965,     -289.700
     0.860789,     -257.303
     0.860428,     -215.049
     0.860400,     -215.049
      1.43514,     -117.466
      1.43517,     -117.466
     0.793150,     0.512411
     0.911208,     -158.014
      1.02889,     -464.970
      1.35906,     -173.383
     0.866709,     -132.064
     0.980715,     -380.104
     0.794699,    0.0713867
     0.967291,     -361.441
     0.824770,     -301.429
     0.862303,     -403.141
     0.793353,     0.215619
     0.800855,     -178.247
      1.14554,     -159.724
     0.864381,     -242.666
     0.864278,     -242.666
     0.823109,     -180.769
      1.27123,     -232.838
     0.968622,     -52.6063
     0.861903,     -306.947
     0.863291,     -149.063
     0.968139,     -706.764
     0.862209,     -251.106
      1.36879,     -136.296
      1.36911,     -136.296
     0.843462,     -196.287
     0.809711,     0.543592
      1.12823,     -156.172
     0.844515,     -198.103
      1.35704,     -453.613
     0.859568,     -1397.84
      1.16665,     -169.179
     0.948210,     -94.7275
     0.802185,     0.644345
      1.30332,     -114.956
     0.751184,     0.612916
     0.863647,     -87.2269
      1.36088,     -66.1996
      1.27336,     -1330.91
     0.813214,      3.85675
      1.17978,     -90.1083
     0.824648,     0.423207
      1.22172,     -265.656
      1.11806,     -258.039
     0.864659,     -149.005
      1.34248,     -242.542
      1.16650,     -202.941
     0.862111,     -192.054
     0.862632,     -505.966
     0.814572,     0.966276
     0.796096,     -467.827
      1.27625,     -181.987
     0.810179,     0.493400
      1.25472,     -270.575
     0.936035,     -162.491
     0.872173,     -249.915
     0.875039,     -262.976
     0.873374,     -584.244
     0.864066,     -1314.07
     0.873104,     -296.079
      1.07936,     -434.287
      1.45370,     -127.047
      1.16751,     -162.356
      1.16739,     -162.356
     0.987057,     -243.229
     0.864229,     -170.665
     0.985449,     -337.250
     0.937371,     -142.939
      1.29791,     -310.377
     0.809703,     -951.778
     0.988679,     -213.118
     0.988399,     -213.118
     0.875805,     -330.978
     0.936380,     -1574.36
      1.08043,     -269.946
     0.984379,     -210.556
      1.01318,     -215.815
      1.01343,     -215.815
      1.19012,     -536.199
      1.31489,     -181.775
     0.799775,     0.245281
      1.07482,     -341.188
      1.40641,     -359.941
      1.27194,     -857.143
      1.21835,     -187.660
     0.983398,     -191.078
     0.940868,     -350.945
     0.860629,     -333.852
     0.940987,     -85.8863
     0.795686,     0.419381
      1.01364,     -220.244
      1.02652,     -352.339
     0.943308,     -137.467
     0.984782,     -110.583
     0.984615,     -356.518
      1.27124,     -111.958
      1.27123,     -111.958
      1.21410,     -173.676
      1.21848,     -206.994
     0.938869,     -143.667
     0.941329,     -336.885
     0.941434,     -336.885
     0.942505,     -261.364
     0.971807,     -347.605
     0.767558,     0.184536
      1.21682,     -121.295
     0.940407,     -170.177
     0.940266,     -170.177
      1.11347,     -157.791
     0.940298,     -575.621
      1.16636,     -167.296
      1.02010,     -127.046
      1.07288,     -191.681
      1.18694,     -203.557
     0.768078,     0.137418
      1.37728,     -269.057
     0.786548,     0.239477
     0.996724,     -333.439
     0.976934,     -107.100
      1.20079,     -305.739
     0.948157,     -425.244
     0.816799,     -582.425
     0.903284,     -600.854
     0.777461,     0.811754
     0.777927,     0.146835
     0.903182,     -235.679
     0.903071,     -235.679
     0.982346,     -275.580
     0.946640,     -433.778
      1.30030,     -197.741
     0.912359,     -225.630
     0.791502,     -184.796
     0.898708,     -237.812
     0.791898,      1.21058
     0.791911,      1.21058
      1.18980,     -281.130
