# z   ,    O[III] EW / O[II] EW
      1.07031,     -220.485
     0.925594,     -493.347
     0.947795,     -258.875
      1.23382,     -226.064
     0.978748,     -98.6654
     0.959764,     -373.730
     0.878365,     -99.6304
      1.26953,     -157.528
     0.926913,     -150.862
     0.947407,     -171.470
     0.996358,     -410.437
     0.996512,     -205.615
      1.08851,     -205.920
      1.32310,     -123.115
      1.20155,     -380.498
      1.18715,     -234.662
     0.790293,     -117.239
      1.20546,     -307.915
     0.787899,     -1227.82
      1.19634,     -94.1659
     0.867173,     -230.862
     0.866774,     -230.862
      1.16052,     -409.220
      1.26965,     -412.114
      1.26899,     -412.114
      1.08744,     -89.1157
     0.786279,     0.209200
     0.786179,     0.209200
     0.979269,     -177.436
     0.979192,     -177.436
     0.855863,     -486.400
     0.855825,     -486.400
     0.869972,     -186.785
     0.957632,     -282.935
     0.957744,     -282.935
      1.02523,     -291.487
     0.975008,     -288.219
      1.32172,     -216.528
      1.18658,     -84.5694
     0.977795,     -307.027
      1.09183,     -277.242
      1.09106,     -264.790
      1.09273,     -400.932
     0.883569,     -442.994
      1.11784,     -271.223
     0.984576,     -154.659
      1.29762,     -250.421
      1.10196,     -43.6605
      1.00695,     -279.046
      1.11670,     -185.843
      1.33551,     -245.368
      1.11799,     -234.199
     0.772793,     0.470360
      1.25298,     -225.850
      1.18825,     -282.918
      1.37970,     -559.492
      1.37903,     -288.831
     0.770229,      1.00256
      1.22323,     -76.0962
     0.802360,      1.74486
     0.852832,     -450.620
      1.21660,     -299.085
      1.18336,     -162.887
      1.02703,     -636.688
     0.882911,     -767.526
      1.32876,     -136.009
      1.01268,     -252.737
      1.06771,     -181.967
      1.10000,     -313.306
      1.34970,     -159.373
      1.10739,     -360.169
     0.741410,     0.275966
      1.22373,     -161.884
      1.38278,     -589.157
      1.00218,     -159.204
      1.30896,     -216.710
     0.741398,      1.87142
     0.753686,     0.161600
     0.748441,     0.718760
      1.24244,     -518.254
     0.957354,     -258.327
     0.939195,     -187.975
     0.761876,      2.76283
      1.03828,     -90.9925
      1.01163,     -119.763
     0.777030,      1.53683
      1.26513,     -534.300
     0.802396,      1.10335
     0.840916,     -270.764
      1.10045,     -131.499
      1.26669,     -176.193
     0.953934,     -260.249
     0.901454,     -260.752
     0.859640,     -762.398
      1.03834,     -142.333
      1.35914,     -151.485
     0.902584,     -204.702
     0.960435,     -170.229
      1.06789,     -392.121
     0.897160,     -134.433
     0.936065,     -160.636
     0.810755,     -170.063
      1.34980,     -447.711
      1.18393,     -318.213
     0.787969,     0.545837
      1.16097,     -385.823
     0.854194,     -199.433
      1.24963,     -232.732
      1.00940,     -160.317
      1.15870,     -259.745
      1.03423,     -212.412
      1.23904,     -121.510
      1.08569,     -518.010
     0.786843,     -208.242
     0.868413,     -277.155
      1.16442,     -427.190
      1.07489,     -248.180
     0.789915,     0.912040
     0.953558,     -376.993
      1.34913,     -338.952
      1.07702,     -300.394
     0.848923,     -341.732
      1.26162,     -85.8689
     0.856227,     -93.9480
      1.38321,     -198.991
      1.01064,     -193.355
      1.22292,     -164.018
     0.854663,     -699.174
     0.867807,     -139.801
     0.767361,     0.423936
      1.13208,     -131.828
     0.732317,      2.97164
     0.757340,     0.684903
      1.34846,     -304.655
      1.09173,     -487.439
      1.20493,     -113.348
      1.18454,     -231.637
     0.926019,     -204.278
      1.17177,     -354.991
     0.906307,     -741.976
     0.980654,     -449.235
      1.16781,     -164.063
     0.771311,     0.578300
      1.09160,     -276.732
     0.935617,     -156.472
      1.08755,     -285.297
      1.16722,     -111.147
      1.16390,     -161.890
     0.953668,     -261.214
     0.997946,     -420.401
     0.829937,     -730.294
      1.25809,     -184.826
     0.824918,     -166.342
      1.18467,     -735.894
      1.16250,     -701.322
      1.26665,     -252.888
     0.982924,     -501.120
      1.10818,     -138.312
      1.25595,     -164.876
     0.954702,     -163.224
      1.22477,     -136.408
      1.35912,     -186.016
     0.936344,     -271.288
      1.08686,     -229.516
     0.786172,     0.286686
      1.20520,     -728.968
     0.977760,     -235.178
      1.18366,     -910.733
     0.778537,     0.180200
     0.925620,     -110.922
      1.16168,     -212.754
     0.983736,     -162.707
      1.20447,     -97.6634
      1.31515,     -221.560
      1.18301,     -253.748
      1.02220,     -184.120
     0.946498,     -202.109
      1.00447,     -280.307
      1.02290,     -177.173
     0.837926,     -283.193
     0.778075,     0.279917
     0.946349,     -303.523
      1.20763,     -203.271
     0.787462,     0.470136
      1.15685,     -341.279
      1.00474,     -310.230
      1.15727,     -147.033
      1.00350,     -122.985
      1.05975,     -446.858
      1.06009,     -396.308
     0.786547,     0.745598
      1.00374,     -224.017
      1.20672,     -305.575
      1.02371,     -181.594
     0.791169,     -1289.00
      1.08714,     -227.374
      1.22355,     -134.431
      1.05978,     -115.395
      1.16337,     -191.096
      1.11850,     -498.805
      1.07163,     -198.710
      1.18375,     -249.658
     0.853313,     -235.155
      1.10878,     -97.7018
      1.00382,     -333.510
      1.10755,     -316.214
     0.926204,     -104.713
      1.18530,     -249.754
      1.10742,     -458.558
      1.35002,     -224.852
     0.940377,     -149.660
     0.824673,     -283.410
      1.05233,     -424.085
      1.38403,     -139.283
      1.32176,     -99.0875
     0.956576,     -393.841
     0.856859,     -201.870
     0.930934,     -400.884
     0.970827,     -126.056
      1.09265,     -454.942
     0.750844,     -545.790
      1.09553,     -329.772
     0.788427,     -733.001
      1.01055,     -375.510
      1.09164,     -270.673
     0.829870,     -281.488
     0.772232,     0.544301
     0.955756,     -235.503
      1.18351,     -411.562
     0.827092,     -120.108
      1.08349,     -450.932
     0.987380,     -136.704
      1.08646,     -185.103
      1.16643,     -117.923
     0.810559,     -440.716
      1.07008,     -212.694
      1.12077,     -199.888
     0.958808,     -274.097
      1.22161,     -170.083
     0.982937,     -203.572
     0.927294,     -128.945
     0.907051,     -155.334
     0.970853,     -393.555
     0.955047,     -168.443
      1.37662,     -192.438
     0.947795,     -1332.32
      1.02283,     -232.876
      1.09190,     -144.442
     0.857410,     -286.513
     0.805023,     -322.292
     0.945666,     -142.652
     0.745299,     0.717970
     0.770517,      1.55826
     0.947372,     -107.548
     0.812661,     -290.809
      1.08630,     -316.018
      1.19570,     -152.007
      1.38402,     -140.581
      1.16248,     -187.369
      1.06120,     -645.267
      1.06881,     -180.248
      1.25059,     -189.899
      1.18258,     -156.204
     0.954526,     -214.175
      1.02058,     -312.292
      1.11081,     -342.184
     0.790742,     -199.198
      1.28028,     -579.795
     0.820255,     -290.877
     0.930531,     -257.948
     0.976931,     -418.494
     0.904272,     -119.553
     0.976056,     -365.608
      1.13837,     -169.452
     0.976560,     -306.159
     0.987029,     -144.064
     0.995935,     -81.9144
      1.17408,     -252.509
     0.838561,     -430.531
      1.30793,     -804.512
     0.902783,     -96.5428
      1.11406,     -91.6931
     0.818571,     -125.147
     0.964588,     -281.274
     0.976610,     -134.038
     0.905051,     -463.706
     0.789247,     -933.073
     0.959619,     -384.393
      1.11677,     -526.535
      1.05327,     -351.820
      1.15576,     -510.913
      1.03220,     -164.470
     0.833470,     -433.455
      1.11619,     -260.696
      1.05408,     -143.963
      1.05254,     -100.032
      1.05256,     -100.032
      1.05398,     -72.1745
      1.05511,     -214.236
      1.15735,     -376.172
     0.862994,     -281.056
     0.845634,     -238.689
     0.862321,     -235.983
     0.961235,     -232.002
     0.883129,     -464.604
     0.884045,     -316.340
     0.862977,     -530.756
      1.38989,     -122.558
      1.25611,     -80.3013
      1.10643,     -491.249
     0.829703,     -257.364
      1.16832,     -290.226
     0.817923,     -317.379
      1.27227,     -83.4069
      1.16440,     -139.035
     0.740216,     0.927256
      1.11039,     -264.097
      1.25868,     -253.957
      1.27806,     -429.414
      1.07852,     -112.326
      1.27818,     -184.869
      1.15698,     -478.462
      1.39383,     -79.2929
     0.906167,     -206.805
      1.14056,     -142.272
     0.799423,     -388.860
      1.27963,     -110.697
      1.16455,     -191.501
     0.980566,     -212.336
     0.977726,     -246.836
      1.13890,     -142.814
     0.820890,     -944.044
      1.13870,     -314.503
      1.13799,     -793.347
      1.13656,     -281.959
      1.05163,     -890.987
     0.907383,     -145.413
     0.998075,     -205.173
      1.03771,     -201.325
     0.738951,     0.508206
      1.05297,     -970.944
     0.856440,     -149.675
     0.977031,     -210.713
     0.785170,      1.07585
      1.05066,     -313.543
      1.04998,     -210.144
      1.01416,     -191.493
     0.892548,     -158.812
      1.02116,     -684.694
     0.798173,     0.737897
      1.18441,     -247.240
      1.37545,     -149.222
      1.19112,     -428.788
      1.12211,     -330.756
     0.997434,     -95.6604
     0.978883,     -185.660
     0.844094,     -156.395
      1.11386,     -281.212
      1.12490,     -454.212
      1.13626,     -179.922
     0.961200,     -165.993
      1.30710,     -191.481
      1.35495,     -481.422
     0.794950,    0.0189588
      1.12410,     -217.431
     0.793212,      1.43126
     0.844249,     -127.927
      1.38348,     -351.367
     0.843967,     -168.815
      1.18420,     -179.557
     0.781418,     0.643211
     0.997256,     -206.004
     0.952992,     -258.522
     0.818833,     -155.246
      1.25510,     -258.271
     0.789177,     0.775923
     0.920534,     -191.402
     0.866932,     -185.443
     0.741142,     0.326571
      1.16473,     -245.529
      1.05387,     -93.8827
     0.994203,     -144.775
      1.11740,     -249.030
      1.11971,     -203.262
     0.805580,     0.680305
     0.788183,     0.601610
      1.38246,     -315.410
     0.834398,     -209.939
     0.809906,     -384.556
     0.833543,     -185.830
      1.04254,     -325.724
     0.961491,     -290.023
     0.886857,     -235.961
     0.783698,     0.688855
     0.832895,     -169.854
     0.800312,     0.547738
      1.37324,     -156.994
     0.863270,     -157.779
     0.789608,     0.194355
     0.857755,     -386.835
      1.05243,     -117.609
      1.37360,     -92.0155
     0.938744,     -292.947
     0.994144,     -102.773
     0.959796,     -375.969
     0.932758,     -259.337
      1.02398,     -305.639
      1.01192,     -120.965
     0.833990,     -294.765
      1.05172,     -720.265
      1.05155,     -720.265
     0.859574,     -372.729
     0.864206,     -330.175
     0.755274,     0.262339
     0.861007,     -114.138
     0.939383,     -297.649
     0.844032,     -96.4674
     0.830127,     -200.450
      1.00185,     -354.124
      1.01055,     -208.369
     0.830093,     -100.763
     0.960496,     -253.535
     0.835269,     0.426792
     0.960746,     -631.373
     0.812431,     -271.305
     0.877117,     -165.489
      1.36592,     -159.521
      1.05446,     -99.0292
     0.832605,     -1085.34
     0.749061,     0.641806
      1.29627,     -261.710
     0.803238,     -308.812
      1.03730,     -806.215
      1.13201,     -271.078
      1.03576,     -352.505
     0.857890,     -240.813
      1.11903,     -136.195
      1.36556,     -837.911
     0.883088,     -273.698
     0.960760,     -648.412
     0.769346,     0.329359
      1.23903,     -180.658
      1.01869,     -359.004
     0.845599,     -222.838
     0.864203,     -415.296
     0.985142,     -250.417
     0.939818,     -398.478
      1.10605,     -237.637
      1.37223,     -268.926
     0.915731,     -262.895
      1.03745,     -211.435
      1.17228,     -218.007
      1.38950,     -475.176
      1.39016,     -692.518
      1.16537,     -190.364
      1.26058,     -228.992
     0.958492,     -136.723
      1.22659,     -131.573
     0.784156,      2.84783
     0.817919,     -725.043
     0.959794,     -229.441
      1.01187,     -284.887
      1.07822,     -391.451
     0.778877,     0.218708
     0.892878,     -204.753
     0.960451,     -340.484
      1.01511,     -197.854
     0.786886,     0.165769
      1.11596,     -163.045
     0.840866,     -150.841
     0.785073,     0.208648
     0.931124,     -240.667
      1.10888,     -473.001
      1.05056,     -197.916
      1.00930,     -354.506
      1.01498,     -180.295
     0.772378,     0.204293
     0.920862,     -307.853
      1.13814,     -92.6765
     0.919743,     -109.973
     0.907452,     -292.585
     0.906193,     -181.896
     0.960716,     -195.155
      1.05090,     -271.041
      1.02311,     -222.645
     0.845306,     -94.6916
     0.954942,     -213.332
      1.19697,     -159.853
      1.04882,     -139.929
     0.904137,     -661.302
      1.37893,     -199.043
      1.40034,     -185.862
      1.01878,     -261.659
     0.996150,     -134.996
     0.787048,     0.344595
     0.783993,     0.314127
      1.00050,     -145.014
     0.803626,      1.17420
      1.39710,     -217.860
      1.39726,     -217.860
     0.886131,     -198.424
      1.39994,     -266.593
      1.29657,     -185.041
      1.12631,     -318.768
     0.842907,     -131.759
      1.04047,     -319.988
     0.819860,     0.795434
     0.834823,     -760.164
     0.885364,     -154.449
     0.844668,     -188.611
     0.784059,     0.148416
     0.951748,     -184.222
     0.995529,     -826.804
     0.867545,     -454.732
     0.789196,     0.174541
     0.819150,     0.623148
      1.02120,     -255.303
      1.03158,     -296.767
      1.03062,     -74.3827
     0.907965,     -126.041
      1.03272,     -214.310
     0.837738,     -222.251
     0.796460,     0.362592
      1.36156,     -162.898
      1.39575,     -171.053
     0.834620,     -264.640
     0.885123,     -195.794
      1.24259,     -161.807
      1.16593,     -394.834
      1.13695,     -357.637
      1.10556,     -251.161
     0.838082,     -99.8256
     0.865740,     -180.440
      1.16460,     -354.474
     0.865768,     -604.533
     0.866943,     -364.780
      1.26830,     -357.635
     0.786335,     0.292425
      1.19376,     -155.493
      1.28897,     -544.375
      1.38719,     -183.530
     0.788898,     -162.736
     0.865933,     -316.035
     0.956633,     -222.632
     0.822118,     0.320055
     0.882875,     -282.949
     0.741417,     0.147963
     0.803129,      1.31336
     0.955881,     -357.025
     0.824298,     -157.719
      1.10274,     -295.183
      1.02668,     -189.180
      1.05941,     -196.123
      1.02272,     -488.205
      1.02323,     -300.508
     0.877489,     -251.904
     0.877406,     -251.904
     0.956019,     -191.797
     0.882972,     -167.427
      1.02286,     -252.436
      1.02351,     -125.389
     0.799831,     -595.579
     0.791959,     0.601781
     0.847944,     -294.886
      1.02436,     -206.042
     0.995747,     -429.798
     0.804667,     -208.434
     0.858193,     -131.531
     0.787541,     0.239568
     0.802944,     0.515181
      1.33577,     -215.812
     0.938750,     -263.256
      1.34907,     -265.397
      1.16031,     -175.839
     0.836220,     -293.554
     0.832876,     -616.139
     0.833133,     -238.691
     0.835789,     -169.084
      1.15757,     -670.971
     0.812807,     0.462581
     0.788637,     0.656461
     0.883043,     -410.855
      1.36317,     -235.366
     0.842727,     -178.623
      1.02540,     -511.136
      1.02171,     -309.761
     0.960896,     -355.079
      1.05792,     -295.563
     0.812737,     -290.991
     0.961334,     -539.127
      1.09625,     -368.227
      1.37451,     -188.689
      1.02675,     -577.436
      1.02575,     -577.436
     0.849572,     -222.202
     0.957427,     -158.360
     0.785089,      1.86557
     0.784991,      1.86557
     0.957201,     -138.216
     0.962080,     -163.957
      1.12131,     -282.154
      1.11842,     -421.812
      1.41027,     -400.633
     0.768193,     0.835377
     0.888926,     -333.440
      1.22808,     -179.938
      1.22777,     -179.938
      1.13138,     -187.502
      1.01483,     -136.989
      1.01411,     -136.989
      1.16153,     -132.262
     0.101100,     -679.597
     0.101032,     -679.597
     0.775319,     0.356273
     0.824115,     -752.877
     0.915868,     -237.069
     0.768962,     0.472743
     0.984676,     -495.832
     0.887991,     -108.663
     0.887325,     -108.663
      1.36526,     -115.911
      1.35819,     -142.132
     0.945790,     -121.857
     0.867407,     -180.373
      1.39513,     -608.901
      1.18650,     -258.645
     0.740321,     0.310044
      1.27518,     -83.1250
     0.907212,     -289.871
     0.906323,     -109.733
     0.739440,     0.517726
      1.04088,     -115.787
      1.03383,     -426.353
      1.37146,     -306.896
     0.959840,     -332.790
     0.960994,     -305.878
      1.24559,     -196.698
      1.15764,     -1084.33
      1.10441,     -232.365
      1.01533,     -523.869
     0.906450,     -389.511
      1.39568,     -106.419
      1.01395,     -205.654
     0.925950,     -201.048
      1.01419,     -342.864
     0.807103,     0.725270
      1.27716,     -61.0606
     0.962751,     -498.010
      1.02674,     -684.941
      1.30565,     -191.810
     0.997526,     -128.944
     0.834248,     -132.387
     0.905644,     -204.759
     0.904966,     -129.646
      1.09756,     -181.101
      1.01835,     -149.584
     0.996045,     -259.172
     0.784954,      1.58552
     0.978487,     -577.539
      1.38734,     -217.243
     0.909234,     -62.2649
      1.27677,     -289.776
     0.992129,     -183.077
     0.792758,     0.250449
      1.34280,     -139.578
     0.996675,     -229.434
      1.42588,     -129.840
      1.40073,     -344.699
     0.993047,     -165.720
      1.25788,     -124.489
     0.805040,     0.118383
      1.07914,     -127.662
     0.784795,     0.513534
      1.01703,     -329.347
      1.05276,     -207.685
      1.34276,     -151.729
     0.906943,     -616.696
     0.979945,     -152.818
      1.39568,     -197.922
      1.05293,     -345.722
     0.792550,     0.322965
      1.42688,     -352.048
     0.804872,     -242.204
     0.870231,     -216.438
     0.951654,     -161.440
     0.910491,     -480.980
      1.12111,     -324.663
      1.21302,     -115.079
      1.21303,     -115.079
      1.04169,     -132.157
      1.28079,     -115.198
      1.28080,     -115.198
     0.866995,     -305.500
      1.02335,     -299.384
      1.36257,     -271.590
     0.892758,     -335.530
     0.822650,     -543.530
      1.07761,     -141.826
     0.786199,     0.108497
     0.885678,     -651.047
     0.946052,     -296.187
     0.946644,     -212.763
     0.832065,     -373.791
     0.918794,     -538.790
     0.786170,    0.0682017
     0.803658,      1.63428
     0.964464,     -121.668
     0.866569,     -463.740
     0.793619,    0.0512221
      1.38342,     -262.169
     0.790660,      1.21513
      1.34803,     -174.625
     0.823901,     -395.247
     0.823981,     -370.017
      1.02972,     -233.671
      1.02947,     -543.184
      1.38504,     -135.975
      1.12266,     -353.198
     0.786452,     0.689271
     0.955947,     -157.082
      1.29054,     -117.663
     0.784941,     0.544065
     0.766832,      1.72968
      1.03105,     -448.496
      1.24757,     -161.193
     0.800794,      1.18075
      1.32399,     -202.433
      1.03664,     -199.967
      1.18502,     -265.542
      1.02914,     -248.163
     0.882467,     -286.420
     0.786740,     0.681195
     0.839094,     -177.169
     0.833760,     -514.500
     0.881406,     -738.569
     0.824757,     -157.514
     0.833542,     -253.367
      1.37683,     -219.077
      1.16216,     -154.565
     0.995746,     -205.246
      1.37612,     -328.032
      1.03694,     -993.251
      1.30062,     -139.786
     0.996328,     -131.673
     0.828142,     -120.579
     0.964405,     -288.027
     0.800132,     0.265232
      1.35952,     -324.259
     0.921533,     -113.824
     0.938869,     -105.677
      1.37719,     -273.226
     0.993873,     -228.900
      1.16037,     -238.477
      1.30007,     -348.417
     0.840950,     -181.887
     0.834156,     -246.658
      1.00828,     -408.555
      1.25257,     -124.860
     0.837679,     -300.046
      1.16154,     -833.318
      1.01885,     -68.5283
      1.01400,     -189.068
     0.997608,     -356.991
      1.02300,     -532.059
      1.02372,     -314.350
      1.02278,     -198.111
     0.998619,     -176.357
      1.18590,     -252.161
      1.18814,     -113.452
      1.06364,     -141.115
      1.02178,     -192.795
     0.858265,     -256.677
     0.787392,      2.38570
      1.09532,     -232.066
     0.813165,     -344.331
      1.03284,     -190.381
     0.804071,     -418.298
     0.867396,     -329.874
     0.867403,     -329.874
      1.16017,     -141.052
      1.19009,     -134.576
     0.929596,     -163.511
      1.41120,     -461.207
     0.861527,     -64.8654
      1.33616,     -121.395
      1.03121,     -357.043
      1.01944,     -153.291
     0.958173,     -270.949
      1.02755,     -229.525
      1.20360,     -255.514
     0.848317,     -426.639
     0.847997,     -426.639
      1.22589,     -360.027
     0.804565,     -247.715
      1.41415,     -275.741
      1.22756,     -293.732
     0.961452,     -259.000
      1.06439,     -364.014
     0.809961,     -814.332
     0.957008,     -408.728
     0.986578,     -147.412
      1.28295,     -121.088
     0.924547,     -251.017
     0.924707,     -251.017
     0.820287,     -435.557
     0.820270,     -435.557
     0.859394,     -355.904
     0.963079,     -217.257
      1.04062,     -435.804
      1.01323,     -100.008
     0.964294,     -563.601
     0.787864,     -280.004
     0.787744,     -280.004
     0.805728,     -304.232
      1.08342,     -91.2916
     0.782130,     -410.809
      1.24444,     -191.099
      1.25735,     -259.015
      1.25774,     -78.8439
      1.25769,     -78.8439
     0.819614,     -315.278
     0.962694,     -294.589
     0.815975,     -255.739
      1.01316,     -318.132
     0.976394,     -244.621
     0.961336,     -532.348
     0.925226,     -184.175
      1.16836,     -236.992
     0.997150,     -292.930
     0.996846,     -292.930
     0.994605,     -199.437
      1.02789,     -242.526
      1.02761,     -242.526
      1.17191,     -217.386
      1.17183,     -217.386
     0.953104,     -191.868
     0.782354,     0.132830
      1.24891,     -1033.79
      1.03459,     -382.363
     0.900865,     -595.638
     0.914496,     -342.697
     0.914514,     -342.697
      1.23863,     -101.287
      1.37102,     -173.215
     0.906919,     -214.825
      1.15912,     -695.982
      1.15882,     -695.982
     0.907136,     -414.991
     0.818826,     -482.736
     0.816931,     -542.341
     0.817887,     0.651856
      1.15239,     -377.533
     0.784931,     0.314903
      1.09803,     -230.580
     0.870331,     -480.100
     0.906949,     -1150.28
     0.906337,     -251.340
     0.906966,     -175.475
     0.784117,     0.238299
     0.949865,     -285.770
     0.847455,     -199.209
      1.30467,     -125.039
      1.38233,     -307.148
     0.997517,     -182.600
     0.980115,     -172.734
     0.993269,     -634.841
     0.784735,     -341.310
     0.887855,     -132.533
     0.885728,     -132.533
     0.931818,     -775.005
      1.28050,     -328.971
      1.24654,     -374.060
      1.18698,     -171.877
      1.18706,     -171.877
      1.25766,     -292.413
      1.24936,     -172.179
     0.996795,     -193.759
      1.02654,     -143.646
      1.02674,     -143.646
      1.02641,     -338.860
      1.02634,     -338.860
     0.955522,     -674.543
      1.02767,     -330.019
      1.02788,     -330.019
      1.13371,     -182.933
     0.932507,     -264.841
     0.932577,     -264.841
     0.995415,     -1394.41
     0.995766,     -1394.41
     0.866851,     -718.374
     0.903988,     -299.868
      1.04478,     -138.238
      1.31455,     -247.071
      1.31461,     -247.071
     0.903986,     -311.839
      1.07534,     -219.157
      1.07534,     -219.157
      1.16930,     -270.474
     0.804518,     -189.860
     0.886412,     -272.031
      1.25669,     -120.681
      1.24820,     -185.060
     0.961338,     -148.458
      1.04380,     -254.374
      1.04691,     -97.8076
      1.16622,     -131.168
      1.12193,     -523.314
      1.18748,     -221.109
      1.38223,     -227.249
      1.18592,     -239.454
      1.02913,     -234.748
     0.963372,     -396.203
     0.883094,     -98.6537
      1.20509,     -187.922
      1.40573,     -160.256
      1.20528,     -220.516
     0.824759,     -101.768
      1.18724,     -341.363
      1.18702,     -341.363
     0.746185,      1.83946
     0.850011,     -242.839
     0.938182,     -158.194
      1.16209,     -209.964
      1.08178,     -109.642
      1.19699,     -895.266
      1.26283,     -197.689
     0.779274,      1.46299
      1.39459,     -217.124
      1.04261,     -219.715
      1.12274,     -152.022
      1.12268,     -152.022
      1.13650,     -205.611
      1.13641,     -205.611
      1.08287,     -492.216
     0.823955,     -261.553
      1.20175,     -236.245
      1.08263,     -183.440
     0.786960,     0.340606
     0.935883,     -472.918
     0.791736,     -173.552
      1.00870,     -190.114
     0.884481,     -220.469
      1.22729,     -239.133
     0.962560,     -158.643
     0.854728,     -177.954
      1.02261,     -99.1644
     0.989084,     -93.2110
     0.989073,     -93.2110
      1.02283,     -329.583
      1.30166,     -335.807
      1.30052,     -281.975
      1.02292,     -1131.51
      1.16018,     -230.512
      1.29860,     -127.952
      1.18639,     -431.625
      1.06597,     -95.2046
     0.848870,     -198.799
      1.22818,     -245.548
      1.22791,     -245.548
      1.22789,     -263.449
      1.06700,     -437.457
      1.06686,     -437.457
      1.22792,     -203.006
     0.887773,     -117.420
     0.887597,     -117.420
     0.887655,     -117.420
     0.787694,     0.583081
     0.787639,     0.583081
     0.788989,     0.484380
     0.747467,     0.499607
     0.958331,     -210.168
     0.957832,     -210.168
     0.881496,     -107.071
      1.27733,     -248.148
     0.881732,     -225.387
     0.906579,     -263.564
     0.907004,     -263.564
     0.871294,     -229.045
      1.28890,     -218.519
      1.03376,     -235.964
      1.01534,     -218.706
      1.24678,     -140.250
     0.965290,     -208.078
     0.938736,     -834.555
     0.816174,     -193.486
     0.816023,     -193.486
     0.797597,     0.521356
     0.963606,     -177.565
      1.01178,     -137.627
      1.01175,     -137.627
      1.09582,     -153.360
     0.984677,     -183.117
     0.984341,     -183.117
     0.785388,     -327.842
      1.32828,     -107.441
     0.793887,     -626.427
      1.09832,     -414.408
     0.844823,     -283.061
     0.909032,     -261.718
      1.24266,     -98.5472
     0.906595,     -408.220
      1.18749,     -267.977
     0.792320,     0.447417
     0.947750,     -104.610
     0.882079,     -418.857
     0.897760,     -162.128
      1.38583,     -110.930
     0.872374,     -126.656
     0.820395,     -317.409
     0.978316,     -330.190
      1.39666,     -365.330
      1.02676,     -154.091
      1.17072,     -196.852
     0.900010,     -192.988
     0.906123,     -442.338
     0.882740,     -406.076
     0.727072,     0.471645
     0.995222,     -451.615
     0.888903,     -394.191
     0.769628,     0.696628
     0.907518,     -1073.90
     0.996118,     -247.771
     0.995230,     -223.742
     0.803270,     -210.589
     0.784330,     0.452377
      1.02929,     -547.421
     0.783739,     -208.678
      1.00277,     -973.259
      1.16939,     -299.495
      1.02720,     -271.729
     0.995365,     -363.744
     0.859373,     -93.1479
     0.721843,     0.206600
      1.02775,     -256.116
      1.02828,     -798.644
     0.785652,     0.807230
     0.776594,     0.715505
     0.820573,     -273.882
     0.801204,     -135.130
      1.13615,     -278.844
      1.21862,     -229.387
      1.04511,     -274.828
     0.802679,     -332.381
      1.39518,     -472.327
     0.890954,     -246.389
      1.02940,     -230.968
      1.16936,     -181.876
     0.843975,     -152.404
      1.02976,     -102.573
     0.773516,     0.276822
      1.01428,     -93.5515
      1.26151,     -173.472
     0.956441,     -505.781
      1.41314,     -166.722
      1.02228,     -294.390
     0.786033,     0.282791
     0.785677,     -574.438
      1.26146,     -199.218
      1.25226,     -128.834
      1.25219,     -128.834
      1.33454,     -255.461
      1.33439,     -255.461
     0.825545,      1.56050
      1.07517,     -141.580
      1.33391,     -172.933
     0.825666,     -225.263
      1.38728,     -94.7748
      1.20572,     -195.035
      1.33418,     -596.785
     0.825349,     -658.652
     0.822340,     -248.520
      1.33305,     -111.934
      1.45162,     -196.509
      1.20685,     -321.551
      1.18653,     -372.078
      1.39600,     -127.535
     0.941292,     -336.392
     0.833879,     -490.295
      1.24665,     -305.196
     0.970584,     -169.011
     0.784927,      1.15890
      1.01349,     -235.619
      1.12440,     -245.251
     0.803884,     0.383636
      1.20378,     -872.005
     0.801998,      2.42616
      1.05566,     -470.020
     0.941964,     -151.062
      1.17820,     -98.2132
      1.00202,     -153.964
      1.39712,     -238.688
      1.26134,     -159.895
     0.853332,     -201.127
     0.703251,     -1102.23
      1.30121,     -219.060
      1.05682,     -248.882
      1.39368,     -135.881
     0.941872,     -157.536
      1.20948,     -255.717
      1.35789,     -124.927
     0.791346,     0.968632
     0.798460,     -156.836
     0.797181,     -205.891
     0.797044,     -205.891
      1.36080,     -155.740
     0.962265,     -203.790
     0.961322,     -203.790
      1.33054,     -114.061
     0.821624,     0.271436
     0.875391,     -536.436
      1.23098,     -684.204
      1.18668,     -493.065
      1.31877,     -56.6623
     0.796493,     0.800072
      1.41779,     -187.857
      1.40896,     -266.436
     0.797859,     0.530567
     0.797614,     0.530567
     0.798268,     0.200738
     0.835500,     -413.604
     0.870329,     -200.389
     0.870137,     -200.389
      1.14511,     -484.073
     0.849945,     -587.610
     0.989015,     -170.607
      1.16824,     -165.894
      1.30364,     -90.1825
      1.18822,     -117.530
      1.24082,     -144.299
      1.16262,     -851.105
      1.16282,     -851.105
     0.941859,     -256.973
      1.16189,     -331.869
     0.902943,     -713.890
      1.04122,     -257.958
     0.814256,     -150.939
      1.24273,     -324.463
     0.779456,     0.204184
      1.41061,     -247.268
      1.26200,     -327.218
      1.26181,     -327.218
     0.780698,     0.249542
      1.00881,     -236.051
     0.968326,     -266.464
     0.972076,     -276.390
      1.01296,     -82.0479
      1.04108,     -456.923
      1.39490,     -178.919
      1.04134,     -200.389
      1.04125,     -200.389
     0.778799,     0.516281
      1.40956,     -254.863
      1.02686,     -263.236
     0.819760,     0.559842
     0.906391,     -312.092
     0.744247,     0.403175
      1.40441,     -134.703
      1.40482,     -134.703
      1.02532,     -121.285
