# z      ,        O[II] EW
     0.853163,      20.1956
     0.945906,      62.2588
     0.939466,      22.4215
     0.824701,      19.2424
     0.823693,      82.2551
     0.997372,      24.9522
      1.19391,      5.28462
      1.06725,      29.1973
     0.775098,      76.7233
      1.29572,      72.4326
      1.16290,      28.6775
      1.16251,      28.6775
     0.981114,      34.2904
     0.764428,      25.8249
      1.27424,      60.9476
      1.27503,      60.9476
      1.41687,      84.3816
      1.17370,      20.4039
      1.16331,      20.5021
      1.16298,      20.5021
      1.30337,      62.8790
      1.30326,      62.8790
     0.825023,      40.8787
      1.27437,      79.0955
     0.910204,      28.0870
     0.910226,      28.0870
      1.18263,      73.2566
      1.17475,      50.2342
      1.17491,      50.2342
      1.19015,      67.8117
      1.04910,      39.8360
     0.788324,      96.0749
      1.05523,      41.7974
      1.05594,      41.7974
      1.10072,      52.9683
      1.27049,      36.7061
     0.997768,      46.1995
     0.997869,      46.1995
     0.998571,      22.2348
     0.910461,      65.5433
      1.02809,      49.2325
     0.986344,      81.5291
      1.26207,      49.0303
     0.971282,      43.6235
      1.19727,      66.8433
     0.848190,      21.3376
      1.02899,      56.4601
      1.10435,      30.3345
     0.893991,      16.9559
     0.908666,      53.0897
      1.10769,      30.4769
      1.10756,      30.4769
      1.11197,      60.5410
     0.757173,      18.7187
      1.30824,      30.0018
     0.850441,      31.2670
     0.901444,      24.0208
     0.993500,      74.0253
     0.971713,      37.1262
     0.998029,      34.7045
     0.770178,      28.7814
     0.775634,      45.9121
     0.906586,      15.6726
      1.02879,      24.3811
      1.29033,      111.184
      1.29051,      111.184
      1.29999,      29.3845
      1.02906,      21.8792
      1.19708,      80.7307
      1.27250,      42.2648
      1.10564,      27.6537
     0.846909,      77.7331
      1.05769,      20.2515
     0.936738,      15.7014
     0.809778,      18.9087
     0.809144,      18.9087
     0.906741,      65.0580
     0.900306,      60.7462
     0.767532,      37.9654
     0.768221,      37.9654
     0.859725,      22.8099
     0.861917,      32.0341
     0.769860,      46.7337
      1.27693,      27.8498
      1.27782,      27.8498
     0.998602,      5.14084
     0.998553,      5.14084
     0.848393,      22.8041
      1.02098,      96.6230
     0.909114,      58.3551
     0.880844,      62.2656
     0.773609,      64.4951
     0.908183,      16.0895
     0.997304,      23.9037
      1.02257,      12.5944
      1.02264,      12.5944
      1.02227,      33.6574
     0.765281,      32.8633
     0.849524,      15.7737
     0.850420,      36.6731
      1.19110,      18.7119
     0.851119,      51.8027
     0.996825,      49.2935
     0.852614,      19.9918
     0.807731,      17.4161
      1.13156,      30.7761
     0.773938,      20.0300
      1.06285,      22.6719
      1.19929,      59.7102
      1.00957,      66.2018
      1.13070,      82.9127
     0.879253,      31.4500
      1.23852,      104.193
     0.865328,      77.0357
      1.13038,      21.5122
     0.883710,      21.0172
     0.982516,      57.2143
     0.884899,      51.2204
     0.825345,      38.8515
     0.883817,      3.12292
     0.808285,      37.5078
     0.892437,      36.0109
     0.892870,      36.0109
      1.22828,      33.5831
     0.825983,      13.6825
     0.826085,      13.6825
     0.871445,      54.9053
     0.904527,      132.923
     0.851196,      16.5097
     0.828766,      87.3082
     0.871674,      70.1710
     0.819150,      22.8646
     0.819290,      22.8646
     0.871443,      25.7045
     0.911691,      28.1125
     0.912438,      36.8723
     0.825290,      24.8007
     0.909275,      36.6010
     0.982039,      33.9897
     0.898921,      65.8250
     0.870173,      8.09935
     0.851309,      43.1659
     0.827663,      29.9867
      1.12793,      71.1425
     0.852999,      38.8467
      1.22670,      80.5708
     0.841112,      111.571
     0.853677,      38.7502
     0.777419,      23.8713
     0.828413,      5.69076
     0.828380,      5.69076
      1.20073,      49.1816
      1.12731,      87.7439
      1.20735,      33.0143
     0.903738,      43.5100
     0.854219,      67.6222
     0.852690,      46.4204
      1.38372,      57.1213
     0.890160,      54.2672
      1.09154,      35.4016
     0.904799,      14.3975
     0.919565,      17.1060
     0.875436,      63.5870
     0.973167,      57.8565
     0.820881,      68.5690
      1.05420,      90.0436
     0.827747,      83.0032
     0.897334,      41.1845
     0.851891,      49.2996
      1.27381,      39.1603
      1.04274,      69.4220
     0.789097,      62.5511
      1.06843,      33.9883
     0.820367,      48.7588
     0.867133,      106.656
     0.819861,      33.7935
     0.852374,      16.6298
      1.01479,      61.2023
      1.11980,      34.9242
     0.852138,      58.8859
     0.827369,      26.4093
     0.788537,      10.1614
     0.867166,      72.8101
     0.811688,      47.7468
     0.859918,      51.0284
      1.27902,      28.0234
      1.28034,      46.9488
     0.964079,      96.3430
      1.41680,      102.453
     0.939197,      41.1276
      1.16645,      77.9768
     0.787973,      47.9249
     0.867199,      18.6172
     0.896957,      75.2003
      1.42204,      58.3212
      1.10932,      22.8201
      1.37608,      91.0606
      1.18605,      85.2343
     0.823902,      26.1492
     0.859553,      22.6972
      1.11436,      43.6234
      1.11353,      91.9285
     0.788883,      72.5685
      1.13088,      12.4647
     0.846177,      33.3738
      1.11666,      29.7099
      1.16367,      103.749
     0.781073,      55.9489
     0.788247,      39.2841
      1.22678,      67.8430
     0.889535,      65.8633
      1.44562,      60.4809
     0.788407,      17.9237
     0.910494,      55.5581
     0.849321,      45.9172
      1.08348,      118.928
     0.866267,      54.9951
     0.766031,      31.2318
      1.37577,      83.7715
      1.08188,      43.6807
     0.997992,      38.0061
      1.06677,      64.0270
     0.910415,      10.7140
      1.05205,      10.8811
      1.08385,      35.4886
      1.19898,      142.388
     0.911896,      119.254
     0.810822,      7.69569
      1.17835,      61.6863
      1.09414,      86.7040
     0.910345,      27.4617
     0.982866,      129.196
      1.22642,      57.8765
      1.30159,      47.5771
      1.10669,      58.7262
      1.30030,      100.686
     0.865988,      47.4317
      1.30290,      68.2296
      1.44463,      32.3809
      1.19804,      62.5652
      1.19652,      44.4628
      1.27442,      84.6998
      1.27783,      79.0071
      1.27962,      18.7234
     0.908601,      35.1577
      1.27546,      49.4254
     0.910309,      35.8012
     0.822028,      37.3248
      1.25821,      22.3622
     0.742213,      32.3131
     0.908534,      45.7537
      1.25577,      42.4960
     0.970910,      66.0039
      1.01027,      47.5467
     0.760862,      26.6757
     0.761017,      17.4664
      1.25102,      46.0262
     0.881380,      27.1557
     0.850715,      26.4738
      1.03061,      12.0119
      1.28096,      23.9114
      1.03220,      81.5064
     0.867144,      77.1360
      1.29962,      27.7486
      1.24728,      26.5984
      1.33038,      65.9427
      1.25440,      50.9418
      1.25289,      66.6501
      1.25270,      31.4022
     0.900447,      59.4199
      1.27611,      13.7182
     0.936908,      13.1890
      1.04035,      43.1540
      1.04037,      33.0542
      1.30057,      40.4569
      1.27239,      54.3143
     0.791532,      37.6299
     0.984136,      54.7023
      1.00093,      108.860
     0.908989,      32.6404
     0.893255,      26.6272
      1.30493,      31.3274
     0.771261,      20.4133
      1.25232,      58.9650
      1.03050,      20.1613
      1.01555,      54.6311
     0.970809,      63.2382
     0.884451,      43.1027
      1.02398,      42.1931
     0.806924,      60.1964
      1.27481,      28.1287
     0.791907,      22.5309
     0.791666,      17.3626
     0.849890,      66.4074
      1.03557,      18.6649
      1.37061,      53.5676
      1.25768,      53.0245
     0.762355,      26.5027
     0.773505,      19.5138
      1.19022,      21.6947
     0.907852,      42.2767
      1.33052,      32.0369
      1.29068,      40.9568
      1.07039,      60.1529
      1.42418,      34.8506
     0.922916,      74.1968
     0.893244,      20.4234
     0.865454,      48.2471
      1.13240,      39.3571
     0.865855,      12.4038
      1.06932,      24.8985
      1.32992,      25.3008
      1.03485,      47.3492
     0.884825,      12.2061
      1.33218,      36.1481
      1.33045,      69.0482
      1.32888,      63.0157
      1.04411,      147.678
      1.13196,      63.7816
      1.33163,      46.7315
     0.951508,      43.1804
      1.13208,      58.6252
     0.894148,      25.4087
     0.995921,      30.5259
     0.970708,      40.4324
     0.818436,      31.1659
     0.912991,      62.1925
     0.901130,      35.9441
      1.13381,      57.8328
      1.11742,      18.1738
     0.821972,      32.9238
      1.10692,      45.7954
      1.16372,      39.2955
      1.02038,      67.4461
      1.15932,      48.7764
      1.16086,      63.7446
      1.01963,      32.8905
     0.950973,      34.0807
     0.892684,      46.5251
     0.850650,      41.9804
     0.935445,      38.2643
      1.01835,      40.7294
      1.01825,      40.7294
      1.27665,      51.8973
      1.04032,      32.6814
      1.06920,      40.9186
      1.06929,      40.9186
     0.818714,      27.8781
     0.851710,      22.1376
      1.39341,      50.8309
     0.853289,      39.1836
     0.906665,      34.0760
     0.902747,      61.3004
     0.902721,      61.3004
     0.852948,      47.8762
     0.852868,      47.8762
     0.832042,      54.4547
      1.19549,      71.4078
     0.818525,      67.6894
      1.01689,      22.3516
     0.911484,      19.2757
      1.03395,      48.6779
      1.29312,      93.0826
      1.03585,      44.6137
      1.37109,      25.8468
     0.868396,      11.1249
     0.846185,      21.2218
     0.877007,      31.8039
      1.06900,      7.46418
      1.18638,      69.5421
     0.843555,      20.5504
      1.11536,      65.7965
      1.18798,      47.5135
      1.18871,      18.4377
      1.01450,      23.0670
      1.03406,      44.4902
     0.966116,      42.6349
      1.32986,      35.5974
      1.05528,      30.8670
     0.889699,      34.4307
     0.965457,      85.3094
      1.03482,      39.5320
     0.848143,      27.6286
      1.06742,      24.5888
     0.866623,      82.8255
     0.983597,      30.4923
     0.985627,      39.4529
     0.872995,      52.8639
     0.873809,      55.9156
      1.18079,      8.94360
     0.983326,      12.8952
      1.09256,      38.6210
      1.37518,      27.9955
      1.15880,      63.7372
     0.962995,      29.0443
     0.811003,      47.7695
     0.788544,      14.0688
     0.889536,      172.933
     0.810811,      45.9733
      1.06617,      45.2910
      1.03196,      29.8990
     0.772544,      40.2461
     0.812146,      62.4158
     0.811174,      9.19579
      1.28028,      42.1554
     0.889895,      34.8861
     0.767620,      95.3723
     0.766040,      34.8439
      1.04597,      59.6741
      1.01153,      129.808
     0.884565,      43.8249
     0.910098,      44.0425
      1.00192,      33.8727
     0.885186,      61.6488
      1.01145,      41.8857
      1.27840,      43.0727
      1.17095,      85.4712
     0.850978,      81.2570
     0.893525,      27.7142
      1.19841,      14.1084
      1.27648,      8.63287
      1.13234,      139.882
     0.885617,      20.1158
      1.13328,      29.1482
     0.765778,      5.57967
      1.08310,      81.6582
      1.27823,      34.2636
     0.766486,      38.6776
      1.27729,      44.5690
     0.873762,      37.9849
      1.17060,      54.4141
      1.17242,      78.1803
     0.885552,      27.8158
     0.764677,      54.3000
      1.29989,      23.7564
     0.909322,      27.2280
      1.23589,      54.3530
     0.896790,      60.1830
     0.932518,      28.8829
     0.891853,      134.870
     0.944852,      82.0445
      1.07915,      30.8195
      1.02780,      29.0324
     0.910740,      18.4103
      1.13227,      49.6664
      1.30503,      124.688
     0.964095,      44.7511
      1.03223,      85.5188
     0.743966,      16.2299
     0.791048,      35.6554
     0.936819,      66.4095
     0.970163,      16.5341
     0.759563,      36.3734
     0.791888,      33.0420
      1.18124,      75.4483
      1.42618,      83.3183
     0.908242,      33.6481
     0.885244,      60.8031
     0.889889,      22.6999
     0.980703,      32.2092
     0.801697,      34.5050
     0.910648,      133.422
     0.760214,      18.5944
     0.755186,      44.4162
      1.04176,      78.5105
     0.909891,      23.6240
     0.864695,      33.9169
     0.891320,      34.9914
     0.908338,      47.4546
     0.973995,      26.9145
     0.800539,      20.0223
     0.866357,      12.4018
     0.791892,      70.0293
     0.936128,      19.6292
     0.759935,      72.4799
      1.27485,      38.2707
     0.801800,      47.3170
      1.30282,      41.5405
      1.22751,      35.1639
     0.944613,      47.8780
      1.31562,      77.6819
      1.15497,      116.620
      1.37716,      71.1260
     0.885832,      47.0213
      1.37812,      49.7506
     0.796485,      20.4570
      1.15978,      44.5224
      1.24193,      74.8119
     0.869220,      43.1765
      1.18210,      75.0336
     0.744708,      39.5833
      1.18795,      39.5250
     0.897269,      17.9100
     0.862973,      36.8324
     0.807458,      17.4207
      1.18451,      53.3260
     0.753947,      50.5498
     0.761514,      4.62653
     0.899859,      124.889
      1.42555,      20.2969
      1.36210,      63.8203
      1.01745,      1.73761
      1.18269,      19.3547
     0.863050,      65.9696
     0.828813,      38.9267
      1.15936,      53.5020
      1.18099,      29.0321
     0.732006,      18.6685
     0.870067,      9.16764
      1.37514,      35.5596
      1.11673,      58.8685
     0.950773,      18.4350
      1.04953,      61.0002
      1.29073,      37.4293
     0.777205,      41.6788
      1.36725,      73.7676
     0.870067,      34.0244
      1.44979,      20.1226
      1.03799,      35.4909
      1.27372,      38.2698
     0.861186,      39.5927
      1.16349,      26.7901
      1.01851,      9.15710
      1.16400,      31.1343
      1.12415,      13.7092
      1.12297,      21.0429
      1.17958,      69.9796
      1.03788,      21.6571
      1.12440,      59.2110
      1.29587,      48.7132
     0.884362,      21.0532
     0.853716,      53.7685
     0.853626,      53.7685
      1.16681,      36.2771
      1.27499,      47.5237
     0.933704,      29.0193
     0.776363,      16.9406
     0.907722,      39.7053
     0.858072,      22.2657
     0.904693,      41.9585
     0.905730,      13.8095
      1.15660,      30.1975
      1.01800,      61.1154
     0.911532,      15.5707
      1.06659,      37.9216
      1.38251,      97.0033
      1.17451,      27.7602
      1.27569,      11.4293
      1.17472,      33.7210
     0.898214,      18.1750
     0.997498,      17.8266
      1.27389,      87.5399
     0.983188,      58.8028
      1.27623,      64.4355
      1.01311,      35.5930
     0.846290,      13.6547
     0.897482,      110.614
     0.847393,      49.0861
      1.27627,      48.9977
      1.18739,      29.2049
      1.18782,      23.2283
      1.20420,      18.3024
      1.19109,      28.0296
      1.28612,      21.8210
      1.18650,      44.3161
     0.847911,      18.3551
     0.885070,      49.9585
      1.29652,      37.0164
      1.06377,      55.3903
      1.23340,      68.0444
      1.20297,      70.3172
     0.963207,      32.6988
      1.04598,      15.9655
      1.01235,      34.8072
      1.14812,      28.9107
     0.994568,      73.9300
     0.994515,      22.9597
     0.990172,      33.8006
      1.37247,      64.2705
      1.12562,      20.9910
      1.27630,      26.3454
     0.960752,      56.5775
     0.990359,      47.7836
     0.909661,      59.4038
      1.08791,      39.6089
     0.763183,      31.5942
     0.866401,      43.1561
      1.25167,      50.6044
      1.04866,      27.9200
      1.20039,      73.7458
      1.20023,      33.3475
      1.05654,      53.6016
     0.884442,      62.6970
      1.32270,      12.9004
      1.08197,      29.7816
     0.773151,      34.3769
      1.17753,      53.8766
     0.734103,      19.9848
     0.885510,      85.3846
     0.990079,      21.3136
     0.884750,      36.9575
      1.17659,      40.8122
     0.889022,      20.6007
     0.968642,      46.2022
     0.764777,      14.3841
     0.989931,      47.6301
     0.889192,      27.0090
     0.851529,      40.1319
     0.766346,      60.2264
     0.850747,      29.5383
     0.970504,      69.0754
      1.37436,      39.9082
     0.888324,      49.2119
     0.881891,      26.6728
     0.906530,      45.4746
     0.840341,      27.0551
     0.887899,      59.0089
      1.27605,      64.8310
     0.989716,      32.0644
      1.03196,      75.5422
     0.908520,      29.6837
     0.888111,      55.2611
     0.884990,      38.1011
     0.969799,      28.0344
     0.907931,      20.8348
      1.02754,      9.78361
     0.908360,      34.5162
      1.34220,      85.0427
     0.809205,      81.6694
     0.968763,      19.5557
      1.02322,      33.1988
     0.867577,      20.5736
     0.711421,      28.8289
     0.793774,      40.9889
      1.02350,      22.1911
     0.866818,      80.2761
     0.907673,      62.8041
     0.908722,      42.4559
      1.02470,      83.7173
     0.790321,      9.72184
     0.792251,      63.9514
     0.908699,      12.4562
     0.764982,      22.0900
      1.02703,      11.5768
     0.765925,      58.0278
      1.02514,      56.8210
      1.33319,      74.2233
     0.793562,      22.2746
     0.794518,      55.2172
     0.808953,      12.9962
     0.807298,      25.6368
     0.761226,      49.3925
      1.00820,      150.743
      1.27382,      98.0841
     0.893638,      28.5534
      1.01841,      47.4582
     0.887098,      14.6334
     0.870488,      23.6175
     0.869967,      37.0956
     0.808900,      24.8271
     0.794356,      35.8290
     0.800476,      24.8188
      1.42523,      94.6292
      1.24353,      45.9979
     0.792983,      38.5892
     0.800268,      53.3226
      1.00803,      99.8115
     0.779565,      41.9363
     0.744289,      30.7863
      1.27438,      34.0049
      1.04277,      44.8675
      1.04238,      49.0934
      1.24918,      32.4663
      1.38761,      24.2363
     0.893551,      45.6870
      1.06256,      41.1068
     0.871350,      23.9042
     0.866221,      32.1921
     0.864707,      7.56442
     0.868717,      11.2865
      1.30079,      52.0782
     0.767911,      24.2781
      1.38870,      66.5175
     0.761627,      40.3186
     0.893030,      14.4047
      1.15882,      42.9987
      1.42544,      42.4512
     0.761772,      41.9944
     0.863631,      68.9458
      1.32784,      33.2765
     0.972927,      79.9976
     0.811793,      49.1140
      1.37225,      42.0719
      1.15903,      17.9242
     0.861590,      32.9930
      1.44344,      140.196
      1.29111,      40.7270
     0.761773,      25.8598
      1.06208,      56.3192
     0.779265,      26.6621
     0.785679,      34.1583
     0.807594,      16.1849
      1.39977,      67.1384
      1.13228,      19.3005
      1.27282,      84.8054
     0.777911,      49.3424
     0.906217,      22.6755
      1.28595,      52.9694
     0.860047,      36.3754
     0.852757,      42.4543
     0.840235,      33.4758
     0.861025,      68.2557
      1.09026,      18.1834
      1.09016,      51.1439
     0.862961,      86.8458
     0.863696,      36.8129
     0.974451,      35.3067
      1.13120,      21.9821
      1.27333,      62.7522
      1.24024,      24.9788
     0.979889,      38.1490
      1.44014,      28.9585
      1.10924,      81.6774
      1.39089,      55.0202
     0.911911,      47.2089
      1.04567,      76.3701
      1.19939,      44.8810
     0.856378,      34.5941
     0.859640,      18.4530
     0.870184,      42.1217
      1.16726,      48.0944
      1.33076,      42.1346
      1.08976,      34.3362
     0.854843,      40.6517
      1.26905,      85.1738
      1.05802,      26.9478
     0.849858,      23.4501
     0.997052,      83.5626
     0.873312,      52.0595
      1.09125,      27.4847
     0.769435,      34.1993
      1.01463,      40.4751
     0.844424,      114.223
     0.996615,      37.3917
     0.937666,      53.1239
      1.12068,      57.9246
      1.04472,      35.6270
      1.30080,      30.6345
      1.29815,      28.8450
     0.888371,      29.2717
     0.768657,      2.07201
      1.11094,      49.1067
     0.876571,      35.9942
      1.17523,      52.7423
      1.05259,      63.1060
      1.12500,      41.0421
      1.25176,      47.6384
     0.827201,      87.8416
      1.19003,      64.3973
     0.841292,      66.6781
      1.17175,      35.9663
     0.964785,      33.3516
      1.01879,      57.1966
     0.882709,      49.6679
     0.766252,      37.8743
     0.888933,      4.87678
      1.32181,      52.6865
      1.19372,      35.9007
     0.968384,      20.5924
     0.801700,      47.2524
     0.910603,      24.8279
      1.03682,      40.8381
      1.01852,      33.2618
     0.763234,      25.4715
      1.19860,      23.4370
     0.799263,      39.6922
     0.868332,      7.15450
      1.02453,      9.71921
      1.12717,      57.1499
      1.04216,      27.1991
     0.799627,      17.3690
      1.25133,      32.8200
      1.30385,      12.6974
     0.866195,      10.9361
     0.984448,      70.3691
      1.27627,      43.9100
      1.18328,      23.7194
     0.894003,      84.9629
     0.758602,      21.0691
     0.779185,      30.0901
      1.06179,      43.2215
     0.869157,      22.0286
      1.19385,      53.5816
     0.812095,      68.6414
     0.865606,      31.2938
     0.779880,      32.1837
     0.905899,      39.1168
     0.831935,      39.6323
     0.865102,      40.1119
      1.10795,      35.5290
     0.972306,      65.0324
     0.859665,      25.1180
     0.779030,      10.6777
      1.24983,      22.7366
     0.857443,      12.7181
      1.21303,      15.9892
     0.808991,      11.3699
     0.779785,      34.1563
      1.09042,      151.232
     0.968904,      27.3222
     0.968026,      60.8258
      1.15692,      21.5160
     0.864004,      35.9052
     0.905882,      41.4028
     0.981767,      68.6404
      1.37169,      66.4359
     0.980519,      10.6687
      1.37022,      32.9447
     0.981573,      44.1232
     0.909172,      44.2629
     0.906267,      26.2370
      1.26996,      37.1214
     0.947874,      71.2817
     0.945990,      72.6834
      1.07957,      86.6036
      1.04777,      42.2426
     0.977407,      57.6905
     0.894702,      63.2720
     0.892912,      46.6747
      1.27179,      91.3161
     0.849361,      27.7560
      1.27136,      32.2885
      1.26522,      25.5486
     0.789224,      91.0754
      1.13020,      36.3378
      1.13072,      36.3378
     0.874008,      25.2463
     0.891127,      19.5974
     0.879811,      50.0167
      1.01630,      23.3991
      1.12765,      79.8635
     0.893588,      32.3956
     0.997016,      46.5379
     0.766093,      64.3598
      1.33367,      66.1182
      1.07932,      63.5494
     0.820665,      22.6636
     0.941763,      34.2611
     0.852145,      10.1723
     0.970912,      30.1171
      1.37975,      30.7800
     0.869863,      31.4473
     0.870623,      53.4173
      1.17571,      34.6630
     0.849942,      51.2797
      1.22866,      49.7299
     0.867157,      59.5604
     0.788016,      24.1131
     0.868215,      34.5952
      1.12125,      26.2636
      1.07094,      53.0862
     0.935928,      144.680
      1.08352,      36.2944
      1.08237,      104.246
     0.863186,      71.5037
      1.28202,      13.8843
     0.860719,      81.4570
     0.914487,      58.1576
      1.15662,      222.957
     0.799114,      12.5104
     0.825363,      21.7840
     0.835330,      40.3836
      1.17806,      41.7588
     0.824883,      34.5648
     0.866264,      33.4622
     0.792967,      53.2812
      1.37890,      15.2183
     0.793602,      16.6725
     0.729573,      33.1953
      1.12126,      56.6922
      1.39251,      84.1499
     0.843417,      120.287
     0.930306,      30.5721
      1.22062,      34.5195
      1.26379,      37.8951
     0.860482,      42.1294
      1.37922,      66.5952
      1.04481,      72.7425
     0.804694,      48.8969
     0.797060,      21.5152
      1.17330,      118.521
      1.29493,      51.6734
     0.794924,      8.79292
     0.826340,      55.6677
     0.826919,      8.99939
     0.825363,      52.1830
      1.25866,      99.7848
      1.18678,      36.3793
     0.791702,      34.0734
     0.794390,      38.1189
     0.835585,      32.6511
     0.873513,      28.5847
      1.08428,      135.423
      1.17609,      46.4419
      1.25382,      83.2047
      1.08666,      57.7944
      1.26522,      84.9036
     0.875040,      55.0108
     0.874948,      55.0108
      1.08297,      20.5387
      1.24080,      34.0093
     0.917290,      53.3124
      1.25927,      30.8154
     0.957360,      22.8507
     0.801321,      50.8399
     0.815475,      40.0215
      1.27078,      35.8054
     0.834567,      15.2095
     0.826612,      26.7069
     0.816563,      13.2569
      1.23408,      7.12984
     0.958056,      47.9274
     0.815448,      72.9667
     0.909368,      20.2469
     0.825060,      22.6045
     0.827248,      6.86144
     0.875095,      47.6382
     0.963218,      32.6976
      1.19555,      25.2401
     0.830097,      34.7961
     0.835057,      9.86981
      1.14848,      33.0311
      1.36900,      49.0892
     0.791603,      63.0343
      1.18969,      27.1931
      1.39197,      33.7964
      1.27008,      34.7887
      1.02837,      44.1960
     0.835416,      15.6804
      1.12449,      37.1677
      1.35802,      118.104
     0.913951,      28.2190
      1.19415,      41.8140
     0.912812,      60.1253
     0.781454,      37.2452
     0.782369,      46.3956
     0.915926,      28.6726
      1.25791,      11.4609
      1.02981,      47.1225
      1.08012,      31.7885
      1.26904,      37.3386
     0.792731,      52.7690
      1.27404,      5.56132
     0.965227,      28.6763
     0.912742,      36.9106
     0.817980,      43.4958
     0.798706,      13.2709
     0.842009,      40.0000
      1.19416,      18.4913
      1.37371,      34.7672
     0.981757,      134.023
     0.913047,      73.2488
      1.29112,      21.7222
     0.733344,      14.6067
     0.843729,      44.3562
     0.832776,      57.6800
      1.23711,      16.4498
     0.876102,      54.2270
     0.997264,      49.5047
     0.814375,      36.2273
     0.816898,      24.6221
     0.983701,      33.6405
     0.936948,      59.4942
      1.30118,      40.7102
      1.27087,      56.0311
      1.12195,      43.4496
     0.876166,      53.1199
     0.843758,      60.2371
     0.800198,      16.1734
     0.961627,      19.4887
     0.965832,      23.1378
      1.08194,      45.5409
      1.12568,      41.2041
      1.21735,      83.2283
     0.966633,      16.5083
      1.12054,      20.5331
      1.12651,      73.8141
      1.25027,      60.0806
     0.807545,      27.2785
      1.19128,      69.6997
     0.798590,      37.7943
     0.845735,      16.1591
     0.832665,      106.238
      1.21618,      53.2955
     0.845331,      49.2370
     0.833991,      49.7160
     0.852867,      69.1624
      1.23140,      36.1865
     0.734717,      26.5781
     0.792898,      6.87358
     0.799481,      59.9351
      1.19204,      74.8339
     0.897649,      34.6588
     0.961240,      34.2044
      1.26800,      40.3591
      1.06518,      44.4161
     0.962725,      23.7817
     0.799172,      36.2448
      1.19242,      53.6135
      1.37967,      33.9161
     0.833182,      37.1816
     0.845133,      22.3567
     0.844958,      23.5200
     0.977623,      112.687
     0.977665,      112.687
     0.846249,      69.9001
     0.844634,      19.4818
     0.845088,      9.21985
     0.820178,      28.9860
      1.19654,      52.5730
     0.796870,      43.6189
     0.796880,      43.6189
     0.978437,      44.5516
     0.770138,      34.0489
     0.859913,      51.7723
     0.773557,      54.2184
     0.819706,      33.9388
     0.826299,      59.0463
      1.28451,      20.7018
      1.38203,      57.9603
     0.772035,      35.9612
      1.26759,      38.3356
      1.11737,      35.2475
     0.770310,      65.3904
     0.859542,      59.9001
     0.970462,      71.5407
      1.42470,      58.0702
     0.863017,      37.4914
     0.822669,      43.2818
     0.819881,      98.9816
      1.11786,      143.093
      1.06707,      70.1192
     0.859360,      51.1053
     0.830653,      27.1687
     0.830607,      27.1687
      1.13641,      76.7369
      1.11798,      84.5948
      1.11867,      25.4907
      1.02369,      47.8799
     0.857014,      13.4919
     0.790921,      88.6953
     0.897851,      40.9221
      1.14344,      25.9681
     0.867993,      14.2923
     0.859915,      57.8800
      1.34233,      17.4421
     0.824343,      23.8287
      1.16322,      85.0876
     0.794317,      24.1026
      1.12393,      53.9992
      1.08868,      42.1901
     0.793480,      6.12907
      1.24082,      124.527
      1.26971,      38.4986
     0.858543,      34.6600
      1.17578,      63.9969
     0.802344,      45.6464
     0.819178,      54.4038
     0.818768,      49.8378
     0.931709,      34.4590
     0.769908,      38.1486
     0.770132,      38.1486
     0.730524,      40.2813
      1.27081,      16.1504
      1.12562,      18.1933
      1.23929,      42.1155
      1.22421,      73.5799
     0.792659,      32.0485
     0.832140,      50.3215
     0.792642,      17.0116
      1.22605,      27.6364
      1.26063,      63.5616
     0.794266,      39.2469
     0.874163,      46.8088
      1.26845,      20.9319
      1.18441,      19.8337
      1.08479,      18.2554
     0.790914,      40.0423
      1.37674,      71.9432
      1.36331,      68.3512
      1.16690,      21.0915
     0.855039,      30.6305
      1.08425,      21.6245
     0.792309,      34.8873
      1.22832,      15.5213
      1.23656,      84.3376
      1.23647,      84.3376
     0.908253,      63.8960
     0.783710,      31.0607
     0.783810,      17.3348
      1.22799,      62.9148
      1.23328,      26.2932
     0.887319,      10.7886
      1.35383,      33.1681
     0.876270,      65.7887
     0.860187,      34.2570
     0.909176,      13.7801
      1.27215,      41.9360
     0.966003,      3.65034
     0.752263,      71.8746
      1.04834,      63.8499
      1.26873,      44.3514
      1.28674,      18.1501
      1.31971,      74.6584
      1.31967,      74.6584
     0.835125,      43.3827
     0.976937,      9.36326
     0.773207,      21.9146
     0.967254,      26.2754
     0.801606,      46.5123
     0.799775,      6.09457
     0.873217,      60.0510
     0.873263,      60.0510
      1.39149,      63.4109
      1.19362,      73.1402
      1.17029,      71.9153
     0.763587,      141.544
      1.12270,      78.2930
      1.19443,      53.1195
     0.965992,      63.9428
      1.06109,      86.1565
      1.27800,      37.6936
     0.798449,      69.3022
     0.817660,      36.0245
     0.840943,      26.0161
      1.19590,      12.8451
     0.816601,      25.6755
      1.02504,      55.0558
     0.875962,      61.6243
      1.04314,      32.6471
      1.10759,      50.0201
     0.958872,      50.6434
      1.27760,      39.7239
     0.967325,      66.5347
     0.804064,      44.1587
      1.27017,      40.3503
      1.27308,      18.0631
     0.972118,      38.4108
      1.38393,      15.4329
     0.843838,      59.7351
     0.820387,      31.2925
     0.967740,      35.6464
     0.732370,      24.5846
     0.814328,      26.3325
     0.817552,      4.74561
     0.797812,      33.2882
      1.37503,      73.1916
     0.833421,      38.7518
      1.05073,      53.9355
      1.05049,      53.9355
     0.830949,      54.3141
     0.963575,      42.1113
     0.793397,      32.5360
      1.22814,      36.5407
      1.17482,      31.9661
     0.830523,      85.0171
      1.15144,      64.3364
     0.966831,      25.8542
      1.13206,      15.0586
