# z      ,        O[II] EW
      1.16332,      47.8553
     0.805770,      24.9920
     0.805665,      24.9920
      1.00588,      9.95101
      1.18305,      28.6782
      1.16616,      38.8866
     0.803475,      26.7004
     0.848704,      76.1734
     0.751843,      62.2836
      1.34239,      75.0117
      1.27284,      47.1967
     0.848652,      42.3430
     0.768556,      37.2413
     0.978749,      64.3067
     0.823211,      22.6330
     0.941959,      54.7780
      1.10724,      17.3532
      1.22686,      60.3313
      1.03932,      71.6933
      1.11304,      75.9814
     0.978694,      36.3302
     0.772847,      65.9611
     0.960185,      50.0848
     0.822147,      23.8736
     0.959651,      63.5736
     0.816580,      56.0449
     0.957849,      84.7526
     0.961405,      32.1165
      1.07821,      72.9886
     0.846418,      42.7606
     0.749302,      46.3286
     0.842219,      65.1572
     0.813984,      76.1957
     0.730891,      99.4628
     0.816252,      68.9366
     0.742013,      13.3775
     0.730594,      4.18600
     0.964599,      67.4297
     0.956834,      55.5628
     0.953290,      113.141
      1.20125,      37.3246
     0.885471,      85.3870
     0.954785,      47.8385
     0.956758,      14.9268
      1.01368,      11.2592
     0.742802,      57.3965
      1.03830,      11.1704
      1.03186,      42.8726
      1.32523,      48.2861
      1.05272,      49.0730
      1.18608,      29.6251
      1.03340,      29.1280
     0.795945,      53.5693
     0.861345,      18.7040
     0.837847,      23.5046
      1.20347,      47.1895
      1.20553,      56.9146
     0.988448,      81.1305
     0.967215,      54.3113
     0.755297,      82.4585
      1.29000,      41.1256
      1.29099,      79.5679
      1.12698,      30.8465
     0.849047,      54.7503
      1.00999,      19.4248
      1.35588,      46.4734
     0.772442,      30.0948
     0.988863,      54.0674
     0.964768,      20.3430
      1.37311,      106.215
      1.22523,      38.0513
     0.811464,      17.0709
     0.853056,      39.8322
     0.953923,      56.4626
      1.03784,      153.118
      1.22462,      99.2084
      1.00440,      11.6791
      1.04081,      86.7393
      1.35825,      55.3202
      1.04142,      46.0735
      1.17031,      81.2755
     0.949146,      41.5381
     0.807345,      28.7584
     0.893973,      32.7953
     0.987157,      26.6318
      1.06351,      52.5516
      1.04848,      45.7704
     0.795842,      75.2147
      1.26279,      59.2909
     0.807706,      8.85280
     0.750492,      29.9312
      1.08898,      14.8922
      1.13670,      24.4532
      1.06155,      36.5334
      1.24363,      64.9984
     0.906226,      47.9589
     0.725135,      48.2148
      1.06602,      46.9698
      1.16139,      25.5851
     0.927816,      32.1100
     0.855858,      45.0249
      1.07786,      50.2839
      1.04219,      31.5046
      1.06617,      38.4900
     0.940389,      45.8018
      1.07945,      60.6846
     0.959773,      48.7088
      1.00486,      35.0727
      1.00470,      29.2690
      1.18844,      26.2166
     0.981428,      32.9468
     0.739764,      24.4223
     0.855017,      11.2529
      1.39258,      48.5003
      1.39110,      87.3546
      1.38972,      38.0616
     0.834804,      27.1120
     0.981305,      41.9598
      1.18700,      38.6440
      1.09090,      37.2204
     0.853354,      31.4160
     0.785349,      39.3432
      1.09187,      20.4168
      1.06612,      91.0075
     0.995836,      56.6988
     0.834675,      73.9442
      1.21146,      14.0577
      1.18727,      52.3160
      1.25564,      13.4914
     0.999570,      27.9309
     0.762546,      42.9898
      1.28152,      28.9413
      1.28121,      28.9413
      1.00741,      24.8368
     0.949065,      32.1982
      1.15551,      38.6305
     0.794160,      59.3573
     0.793928,      59.3573
      1.40137,      50.4101
     0.995611,      83.1127
     0.997207,      155.993
     0.872009,      52.8881
      1.09320,      78.6868
      1.09290,      78.6868
      1.07546,      39.0209
     0.949371,      83.4664
      1.28245,      62.7261
      1.21640,      44.5280
      1.21642,      13.9679
     0.915020,      48.9975
      1.25722,      28.4585
      1.00877,      56.5506
     0.812900,      24.8362
     0.799513,      30.3119
      1.28240,      10.2571
      1.22376,      65.7685
      1.02133,      51.7289
      1.25753,      32.4547
      1.25725,      32.4547
      1.18598,      40.8010
     0.958949,      19.6378
      1.02590,      81.0672
      1.29030,      26.6015
      1.13060,      67.4231
     0.957071,      28.7088
      1.13208,      37.0235
      1.12072,      72.8387
      1.13103,      18.0791
      1.13119,      18.0791
      1.02840,      46.0628
      1.12222,      50.2881
     0.883661,      25.0250
     0.955944,      47.7906
      1.16687,      34.0157
     0.927362,      17.3246
     0.956266,      64.9499
     0.733637,      25.1382
      1.20086,      63.3195
      1.00945,      55.0010
     0.895392,      36.9758
     0.941826,      58.2697
     0.848213,      5.72659
      1.01021,      17.6258
      1.01243,      33.3792
      1.07630,      45.4182
      1.10293,      43.2371
      1.10303,      43.2371
      1.10528,      45.7240
     0.956007,      60.2503
     0.978287,      36.1641
     0.964065,      45.6804
      1.11895,      11.6414
      1.10949,      54.1716
      1.10976,      54.1716
      1.00958,      20.9872
      1.32467,      61.2161
      1.00934,      46.6451
     0.958628,      41.5792
      1.01020,      48.3949
      1.03656,      59.8125
     0.927290,      29.4458
      1.01355,      43.0039
     0.884979,      41.5647
     0.956096,      11.2512
      1.03575,      73.3137
      1.00959,      108.838
      1.00954,      108.838
      1.01035,      66.1574
     0.884017,      102.143
     0.883744,      39.9042
     0.954956,      36.9719
     0.994338,      80.2293
     0.956221,      98.9603
     0.979575,      26.4650
     0.980005,      26.4650
     0.991845,      54.6002
      1.00918,      34.0050
     0.849745,      44.3623
      1.01016,      18.4534
     0.883865,      88.7218
     0.781477,      33.9356
     0.864869,      97.2145
     0.781740,      30.7244
     0.986369,      95.6817
      1.25116,      37.2473
     0.953716,      48.6557
     0.929490,      9.86472
      1.15978,      28.0443
     0.956405,      26.4311
     0.956699,      26.4311
      1.04267,      56.0997
      1.25826,      56.7961
      1.25805,      56.7961
      1.03847,      59.6458
      1.05143,      57.4357
      1.05124,      57.4357
     0.953708,      35.0185
     0.865408,      45.4982
      1.04967,      57.3770
      1.17047,      10.7225
      1.15820,      44.4377
      1.15843,      44.4377
      1.26076,      30.6734
      1.15281,      34.6045
     0.945461,      25.9772
     0.946301,      71.3772
      1.35214,      57.9028
      1.38532,      29.8203
     0.954206,      47.1634
     0.995002,      56.3296
      1.20641,      102.165
     0.956022,      56.1214
     0.951519,      32.5646
      1.09235,      21.4178
      1.25163,      48.9772
      1.25162,      48.9772
      1.08372,      36.6494
      1.18878,      56.3589
      1.27198,      38.8411
      1.07856,      17.8495
     0.892133,      99.9271
     0.954764,      13.9302
      1.13034,      64.5584
      1.13052,      64.5584
     0.925430,      40.5523
      1.11935,      106.360
      1.22232,      41.1182
      1.35986,      66.9604
     0.925955,      26.6165
     0.924580,      34.4805
      1.15987,      24.2754
      1.07978,      34.9197
      1.07980,      34.9197
     0.980991,      18.5090
     0.897012,      6.52368
     0.858469,      102.927
      1.39292,      58.0623
      1.11048,      60.5320
      1.18068,      48.3983
      1.00277,      49.5383
      1.18103,      41.4185
      1.33468,      20.1571
      1.28047,      50.7822
     0.854229,      103.569
      1.18553,      81.0882
      1.16023,      56.9427
      1.21030,      24.6204
      1.21011,      24.6204
      1.21022,      24.6204
      1.32194,      77.7627
     0.917736,      57.4300
     0.917923,      57.4300
     0.982684,      21.6122
     0.793326,      49.4266
     0.793145,      49.4266
     0.835972,      64.5133
      1.05766,      11.6272
      1.07576,      40.4455
      1.21619,      41.6079
      1.08824,      52.9427
      1.40529,      44.3746
      1.08716,      49.6603
      1.18254,      33.2221
     0.789255,      58.0575
     0.848439,      19.4656
     0.974260,      43.3691
     0.974647,      36.3871
      1.41628,      40.2336
     0.844157,      36.9894
      1.24515,      29.4279
      1.13259,      35.2159
      1.36310,      90.0763
      1.00280,      75.1405
      1.18576,      66.3718
      1.08393,      56.5570
      1.36022,      61.6430
      1.20242,      71.7461
     0.968499,      32.4452
     0.954648,      27.1826
      1.24658,      79.4942
     0.773727,      34.8847
     0.729113,      28.1321
      1.24004,      134.116
      1.29686,      59.1662
      1.10423,      19.5390
     0.775606,      44.4123
     0.959142,      27.9947
     0.729737,      8.48064
     0.957251,      29.9048
      1.13081,      31.1019
      1.37960,      45.2305
      1.36736,      75.4595
      1.34196,      32.0138
      1.05331,      73.6794
      1.36779,      17.9502
     0.958185,      29.7684
      1.03251,      40.6478
      1.00231,      21.2804
     0.774256,      89.4205
     0.963823,      31.9654
     0.764104,      33.2189
     0.856059,      22.7788
      1.03222,      76.2496
     0.763583,      57.5887
      1.03310,      29.9161
      1.30422,      57.6410
     0.771168,      70.2075
     0.954198,      30.2832
      1.03326,      54.1736
      1.13251,      32.0877
     0.916220,      61.1252
     0.799147,      47.4642
     0.736315,      51.6998
      1.03059,      84.4144
      1.45227,      55.9410
      1.37954,      38.9924
     0.943892,      66.4754
      1.00295,      69.5261
      1.03635,      63.0080
      1.22408,      84.7339
      1.03713,      40.6644
     0.882821,      31.2635
     0.765012,      18.6905
     0.775170,      28.9455
     0.855893,      30.1471
     0.849374,      45.4714
      1.03025,      63.0611
      1.35623,      61.0803
      1.35469,      59.2863
      1.15304,      68.4674
      1.12700,      43.3349
     0.968924,      79.2951
      1.08692,      25.4706
     0.810033,      23.2512
      1.38390,      55.3725
      1.35740,      31.7542
      1.38434,      63.2070
     0.968852,      26.6743
      1.17265,      37.3316
     0.845933,      155.210
     0.953061,      74.7183
     0.953123,      54.7932
     0.854085,      32.8784
      1.26460,      63.5332
      1.09757,      49.2724
     0.776044,      54.2232
     0.946640,      63.4979
      1.12622,      29.9350
      1.35895,      59.4657
     0.959781,      46.9430
     0.818542,      8.49179
      1.26020,      59.6577
      1.08202,      62.9585
     0.894893,      69.4146
      1.18306,      48.9984
      1.08792,      20.7758
      1.18592,      78.0641
     0.959285,      26.7011
      1.07669,      42.6100
     0.897824,      32.8753
      1.03555,      23.1937
      1.07819,      18.1904
      1.14436,      104.757
      1.07734,      50.4518
     0.925857,      17.4229
      1.20227,      33.8449
     0.963471,      8.46550
     0.898911,      9.26764
     0.952978,      48.0449
      1.17528,      51.8505
      1.14470,      30.5137
      1.08657,      23.8979
      1.23507,      75.2777
      1.36093,      52.7779
      1.00950,      22.1895
      1.16465,      13.7060
      1.00906,      17.9358
     0.984797,      38.5812
     0.947422,      50.6101
      1.07788,      89.7974
     0.924305,      47.5723
      1.05394,      39.4761
      1.27693,      56.0282
      1.27174,      61.5226
      1.05469,      30.0842
     0.793496,      28.8655
     0.906457,      39.9658
      1.02444,      35.3247
      1.02437,      35.3247
      1.05577,      33.3342
      1.05552,      33.3342
      1.03916,      99.6098
      1.03893,      99.6098
      1.18668,      12.9544
     0.979428,      27.2287
     0.787938,      41.7371
     0.904123,      33.5217
      1.18611,      16.0729
     0.907497,      44.5031
      1.02333,      14.3098
      1.44296,      117.206
      1.44276,      117.206
     0.858636,      50.1087
     0.858611,      50.1087
     0.848565,      32.8877
      1.27635,      132.132
      1.27600,      132.132
      1.20649,      19.7254
     0.918807,      28.2168
     0.918740,      28.2168
     0.924878,      14.7049
     0.924962,      14.7049
      1.21129,      35.8140
      1.40505,      40.5322
      1.13598,      28.5754
     0.837179,      26.3612
     0.773025,      47.1510
     0.833176,      54.7307
      1.20242,      44.8537
     0.741411,      14.1745
     0.812415,      32.1581
      1.22299,      77.8859
      1.07453,      4.73125
      1.36792,      105.828
      1.22059,      44.6966
      1.05327,      66.9029
      1.38486,      16.3531
      1.40945,      38.7751
      1.10167,      95.6074
      1.10206,      82.6694
      1.16287,      56.4929
      1.36072,      34.6842
     0.803714,      26.3919
     0.849046,      42.8392
     0.957238,      63.3467
      1.16407,      50.0181
      1.02376,      5.90501
      1.06603,      51.9336
      1.01040,      45.2694
      1.37746,      52.9403
     0.849423,      5.75113
      1.06571,      40.4817
     0.976451,      69.6911
     0.957501,      36.4227
     0.882883,      73.2799
      1.09272,      34.1611
      1.02507,      33.5348
      1.02862,      34.5054
     0.849106,      29.4635
      1.02705,      35.4418
     0.941979,      55.1229
     0.787760,      21.5565
      1.27365,      45.5240
      1.34177,      26.1598
     0.752892,      24.6670
     0.943208,      60.9158
      1.05397,      43.5246
     0.955440,      37.3533
     0.956414,      27.1443
      1.10619,      51.5715
      1.23163,      106.613
     0.977666,      29.9482
     0.850243,      59.9602
     0.763675,      63.0793
     0.958737,      64.6804
     0.955600,      76.4457
     0.773786,      40.1917
     0.853555,      39.1818
      1.23231,      66.4408
      1.09772,      55.0197
     0.994719,      74.8320
     0.763125,      59.0279
     0.805033,      59.0800
      1.23418,      63.1626
     0.980346,      26.9565
     0.957609,      16.6522
     0.943361,      32.1682
      1.46932,      39.2702
      1.18503,      43.3228
      1.35222,      80.6711
     0.787647,      67.7121
      1.41659,      25.3860
      1.01576,      50.4971
     0.957427,      41.0819
      1.41512,      55.9642
     0.966303,      38.1299
      1.35953,      18.1177
      1.16088,      68.8312
     0.958510,      67.6617
     0.943792,      30.5822
      1.18490,      68.1228
      1.35864,      45.3760
      1.03858,      46.1723
     0.980157,      29.4238
     0.854592,      8.56911
      1.03831,      70.1695
      1.04288,      48.7332
      1.01261,      79.6054
      1.03492,      66.1988
      1.18428,      18.0919
      1.16156,      53.9358
      1.11105,      55.5936
     0.768049,      26.3656
      1.33602,      44.2795
      1.06021,      27.9924
      1.22558,      93.8467
     0.855439,      35.3873
      1.22393,      27.2755
      1.03140,      62.1605
     0.854453,      23.5532
     0.947599,      35.5549
     0.978885,      72.7379
      1.07703,      30.0431
     0.954971,      58.9251
      1.08890,      18.6988
      1.07883,      30.4323
     0.905827,      39.2276
      1.16107,      47.7874
      1.07279,      34.7912
      1.07383,      28.1097
      1.06150,      23.5969
     0.979340,      118.848
      1.34552,      27.3295
     0.868724,      56.3381
     0.999637,      29.5616
      1.18232,      37.2166
      1.16481,      10.7204
      1.34440,      76.4418
      1.28019,      52.9887
      1.00896,      34.3770
      1.07031,      45.3500
     0.925594,      20.2677
     0.947795,      38.6249
      1.23382,      44.2309
     0.978748,      101.342
     0.959764,      26.7546
     0.878365,      100.361
      1.26953,      63.4744
     0.926913,      66.2793
     0.947407,      58.3135
     0.996358,      24.3618
     0.996512,      48.6298
      1.08851,      48.5576
      1.32310,      81.2170
      1.20155,      26.2787
      1.18715,      42.6103
     0.790293,      85.2870
      1.20546,      32.4733
     0.787899,      8.14368
      1.19634,      106.185
     0.867173,      43.3115
     0.866774,      43.3115
      1.16052,      24.4343
      1.26965,      24.2627
      1.26899,      24.2627
      1.08744,      112.202
     0.786279,      10.4966
     0.786179,      10.4966
     0.979269,      56.3528
     0.979192,      56.3528
     0.855863,      20.5571
     0.855825,      20.5571
     0.869972,      53.5322
     0.957632,      35.3403
     0.957744,      35.3403
      1.02523,      34.3034
     0.975008,      34.6924
      1.32172,      46.1789
      1.18658,      118.234
     0.977795,      32.5671
      1.09183,      36.0660
      1.09106,      37.7621
      1.09273,      24.9394
     0.883569,      22.5714
      1.11784,      36.8663
     0.984576,      64.6520
      1.29762,      39.9287
      1.10196,      229.017
      1.00695,      35.8328
      1.11670,      53.8035
      1.33551,      40.7511
      1.11799,      42.6945
     0.772793,      48.2662
      1.25298,      44.2727
      1.18825,      35.3424
      1.37970,      17.8716
      1.37903,      34.6189
     0.770229,      40.3904
      1.22323,      131.400
     0.802360,      78.9691
     0.852832,      22.1894
      1.21660,      33.4320
      1.18336,      61.3862
      1.02703,      15.7047
     0.882911,      13.0276
      1.32876,      73.5174
      1.01268,      39.5628
      1.06771,      54.9495
      1.10000,      31.9144
      1.34970,      62.7397
      1.10739,      27.7620
     0.741410,      17.1834
      1.22373,      61.7663
      1.38278,      16.9717
      1.00218,      62.8062
      1.30896,      46.1399
     0.741398,      115.453
     0.753686,      7.10311
     0.748441,      52.4404
      1.24244,      19.2936
     0.957354,      38.7068
     0.939195,      53.1932
     0.761876,      80.0553
      1.03828,      109.888
      1.01163,      83.4900
     0.777030,      32.3158
      1.26513,      18.7142
     0.802396,      67.0593
     0.840916,      36.9289
      1.10045,      76.0385
      1.26669,      56.7502
     0.953934,      38.4209
     0.901454,      38.3467
     0.859640,      13.1152
      1.03834,      70.2509
      1.35914,      66.0067
     0.902584,      48.8467
     0.960435,      58.7386
      1.06789,      25.4998
     0.897160,      74.3792
     0.936065,      62.2463
     0.810755,      58.7958
      1.34980,      22.3336
      1.18393,      31.4223
     0.787969,      52.6819
      1.16097,      25.9160
     0.854194,      50.1372
      1.24963,      42.9636
      1.00940,      62.3701
      1.15870,      38.4954
      1.03423,      47.0735
      1.23904,      82.2897
      1.08569,      19.3027
     0.786843,      48.0162
     0.868413,      36.0773
      1.16442,      23.4064
      1.07489,      40.2893
     0.789915,      42.9665
     0.953558,      26.5231
      1.34913,      29.4997
      1.07702,      33.2863
     0.848923,      29.2598
      1.26162,      116.445
     0.856227,      106.431
      1.38321,      50.2484
      1.01064,      51.7133
      1.22292,      60.9629
     0.854663,      14.3012
     0.867807,      71.5233
     0.767361,      38.7196
      1.13208,      75.8490
     0.732317,      108.053
     0.757340,      13.6733
      1.34846,      32.8207
      1.09173,      20.5134
      1.20493,      88.2151
      1.18454,      43.1666
     0.926019,      48.9481
      1.17177,      28.1669
     0.906307,      13.4762
     0.980654,      22.2579
      1.16781,      60.9459
     0.771311,      51.0339
      1.09160,      36.1324
     0.935617,      63.9026
      1.08755,      35.0477
      1.16722,      89.9616
      1.16390,      61.7641
     0.953668,      38.2790
     0.997946,      23.7844
     0.829937,      13.6917
      1.25809,      54.0995
     0.824918,      60.1109
      1.18467,      13.5876
      1.16250,      14.2574
      1.26665,      39.5392
     0.982924,      19.9533
      1.10818,      72.2929
      1.25595,      60.6454
     0.954702,      61.2594
      1.22477,      73.3024
      1.35912,      53.7534
     0.936344,      36.8576
      1.08686,      43.5655
     0.786172,      43.8427
      1.20520,      13.7167
     0.977760,      42.5168
      1.18366,      10.9791
     0.778537,      31.7998
     0.925620,      90.1448
      1.16168,      46.9980
     0.983736,      61.4540
      1.20447,      102.382
      1.31515,      45.1300
      1.18301,      39.4053
      1.02220,      54.3069
     0.946498,      49.4734
      1.00447,      35.6716
      1.02290,      56.4365
     0.837926,      35.3081
     0.778075,      10.6496
     0.946349,      32.9431
      1.20763,      49.1906
     0.787462,      7.87295
      1.15685,      29.2986
      1.00474,      32.2309
      1.15727,      68.0053
      1.00350,      81.3027
      1.05975,      22.3763
      1.06009,      25.2304
     0.786547,      37.8896
      1.00374,      44.6350
      1.20672,      32.7219
      1.02371,      55.0623
     0.791169,      7.75719
      1.08714,      43.9760
      1.22355,      74.3801
      1.05978,      86.6500
      1.16337,      52.3246
      1.11850,      20.0459
      1.07163,      50.3195
      1.18375,      40.0508
     0.853313,      42.5210
      1.10878,      102.342
      1.00382,      29.9812
      1.10755,      31.6210
     0.926204,      95.4898
      1.18530,      40.0355
      1.10742,      21.8053
      1.35002,      44.4692
     0.940377,      66.8113
     0.824673,      35.2811
      1.05233,      23.5778
      1.38403,      71.7893
      1.32176,      100.911
     0.956576,      25.3884
     0.856859,      49.5320
     0.930934,      24.9424
     0.970827,      79.3216
      1.09265,      21.9786
     0.750844,      18.3202
      1.09553,      30.3210
     0.788427,      13.6412
      1.01055,      26.6278
      1.09164,      36.9412
     0.829870,      35.5219
     0.772232,      125.932
     0.955756,      42.4580
      1.18351,      24.2953
     0.827092,      83.2499
      1.08349,      22.1741
     0.987380,      73.1437
      1.08646,      54.0185
      1.16643,      84.7929
     0.810559,      22.6881
      1.07008,      47.0112
      1.12077,      50.0230
     0.958808,      36.4798
      1.22161,      58.7889
     0.982937,      49.1179
     0.927294,      77.5446
     0.907051,      64.3709
     0.970853,      25.4069
     0.955047,      59.3613
      1.37662,      51.9596
     0.947795,      7.50498
      1.02283,      42.9371
      1.09190,      69.2249
     0.857410,      34.8989
     0.805023,      31.0246
     0.945666,      70.0937
     0.745299,      38.0053
     0.770517,      49.5682
     0.947372,      92.9727
     0.812661,      34.3834
      1.08630,      31.6406
      1.19570,      65.7800
      1.38402,      71.1264
      1.16248,      53.3652
      1.06120,      15.4959
      1.06881,      55.4736
      1.25059,      52.6543
      1.18258,      64.0126
     0.954526,      46.6860
      1.02058,      32.0182
      1.11081,      29.2211
     0.790742,      50.1964
      1.28028,      17.2458
     0.820255,      34.3754
     0.930531,      38.7637
     0.976931,      23.8928
     0.904272,      83.6368
     0.976056,      27.3490
      1.13837,      59.0078
     0.976560,      32.6595
     0.987029,      69.4068
     0.995935,      122.066
      1.17408,      39.5986
     0.838561,      23.2248
      1.30793,      12.4287
     0.902783,      103.571
      1.11406,      109.049
     0.818571,      79.8980
     0.964588,      35.5490
     0.976610,      74.5984
     0.905051,      21.5632
     0.789247,      10.7162
     0.959619,      26.0124
      1.11677,      18.9902
      1.05327,      28.4208
      1.15576,      19.5709
      1.03220,      60.7953
     0.833470,      23.0682
      1.11619,      38.3550
      1.05408,      69.4552
      1.05254,      99.9579
      1.05256,      99.9579
      1.05398,      138.539
      1.05511,      46.6729
      1.15735,      26.5809
     0.862994,      35.5766
     0.845634,      41.8913
     0.862321,      42.3716
     0.961235,      43.0988
     0.883129,      21.5216
     0.884045,      31.6084
     0.862977,      18.8392
      1.38989,      81.5858
      1.25611,      124.519
      1.10643,      20.3543
     0.829703,      38.8516
      1.16832,      34.4524
     0.817923,      31.5049
      1.27227,      119.882
      1.16440,      71.9170
     0.740216,      30.6113
      1.11039,      37.8610
      1.25868,      39.3729
      1.27806,      23.2852
      1.07852,      89.0177
      1.27818,      54.0870
      1.15698,      20.8982
      1.39383,      126.102
     0.906167,      48.3498
      1.14056,      70.2808
     0.799423,      25.7136
      1.27963,      90.3279
      1.16455,      52.2139
     0.980566,      47.0904
     0.977726,      40.5087
      1.13890,      70.0141
     0.820890,      10.5917
      1.13870,      31.7930
      1.13799,      12.6036
      1.13656,      35.4626
      1.05163,      11.2224
     0.907383,      68.7626
     0.998075,      48.7346
      1.03771,      49.6660
     0.738951,      48.0905
      1.05297,      10.2982
     0.856440,      66.8050
     0.977031,      47.4532
     0.785170,      16.9131
      1.05066,      31.8903
      1.04998,      47.5816
      1.01416,      52.2160
     0.892548,      62.9613
      1.02116,      14.6036
     0.798173,      54.5719
      1.18441,      40.4424
      1.37545,      67.0074
      1.19112,      23.3192
      1.12211,      30.2308
     0.997434,      104.526
     0.978883,      53.8566
     0.844094,      63.9344
      1.11386,      35.5568
      1.12490,      22.0140
      1.13626,      55.5740
     0.961200,      60.2376
      1.30710,      52.2194
      1.35495,      20.7697
     0.794950,      6.56918
      1.12410,      45.9869
     0.793212,      45.4119
     0.844249,      78.1619
      1.38348,      28.4574
     0.843967,      59.2307
      1.18420,      55.6870
     0.781418,      29.9744
     0.997256,      48.5380
     0.952992,      38.6776
     0.818833,      64.4075
      1.25510,      38.7152
     0.789177,      58.1708
     0.920534,      52.2409
     0.866932,      53.9195
     0.741142,      39.0294
      1.16473,      40.7243
      1.05387,      106.505
     0.994203,      69.0660
      1.11740,      40.1517
      1.11971,      49.1926
     0.805580,      54.0995
     0.788183,      55.7476
      1.38246,      31.7016
     0.834398,      47.6282
     0.809906,      26.0014
     0.833543,      53.8072
      1.04254,      30.6978
     0.961491,      34.4766
     0.886857,      42.3756
     0.783698,      51.4526
     0.832895,      58.8683
     0.800312,      32.3449
      1.37324,      63.6905
     0.863270,      63.3736
     0.789608,      45.5509
     0.857755,      25.8482
      1.05243,      85.0188
      1.37360,      108.666
     0.938744,      34.1325
     0.994144,      97.2917
     0.959796,      26.5953
     0.932758,      38.5560
      1.02398,      32.7150
      1.01192,      82.6600
     0.833990,      33.9219
      1.05172,      13.8824
      1.05155,      13.8824
     0.859574,      26.8265
     0.864206,      30.2839
     0.755274,      42.3942
     0.861007,      87.6041
     0.939383,      33.5933
     0.844032,      103.652
     0.830127,      49.8828
      1.00185,      28.2358
      1.01055,      47.9869
     0.830093,      99.2331
     0.960496,      39.4383
     0.835269,      31.2281
     0.960746,      15.8369
     0.812431,      36.8552
     0.877117,      60.4210
      1.36592,      62.6813
      1.05446,      100.970
     0.832605,      9.21282
     0.749061,      45.1249
      1.29627,      38.2064
     0.803238,      32.3789
      1.03730,      12.4024
      1.13201,      36.8861
      1.03576,      28.3656
     0.857890,      41.5218
      1.11903,      73.4168
      1.36556,      11.9332
     0.883088,      36.5329
     0.960760,      15.4208
     0.769346,      17.2714
      1.23903,      55.3478
      1.01869,      27.8521
     0.845599,      44.8711
     0.864203,      24.0768
     0.985142,      39.9294
     0.939818,      25.0930
      1.10605,      42.0767
      1.37223,      37.1812
     0.915731,      38.0342
      1.03745,      47.2911
      1.17228,      45.8655
      1.38950,      21.0427
      1.39016,      14.4386
      1.16537,      52.5257
      1.26058,      43.6653
     0.958492,      73.1333
      1.22659,      75.9957
     0.784156,      90.4675
     0.817919,      13.7909
     0.959794,      43.5799
      1.01187,      35.0982
      1.07822,      25.5434
     0.778877,      9.44117
     0.892878,      48.8345
     0.960451,      29.3670
      1.01511,      50.5371
     0.786886,      14.4633
      1.11596,      61.3266
     0.840866,      66.2882
     0.785073,      38.2919
     0.931124,      41.5470
      1.10888,      21.1395
      1.05056,      50.5213
      1.00930,      28.2054
      1.01498,      55.4591
     0.772378,      24.0070
     0.920862,      32.4797
      1.13814,      107.891
     0.919743,      90.9225
     0.907452,      34.1747
     0.906193,      54.9711
     0.960716,      51.2362
      1.05090,      36.8910
      1.02311,      44.9101
     0.845306,      105.595
     0.954942,      46.8707
      1.19697,      62.5511
      1.04882,      71.4578
     0.904137,      15.1202
      1.37893,      50.2353
      1.40034,      53.7980
      1.01878,      38.2139
     0.996150,      74.0686
     0.787048,      24.1561
     0.783993,      9.18949
      1.00050,      68.9521
     0.803626,      41.1274
      1.39710,      45.8964
      1.39726,      45.8964
     0.886131,      50.3920
      1.39994,      37.5066
      1.29657,      54.0367
      1.12631,      31.3676
     0.842907,      75.8884
      1.04047,      31.2480
     0.819860,      36.9524
     0.834823,      13.1537
     0.885364,      64.7398
     0.844668,      53.0139
     0.784059,      11.2610
     0.951748,      54.2770
     0.995529,      12.0936
     0.867545,      21.9888
     0.789196,      28.0382
     0.819150,      40.4858
      1.02120,      39.1652
      1.03158,      33.6931
      1.03062,      134.426
     0.907965,      79.3314
      1.03272,      46.6568
     0.837738,      44.9896
     0.796460,      36.6471
      1.36156,      61.3818
      1.39575,      58.4556
     0.834620,      37.7834
     0.885123,      51.0689
      1.24259,      61.7960
      1.16593,      25.3246
      1.13695,      27.9585
      1.10556,      39.8111
     0.838082,      100.165
     0.865740,      55.4145
      1.16460,      28.2080
     0.865768,      16.5400
     0.866943,      27.4111
      1.26830,      27.9587
     0.786335,      29.5773
      1.19376,      64.3052
      1.28897,      18.3678
      1.38719,      54.4815
     0.788898,      61.4432
     0.865933,      31.6389
     0.956633,      44.9126
     0.822118,      26.1717
     0.882875,      35.3385
     0.741417,      30.1296
     0.803129,      75.4104
     0.955881,      28.0065
     0.824298,      63.3975
      1.10274,      33.8740
      1.02668,      52.8543
      1.05941,      50.9833
      1.02272,      20.4812
      1.02323,      33.2737
     0.877489,      39.6937
     0.877406,      39.6937
     0.956019,      52.1333
     0.882972,      59.7216
      1.02286,      39.6101
      1.02351,      79.7441
     0.799831,      16.7887
     0.791959,      53.4208
     0.847944,      33.9081
      1.02436,      48.5289
     0.995747,      23.2644
     0.804667,      47.9721
     0.858193,      76.0198
     0.787541,      12.6383
     0.802944,      34.7985
      1.33577,      46.3320
     0.938750,      37.9821
      1.34907,      37.6756
      1.16031,      56.8646
     0.836220,      34.0618
     0.832876,      16.2285
     0.833133,      41.8910
     0.835789,      59.1364
      1.15757,      14.9023
     0.812807,      47.6786
     0.788637,      64.8047
     0.883043,      24.3370
      1.36317,      42.4828
     0.842727,      55.9781
      1.02540,      19.5623
      1.02171,      32.2798
     0.960896,      28.1599
      1.05792,      33.8303
     0.812737,      34.3619
     0.961334,      18.5467
      1.09625,      27.1545
      1.37451,      52.9920
      1.02675,      17.3162
      1.02575,      17.3162
     0.849572,      44.9995
     0.957427,      63.1411
     0.785089,      62.1687
     0.784991,      62.1687
     0.957201,      72.3434
     0.962080,      60.9854
